question_id,question,old_expected_documents,rank,candidate_document,candidate_chunk_id,score,candidate_text
Q036,"I failed an assessment. Where can I find the rules about reassessment, progression or another attempt?",Assessment policy | Academic regulations,1,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c4,0.6933393478393555,"it. The usual rules with regard to marks achieved in re-assessments will apply (unless the reassessments are being regarded as ‘first attempts’ on account of extenuating circumstances). When an assessment is re-sat/re-taken as a ‘first attempt’ all the options available in relation to first attempts will be available to the Extenuating Circumstances Committee and the Board of Examiners i.e. your examination/assessment will be treated as if you had never previously taken the exam or attempted the assessment. Where the failed credit is ‘carried’ into the next year of study and then re-assessed, the Board of Examiners will not take into account the original claim of extenuating circumstances when considering progression or final degree classification. 5.3 Undergraduate programmes, final year"
Q036,"I failed an assessment. Where can I find the rules about reassessment, progression or another attempt?",Assessment policy | Academic regulations,2,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c1,0.650043249130249,"CODE OF PRACTICE ON ASSESSMENT – APPENDIX M ANNEXE 1 Policy on Extenuating Circumstances - Guidelines for Staff and Students Up to January 2026 for all online programmes delivered in partnership with Kaplan Higher Education b) Assessment marks that contribute to your final degree classification If, in any year of study in which the marks contribute to the final degree classification (except the final year), you have failed or missed an individual examination or assessment but have passed the module as a whole or the mark(s) achieved in one or more of your assessment(s) was/were affected by the extenuating circumstances, the Board of Examiners may permit you to: either: be re-assessed in the relevant examination(s)/assessment(s) with the possibility of improving the mark (see section 7 belo"
Q036,"I failed an assessment. Where can I find the rules about reassessment, progression or another attempt?",Assessment policy | Academic regulations,3,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c1,0.6494888663291931,"CODE OF PRACTICE ON ASSESSMENT – APPENDIX M ANNEXE 1 Policy on Extenuating Circumstances - Guidelines for Staff and Students Up to January 2026 for all online programmes delivered in partnership with Kaplan Higher Education or: re-taking the assessment while also pursuing your next year of study (see 5.2c above for the rules on the ‘carrying’ of failed credit). If your performance in an assessment for which no re-sit opportunity is available is judged to have been affected by extenuating circumstances but you have passed the module, the Extenuating Circumstances Committee will consider the impact of the affected mark on your overall results at the end of the final year and will make an appropriate recommendation to the Board of Examiners as to the classification of degree you should be awa"
Q036,"I failed an assessment. Where can I find the rules about reassessment, progression or another attempt?",Assessment policy | Academic regulations,4,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p3_c4,0.6490963697433472,"to re-assessment as a first attempt (unless the examination or assessment missed was not a ‘first attempt’ examination). Only in exceptional circumstances, where a Board of Examiners on the advice of the Extenuating Circumstances Committee, judges that it was not feasible for prior notification to have been provided, will you be granted a ‘first attempt’ reassessment if you are absent from an examination or fail to attend an assessment without informing your department/school in advance. 1.2 Students who submit coursework after the agreed deadline as a result of unforeseen medical or other exceptional circumstances may apply for Exemption from Late Penalties in line with section 6.5 of the Code of Practice on Assessment. 1.3 If you are absent from an examination or fail to submit an asses"
Q036,"I failed an assessment. Where can I find the rules about reassessment, progression or another attempt?",Assessment policy | Academic regulations,5,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c4,0.6446400880813599,"i) You will be permitted one re-sit/re-take of each of the examinations/assessments judged by the Extenuating Circumstances Committee to have been affected by extenuating circumstances. This re-assessment will be treated as a ‘first attempt’ and will be uncapped. (ii) If this re-assessment itself is then affected by extenuating circumstances, then you may be permitted further re-assessment as an uncapped, first attempt. This will require you to submit a new claim for extenuating circumstances which must be as carefully documented as any prior claim and submitted using the same procedure. (iii) Following any re-assessment that is permitted by the Extenuating Circumstances Committee to be taken as a first attempt that is uncapped, the Board of Examiners will not take into account the origina"
Q037,What is the difference between making a complaint and submitting an academic appeal?,Student Complaints Policy and Procedure | Appeals policy,1,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p42_c1,0.6447410583496094,"Students who wish to appeal against The University recognises and is fully Formal Complaint Review the decision of the Board of Examiners committed to meeting its responsibilities If a student is dissatisfied with the response If a student is dissatisfied with the outcome to terminate their studies (other than for to secure and promote academic freedom they receive from Early Resolution, or if they of a Formal Complaint (including those breaches of the Academic Integrity Policy) and free speech, within the law. The feel unable to approach a person directly students at partner institutions), they shall or to deem them withdrawn prior to the University’s Code of Practice Regarding against whom they have a complaint, or be entitled to request a Review of the normal expected date of completion"
Q037,What is the difference between making a complaint and submitting an academic appeal?,Student Complaints Policy and Procedure | Appeals policy,2,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c1,0.6447410583496094,"Students who wish to appeal against The University recognises and is fully Formal Complaint Review the decision of the Board of Examiners committed to meeting its responsibilities If a student is dissatisfied with the response If a student is dissatisfied with the outcome to terminate their studies (other than for to secure and promote academic freedom they receive from Early Resolution, or if they of a Formal Complaint (including those breaches of the Academic Integrity Policy) and free speech, within the law. The feel unable to approach a person directly students at partner institutions), they shall or to deem them withdrawn prior to the University’s Code of Practice Regarding against whom they have a complaint, or be entitled to request a Review of the normal expected date of completion"
Q037,What is the difference between making a complaint and submitting an academic appeal?,Student Complaints Policy and Procedure | Appeals policy,3,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p26_c1,0.6447221040725708,"Student Conduct, Complaints and Compliance submitted with the appeal. 18.4 Late submission of supporting evidence may not be accepted unless the student demonstrates that there was good reason that the evidence could not be provided in time. 19 University Disciplinary – Grounds for Appeal 19.1 Responding and reporting students shall have a right of appeal against the finding of a University Disciplinary Panel and/or a sanction imposed by them. 19.2 Where the responding student has admitted an allegation, they may only appeal against the sanction. 19.3 Where the responding or reporting student submits an appeal against the finding of the University Disciplinary Panel the grounds on which such an appeal may be submitted are as follows: a) That the procedures were not followed properly. b) Th"
Q037,What is the difference between making a complaint and submitting an academic appeal?,Student Complaints Policy and Procedure | Appeals policy,4,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p25_c4,0.633865475654602,"will remain in force until the outcome of the appeal. This means that any registration or immigration implications for the student will still apply during the appeal process. 18.3 The written appeal, which should be submitted electronically, must include the following: • The student’s name and ID number. • The date of the hearing of the University Disciplinary Panel. • The date on which the student received the outcome letter. • A clear statement of the grounds on which the student is making the appeal (see section 19 below), and all supporting evidence must be APPENDIX A – STUDENT CONDUCT POLICY PROCEDURES"
Q037,What is the difference between making a complaint and submitting an academic appeal?,Student Complaints Policy and Procedure | Appeals policy,5,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p8_c1,0.598232626914978,"Student Conduct, Complaints and Compliance • Action taken by an academic Head of Department, School or Institute to be submitted to the relevant Executive Pro-Vice-Chancellor, who may nominate another academic Head to act on their behalf; • Action taken by a Head or Director of Service to be submitted to the Director of Student Experience and Enhancement, who may nominate another person who has had no previous dealing with the case, to act on their behalf. 4.3 The appeal will be considered by the designated person as listed in 4.2 above and they will determine one of the following: • That the student’s appeal is eligible for consideration and an alternative outcome should be made in terms of the finding of the alleged breach and/or the sanction imposed; • That the student’s appeal is not j"
Q038,How is an extenuating-circumstances claim different from an academic appeal made after a decision?,University of Liverpool Extenuating Circumstances Policy | Appeals policy,1,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p17_c3,0.7257977724075317,"spectively without valid reason, this may be regarded as a fitness to practise matter by the relevant clinical school. 10. APPEALS You have the right to appeal through the Assessment Appeals Procedures (Code of Practice on Assessment, Appendix F) against a decision of an Extenuating Circumstances Committee and/or a Board of Examiners in relation to a submitted extenuating circumstances claim but only on the following grounds: that extenuating circumstances were divulged but: i. there was a procedural error in the decision taken by an Extenuating Circumstances Committee or Board of Examiners when considering the circumstances; or ii. the student is presenting new or additional material evidence, which, for valid reason, they were unable to provide at the time of submitting the extenuating c"
Q038,How is an extenuating-circumstances claim different from an academic appeal made after a decision?,University of Liverpool Extenuating Circumstances Policy | Appeals policy,2,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p12_c3,0.6452221870422363,". If the Extenuating Circumstances Committee decides that your claim of extenuating circumstances is not valid, it will reject it and not make any recommendation to the Board of Examiners. It is therefore important that the Extenuating Circumstances Committee has access to full, frank and fully documented evidence to support your claim. 5. IF MY CASE IS ACCEPTED, WHAT ARE MY OPTIONS? 5.1 After the Board of Examiners You will be informed of the outcome of your claim after the meeting of the Board of Examiners. If it is found that extenuating circumstances have affected a student’s performance, the Extenuating Circumstances Committee and the Board of Examiners can make recommendations/awards respectively on degree classifications (e.g. First, 2:1 etc.). However, the Committee and the Board c"
Q038,How is an extenuating-circumstances claim different from an academic appeal made after a decision?,University of Liverpool Extenuating Circumstances Policy | Appeals policy,3,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p17_c2,0.6413166522979736,"you were not fit-to-sit. The Extenuating Circumstances Committee will only consider the claim if it considers that there were valid reasons why you would not have been capable of recognising this at the relevant time. Where a claim is considered, the Extenuating Circumstances Committee may recommend that you are referred to fitness to practise procedures if the claim suggests that you are not fit to proceed with studies at the point of submission of the claim or that you require additional support or reasonable adjustments to be able to continue towards a professional qualification. Where it is determined that a claim has been submitted retrospectively without valid reason, this may be regarded as a fitness to practise matter by the relevant clinical school. 10. APPEALS You have the right"
Q038,How is an extenuating-circumstances claim different from an academic appeal made after a decision?,University of Liverpool Extenuating Circumstances Policy | Appeals policy,4,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p17_c4,0.6227923631668091,"nt is presenting new or additional material evidence, which, for valid reason, they were unable to provide at the time of submitting the extenuating circumstances claim. In addition, if you are at the end of your programme of studies and you consider that there are extenuating circumstances which for good reason you could not have submitted at the time, you may submit an appeal under the Assessment Appeals Procedure, but this will normally be limited to extenuating circumstances affecting your final year of study only."
Q038,How is an extenuating-circumstances claim different from an academic appeal made after a decision?,University of Liverpool Extenuating Circumstances Policy | Appeals policy,5,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p12_c2,0.6106830835342407,"nces. Where an Extenuating Circumstances Committee considers reasons/evidence to support a prior reported absence from an examination or failure to submit an assessment, the Committee will either confirm that the absence was authorised (i.e. ‘absence with good cause’) or determine that the reasons/evidence submitted do not constitute ‘good cause’ for the absence. The Extenuating Circumstances Committee will apply academic judgement in formulating its recommendations to the Board of Examiners and will always seek to act in the best interests of you, the student. The decisions of the Extenuating Circumstances Committee are not subject to appeal. If the Extenuating Circumstances Committee decides that your claim of extenuating circumstances is not valid, it will reject it and not make any rec"
Q042,How does an academic-misconduct case differ from a broader student-conduct case?,Academic misconduct policy | Student conduct policy,1,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p11_c1,0.7174913883209229,"Student Conduct, Complaints and Compliance Student Conduct Team must decide if the allegation can be dealt with under the University Disciplinary Procedure by referring to the Student Conduct Policy, section 8.3 which illustrates examples of what types of misconduct would be considered at this level. They can also refer to Appendix B – Student Conduct Breaches and Sanctions which sets out a non-exhaustive list of breaches and what category they fall into. Further advice can be sought from the Student Conduct Team if required. 6.3 For serious allegations of misconduct or where there is on-going police involvement, the matter should be referred to the Student Conduct Team who will decide in conjunction with the Head of Student Conduct, Complaints and Compliance, or their nominee, if a Risk A"
Q042,How does an academic-misconduct case differ from a broader student-conduct case?,Academic misconduct policy | Student conduct policy,2,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p36_c1,0.6968661546707153,"The University has three stages for Their authority under local disciplinary In certain cases, the Student Conduct The Student Conduct Policy sets out managing alleged student misconduct: action enables them to issue sanctions Manager (or nominee) may determine the right of appeal by students against 1. Informal Resolution which include a formal written warning that the misconduct is suitable to be dealt decisions taken under University or a final written warning for a repeated with via Chair’s Action. In cases where the Disciplinary Procedures. 2. Local Disciplinary Action breach, a fine not exceeding £200, a student admits the misconduct and the 3. University Disciplinary Action – The full Student Conduct Policy can be requirement in the event of non-accidental facts of the matter are no"
Q042,How does an academic-misconduct case differ from a broader student-conduct case?,Academic misconduct policy | Student conduct policy,3,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p36_c8,0.6792751550674438,"of contribute to the case and Local Disciplinary Action is generally used it may impose a fine or other appropriate section 13 of the Section 13 of the Student the collection of evidence by the University’s for misconduct breaches that are generally sanction including requiring a student Conduct Policy. Investigating Officer. The Investigating contained incidents and/or persistent to attend a workshop or course, it may Officer will submit a report to the Student Students should declare any Police minor incidents of misconduct. suspend a student from the University for a Conduct Manger (or nominee), and they investigation, arrest or conviction as specified period, or it may expel a student Designated staff have the authority to will decide whether there is sufficient outlined above by compl"
Q042,How does an academic-misconduct case differ from a broader student-conduct case?,Academic misconduct policy | Student conduct policy,4,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p10_c5,0.6739236116409302,"nt incidents of misconduct that have originally been dealt with via Local Disciplinary Action. 6.2 Allegations of misconduct can be made to one of the designated members of staff, via Report and Support or directly to the Student Conduct Team. The APPENDIX A – STUDENT CONDUCT POLICY PROCEDURES"
Q042,How does an academic-misconduct case differ from a broader student-conduct case?,Academic misconduct policy | Student conduct policy,5,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p40_c7,0.6639626026153564,"considered further, request You should be aware that the University that have originally been dealt with via section 13 of the Section 13 of the Student that the matter is reviewed using the Disciplinary Panel has very significant Local Disciplinary Action), the case will Conduct Policy. Procedures for Local Disciplinary Action. powers to deal with cases of misconduct. be considered and investigated by the For example, if it is satisfied that a breach Students should declare any Police of the Student Conduct Policy has occurred, investigation, arrest or conviction as Local Disciplinary Action University and students will have the opportunity of contribute to the case and it may impose a fine or other appropriate outlined above by completing a Criminal Local Disciplinary Action is generally"
Q043,"Which rules govern a failed assessment, and how do those rules relate to programme progression?",Assessment policy | Academic regulations,1,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c4,0.6885303854942322,"it. The usual rules with regard to marks achieved in re-assessments will apply (unless the reassessments are being regarded as ‘first attempts’ on account of extenuating circumstances). When an assessment is re-sat/re-taken as a ‘first attempt’ all the options available in relation to first attempts will be available to the Extenuating Circumstances Committee and the Board of Examiners i.e. your examination/assessment will be treated as if you had never previously taken the exam or attempted the assessment. Where the failed credit is ‘carried’ into the next year of study and then re-assessed, the Board of Examiners will not take into account the original claim of extenuating circumstances when considering progression or final degree classification. 5.3 Undergraduate programmes, final year"
Q043,"Which rules govern a failed assessment, and how do those rules relate to programme progression?",Assessment policy | Academic regulations,2,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c1,0.6719000339508057,"CODE OF PRACTICE ON ASSESSMENT – APPENDIX M ANNEXE 1 Policy on Extenuating Circumstances - Guidelines for Staff and Students Up to January 2026 for all online programmes delivered in partnership with Kaplan Higher Education b) Assessment marks that contribute to your final degree classification If, in any year of study in which the marks contribute to the final degree classification (except the final year), you have failed or missed an individual examination or assessment but have passed the module as a whole or the mark(s) achieved in one or more of your assessment(s) was/were affected by the extenuating circumstances, the Board of Examiners may permit you to: either: be re-assessed in the relevant examination(s)/assessment(s) with the possibility of improving the mark (see section 7 belo"
Q043,"Which rules govern a failed assessment, and how do those rules relate to programme progression?",Assessment policy | Academic regulations,3,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p26_c5,0.6533907651901245,"r normal circumstances, students the pass mark in all components of a appropriate four-year Integrated relevant programme specification; and in study Years 0, One and Two or levels module or whether failure in a component Master’s degree, in which case the year of study 4 and 5 who fail assessments/ can be compensated when the overall ii. Obtain a mark in assessed work of 55% in industry or abroad will not be counted examinations at the first attempt and who mark is a pass for the module. These details at the first attempt. towards the final degree classification; or fail to meet the criteria for progression, will should be available to you in module or To transfer into Year Four of an Students who do not achieve an overall be given an opportunity for re- assessment programme handbooks. ap"
Q043,"Which rules govern a failed assessment, and how do those rules relate to programme progression?",Assessment policy | Academic regulations,4,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c1,0.6448279023170471,"CODE OF PRACTICE ON ASSESSMENT – APPENDIX M ANNEXE 1 Policy on Extenuating Circumstances - Guidelines for Staff and Students Up to January 2026 for all online programmes delivered in partnership with Kaplan Higher Education or: re-taking the assessment while also pursuing your next year of study (see 5.2c above for the rules on the ‘carrying’ of failed credit). If your performance in an assessment for which no re-sit opportunity is available is judged to have been affected by extenuating circumstances but you have passed the module, the Extenuating Circumstances Committee will consider the impact of the affected mark on your overall results at the end of the final year and will make an appropriate recommendation to the Board of Examiners as to the classification of degree you should be awa"
Q043,"Which rules govern a failed assessment, and how do those rules relate to programme progression?",Assessment policy | Academic regulations,5,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p30_c6,0.6447826623916626,"n the third year and no weighting will be appropriate) and that the student should that they have failed to achieve the overall attributed to the clinical degree. be offered the option of either accepting These examinations/assessments will learning outcomes of the programme, or that award or of re-taking/re-sitting the take place either when the examinations/ The particular arrangements for the the Board is not satisfied that the student missed/affected assessments as a first assessments for the changed module profiling of marks for students who miss made a reasonable attempt at the failed attempt. take place or when the examinations/ automatic classification by no more than assessments, will be able to opt either assessments for the withdrawn module 1% are set out in section 1.6 of Appen"
Q044,"Can unpaid tuition fees affect a student's registration, progression or completion of study, and which rules explain this?",University of Liverpool Payment Policy 2026-27 | Academic regulations,1,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p1_c1",0.6600364446640015,"PAYMENT POLICY 2026/27: STUDENT PROGRAMME FEES, ACCOMMODATION FEES, FINES AND CHARGES 1. Introduction 1.1 Programme fees are charged for the educational services and facilities provided in the delivery of a programme of study, subject to the Programme Terms and Conditions relevant to the year of entry (‘the student contract’). The fee is an annual, consolidated charge for the provision of tuition, registration, learning resources, infrastructure, examination, assessment and graduation. In some cases, an additional research support1 (bench) fee is charged. All academic fees are subject to annual increase. 1.2 All programmes of study which lead to a University award incur a programme fee. Programme fees are charged for all academic years of study, including failed academic years repeated in"
Q044,"Can unpaid tuition fees affect a student's registration, progression or completion of study, and which rules explain this?",University of Liverpool Payment Policy 2026-27 | Academic regulations,2,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p2_c1",0.6174191236495972,"1.7 Where a suitable arrangement to pay accommodation fees, student fines or student charges has not been made in any given session, in accordance with the relevant section of this Policy, or where a student defaults on any such fee payment arrangement, the University will seek to deploy formal external debt recovery proceedings, which may ultimately result in County Court judgements. 1.8 Where students are experiencing difficulties in making payments, or wish to enquire about fees and/or charges that have been raised and/or fines that have been levied, help and support is available as outlined in section 11. PROGRAMME AND RESEARCH SUPPORT FEES 2. Student Finance (Home Undergraduate Students) 2.1 Depending on where they normally live, all students requiring financial support should make an"
Q044,"Can unpaid tuition fees affect a student's registration, progression or completion of study, and which rules explain this?",University of Liverpool Payment Policy 2026-27 | Academic regulations,3,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p7_c1",0.6093090772628784,"not be charged for the month of their leaving where the change in registration takes effect on or before the fourteenth day. 6.7 Any refund due following the application of this policy will be made to the person or account from which the original payment was received. 6.8 Where monies are owed to the University following the application of this policy, students will be made directly liable for all outstanding debt. 7. Academic Sanctions 7.1 Where by 1 February 2027 (or by 1 June 2027 for those whose programmes start in January 2027) a student fails to make the necessary programme fee payment(s) in accordance with their relevant published payment plan, the University will seek to restrict their access to a range of services. This will include access to Library services and the removal of th"
Q044,"Can unpaid tuition fees affect a student's registration, progression or completion of study, and which rules explain this?",University of Liverpool Payment Policy 2026-27 | Academic regulations,4,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p5_c4",0.5765013694763184,"lated in their offer of admission risk having their offer withdrawn. 5.10 When arranging to pay the balance of their programme fee, for self-funding students paying in full, the deposit should be deducted from the full payment amount. For self-funding students seeking to pay their fees in accordance with sections 4.5 through 4.7, the deposit amount should be deducted from the first payment instalment, not from the overall fee amount. 5.11 Applicants who have paid a fee deposit but who fail to meet the conditions of their offer by the required deadline and have made every effort to meet the conditions since their offer was issued (with evidence), will be entitled to a full refund. The tuition fee deposit will be non-refundable for any other reason. 5.12 Where an applicant has paid a program"
Q044,"Can unpaid tuition fees affect a student's registration, progression or completion of study, and which rules explain this?",University of Liverpool Payment Policy 2026-27 | Academic regulations,5,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p7_c5",0.57625412940979,"academic sanctions identified in sections 7.5 and 7.6 and will undertake an annual risk-based review of all outstanding programme fee debts, the results of which it will use to inform its decision making before seeking to apply such academic sanctions. 7.8 Where a student in debt to the University for programme fees ceases to be a registered student of the University – and where all other avenues for debt collection have been exhausted – the University Page 7 of 10"
Q045,Can I appeal?,Appeals policy,1,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p25_c3,0.5057610273361206,"mised basis. 18 University Disciplinary – How to Appeal 18.1 Any appeal must be submitted in writing to the Director of Student Experience and Enhancement or nominee with a copy to the Student Conduct Team (studentconduct@liverpool.ac.uk within 10 working days of receipt by the student of the outcome letter. For the purposes of this deadline, the date of receipt shall normally be taken to be the date on which the letter was sent to the student’s University or other agreed email address. 18.2 Where either reporting or responding students exercise their right of appeal, any decision by the University Disciplinary Panel including any sanctions, will remain in force until the outcome of the appeal. This means that any registration or immigration implications for the student will still apply du"
Q045,Can I appeal?,Appeals policy,2,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p7_c4,0.5023754835128784,", for a valid reason, was not available at the time that the case was considered; c) That the sanction imposed is disproportionate to the offence. 4.2 An appeal can be made by submitting a statement within 10 working days of receiving the outcome letter to one of the following, as appropriate and detailed in the student’s outcome letter: APPENDIX A – STUDENT CONDUCT POLICY PROCEDURES"
Q045,Can I appeal?,Appeals policy,3,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p25_c4,0.4950181543827057,"will remain in force until the outcome of the appeal. This means that any registration or immigration implications for the student will still apply during the appeal process. 18.3 The written appeal, which should be submitted electronically, must include the following: • The student’s name and ID number. • The date of the hearing of the University Disciplinary Panel. • The date on which the student received the outcome letter. • A clear statement of the grounds on which the student is making the appeal (see section 19 below), and all supporting evidence must be APPENDIX A – STUDENT CONDUCT POLICY PROCEDURES"
Q045,Can I appeal?,Appeals policy,4,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p17_c3,0.4872615933418274,"spectively without valid reason, this may be regarded as a fitness to practise matter by the relevant clinical school. 10. APPEALS You have the right to appeal through the Assessment Appeals Procedures (Code of Practice on Assessment, Appendix F) against a decision of an Extenuating Circumstances Committee and/or a Board of Examiners in relation to a submitted extenuating circumstances claim but only on the following grounds: that extenuating circumstances were divulged but: i. there was a procedural error in the decision taken by an Extenuating Circumstances Committee or Board of Examiners when considering the circumstances; or ii. the student is presenting new or additional material evidence, which, for valid reason, they were unable to provide at the time of submitting the extenuating c"
Q045,Can I appeal?,Appeals policy,5,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p17_c2,0.4844346046447754,"you were not fit-to-sit. The Extenuating Circumstances Committee will only consider the claim if it considers that there were valid reasons why you would not have been capable of recognising this at the relevant time. Where a claim is considered, the Extenuating Circumstances Committee may recommend that you are referred to fitness to practise procedures if the claim suggests that you are not fit to proceed with studies at the point of submission of the claim or that you require additional support or reasonable adjustments to be able to continue towards a professional qualification. Where it is determined that a claim has been submitted retrospectively without valid reason, this may be regarded as a fitness to practise matter by the relevant clinical school. 10. APPEALS You have the right"
Q046,What happens if I miss the deadline?,Appeals policy | Student Complaints Policy and Procedure | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Payment Policy 2026-27,1,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c4",0.5838238000869751,"rking days. It is anticipated, however, that there may be occasions when it is not feasible to meet this deadline, as described in section 1(i) above. (e) If it proves impossible to respond within 10 working days, the student shall be informed of the timescale for a response. (f) If the person with whom an issue has been raised does not consider that any action is required, they must provide an explanation for this. 10"
Q046,What happens if I miss the deadline?,Appeals policy | Student Complaints Policy and Procedure | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Payment Policy 2026-27,2,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p13_c5",0.5593029260635376,indication of the revised deadline for response and the reasons for the delay will normally be given. 12
Q046,What happens if I miss the deadline?,Appeals policy | Student Complaints Policy and Procedure | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Payment Policy 2026-27,3,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p4_c2,0.5023353099822998,"extenuating circumstances are only considered at a few meetings during the year. In the case of coursework (e.g. essays), if you are experiencing extenuating circumstances around the time of the submission deadline you should consider applying for an exemption from late penalties. See below for details of the Extenuating Circumstances Process: THE EXTENUATING CIRCUMSTANCES PROCESS If you will be unable to attend an examination or complete an assessment which counts towards the final mark of a module owing to illness or other unavoidable circumstances, you must inform your Department/School (or other team/office as indicated in 2.1 above) before the examination/assessment takes place, preferably in writing or by email Contact your academic adviser or School teaching support staff for advic"
Q046,What happens if I miss the deadline?,Appeals policy | Student Complaints Policy and Procedure | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Payment Policy 2026-27,4,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p13_c4",0.4834991693496704,"inform the student of any necessary and reasonable adjustment to the deadline for their response. g) Timescales for the University’s responses to complaints, as set out in the stages below, are those to which the University expects normally to be able to adhere. It is anticipated, however, that there may be occasions when it is not feasible for a full and thorough investigation to be carried out within those normal timescales and when a longer period of time is therefore required as detailed in section 1(i) above. Where it is apparent that the stated deadlines cannot be met, the student will be informed at the earliest opportunity at which an indication of the revised deadline for response and the reasons for the delay will normally be given. 12"
Q046,What happens if I miss the deadline?,Appeals policy | Student Complaints Policy and Procedure | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Payment Policy 2026-27,5,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p20_c2,0.4528980851173401,"d the hearing. See section 12.5 above for information on reasonable adjustments. 13.2 The University believes that it is in the best interests of reporting and responding students for Panels to take place as soon as possible. If either party can provide good reason (with supporting evidence where necessary) that they cannot attend e.g. ill health, academic commitments (other than normal scheduled classes) they may request a postponement. In any request for a postponement, the requester should also indicate their earliest availability. 13.3 If dates are outside of term time the Student Conduct Team will work with all parties to identify a suitable date. 13.4 Responding and reporting students may not normally request a postponement because of the non-availability of any person who they wish"
Q047,Can I get more time?,Assessment policy | University of Liverpool Extenuating Circumstances Policy,1,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p17_c5,0.3811482787132263,"ccessed by entering getting the most up-to-date version. the url https://my.liverpool.ac.uk into your browser. You will need your MWS details to If you have the Timetabling App installed, login. we strongly recommend you enable notifications as the app will send you notifications if a last-minute change to your timetable has taken place (less than 48 working hours). Your University – Handbook for Postgraduate Students30 / /31"
Q047,Can I get more time?,Assessment policy | University of Liverpool Extenuating Circumstances Policy,2,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p17_c5,0.3806048035621643,"ccessed by entering getting the most up-to-date version. the url https://my.liverpool.ac.uk into your browser. You will need your MWS details to If you have the Timetabling App installed, login. we strongly recommend you enable notifications as the app will send you notifications if a last-minute change to your timetable has taken place (less than 48 working hours). Your University – Handbook for Undergraduate Students30 / /31"
