question_id,question,old_expected_documents,rank,candidate_document,candidate_chunk_id,score,candidate_text,verified,verification_notes
Q044,"Can unpaid tuition fees affect a student's registration, progression or completion of study, and which rules explain this?",University of Liverpool Payment Policy 2026-27 | Academic regulations,2,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p2_c1",0.6174191236495972,"1.7 Where a suitable arrangement to pay accommodation fees, student fines or student charges has not been made in any given session, in accordance with the relevant section of this Policy, or where a student defaults on any such fee payment arrangement, the University will seek to deploy formal external debt recovery proceedings, which may ultimately result in County Court judgements. 1.8 Where students are experiencing difficulties in making payments, or wish to enquire about fees and/or charges that have been raised and/or fines that have been levied, help and support is available as outlined in section 11. PROGRAMME AND RESEARCH SUPPORT FEES 2. Student Finance (Home Undergraduate Students) 2.1 Depending on where they normally live, all students requiring financial support should make an",,
Q044,"Can unpaid tuition fees affect a student's registration, progression or completion of study, and which rules explain this?",University of Liverpool Payment Policy 2026-27 | Academic regulations,3,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p7_c1",0.6093090772628784,"not be charged for the month of their leaving where the change in registration takes effect on or before the fourteenth day. 6.7 Any refund due following the application of this policy will be made to the person or account from which the original payment was received. 6.8 Where monies are owed to the University following the application of this policy, students will be made directly liable for all outstanding debt. 7. Academic Sanctions 7.1 Where by 1 February 2027 (or by 1 June 2027 for those whose programmes start in January 2027) a student fails to make the necessary programme fee payment(s) in accordance with their relevant published payment plan, the University will seek to restrict their access to a range of services. This will include access to Library services and the removal of th",,
Q045,Can I appeal?,Appeals policy,1,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p25_c3,0.5057610273361206,"mised basis. 18 University Disciplinary – How to Appeal 18.1 Any appeal must be submitted in writing to the Director of Student Experience and Enhancement or nominee with a copy to the Student Conduct Team (studentconduct@liverpool.ac.uk within 10 working days of receipt by the student of the outcome letter. For the purposes of this deadline, the date of receipt shall normally be taken to be the date on which the letter was sent to the student’s University or other agreed email address. 18.2 Where either reporting or responding students exercise their right of appeal, any decision by the University Disciplinary Panel including any sanctions, will remain in force until the outcome of the appeal. This means that any registration or immigration implications for the student will still apply du",,
Q045,Can I appeal?,Appeals policy,2,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p7_c4,0.5023754835128784,", for a valid reason, was not available at the time that the case was considered; c) That the sanction imposed is disproportionate to the offence. 4.2 An appeal can be made by submitting a statement within 10 working days of receiving the outcome letter to one of the following, as appropriate and detailed in the student’s outcome letter: APPENDIX A – STUDENT CONDUCT POLICY PROCEDURES",,
Q045,Can I appeal?,Appeals policy,3,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p25_c4,0.4950181543827057,"will remain in force until the outcome of the appeal. This means that any registration or immigration implications for the student will still apply during the appeal process. 18.3 The written appeal, which should be submitted electronically, must include the following: • The student’s name and ID number. • The date of the hearing of the University Disciplinary Panel. • The date on which the student received the outcome letter. • A clear statement of the grounds on which the student is making the appeal (see section 19 below), and all supporting evidence must be APPENDIX A – STUDENT CONDUCT POLICY PROCEDURES",,
Q046,What happens if I miss the deadline?,Appeals policy | Student Complaints Policy and Procedure | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Payment Policy 2026-27,1,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c4",0.5838238000869751,"rking days. It is anticipated, however, that there may be occasions when it is not feasible to meet this deadline, as described in section 1(i) above. (e) If it proves impossible to respond within 10 working days, the student shall be informed of the timescale for a response. (f) If the person with whom an issue has been raised does not consider that any action is required, they must provide an explanation for this. 10",,
Q046,What happens if I miss the deadline?,Appeals policy | Student Complaints Policy and Procedure | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Payment Policy 2026-27,2,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p13_c5",0.5593029260635376,indication of the revised deadline for response and the reasons for the delay will normally be given. 12,,
Q046,What happens if I miss the deadline?,Appeals policy | Student Complaints Policy and Procedure | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Payment Policy 2026-27,3,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p4_c2,0.5023353099822998,"extenuating circumstances are only considered at a few meetings during the year. In the case of coursework (e.g. essays), if you are experiencing extenuating circumstances around the time of the submission deadline you should consider applying for an exemption from late penalties. See below for details of the Extenuating Circumstances Process: THE EXTENUATING CIRCUMSTANCES PROCESS If you will be unable to attend an examination or complete an assessment which counts towards the final mark of a module owing to illness or other unavoidable circumstances, you must inform your Department/School (or other team/office as indicated in 2.1 above) before the examination/assessment takes place, preferably in writing or by email Contact your academic adviser or School teaching support staff for advic",,
Q047,Can I get more time?,Assessment policy | University of Liverpool Extenuating Circumstances Policy,1,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p17_c5,0.3811482787132263,"ccessed by entering getting the most up-to-date version. the url https://my.liverpool.ac.uk into your browser. You will need your MWS details to If you have the Timetabling App installed, login. we strongly recommend you enable notifications as the app will send you notifications if a last-minute change to your timetable has taken place (less than 48 working hours). Your University – Handbook for Postgraduate Students30 / /31",,
Q047,Can I get more time?,Assessment policy | University of Liverpool Extenuating Circumstances Policy,2,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p17_c5,0.3806048035621643,"ccessed by entering getting the most up-to-date version. the url https://my.liverpool.ac.uk into your browser. You will need your MWS details to If you have the Timetabling App installed, login. we strongly recommend you enable notifications as the app will send you notifications if a last-minute change to your timetable has taken place (less than 48 working hours). Your University – Handbook for Undergraduate Students30 / /31",,
Q047,Can I get more time?,Assessment policy | University of Liverpool Extenuating Circumstances Policy,3,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p2_c4,0.3307344317436218,are doing your Masters www.ukcisa.org.uk/Information- dissertation; writing-up your PhD thesis -Advice/Visas-and-Immigration/ or making corrections following your Protecting-your-Student-status viva then this still counts as term time. Do not plan to travel or work more than 20 hours per week during this time. You should remain living in the Liverpool area during your studies.,,
Q048,Who can help me with my problem?,Student support policy | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,1,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p18_c4,0.2369805574417114,"allocated an If you need to be seen urgently by a doctor The Wellbeing Team is staffed with a team and talk through any issues you may have. Academic Adviser who is responsible for and cannot wait until the next working day, of dedicated Wellbeing Practitioners who We provide a confidential and quiet space providing appropriate support to help you you can contact the Practice on T: +44 are here to provide practical and pastoral for you to come and talk to us about any to fulfil your academic potential in your (0)151 285 4578 who will direct your call support, advice and guidance to students issues affecting your wellbeing. studies. S/he will usually meet with you at to the service managing out of hours. The throughout their time at university. the beginning of your studies and normally te",,
Q048,Who can help me with my problem?,Student support policy | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,2,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p18_c4,0.2369805574417114,"allocated an If you need to be seen urgently by a doctor The Wellbeing Team is staffed with a team and talk through any issues you may have. Academic Adviser who is responsible for and cannot wait until the next working day, of dedicated Wellbeing Practitioners who We provide a confidential and quiet space providing appropriate support to help you you can contact the Practice on T: +44 are here to provide practical and pastoral for you to come and talk to us about any to fulfil your academic potential in your (0)151 285 4578 who will direct your call support, advice and guidance to students issues affecting your wellbeing. studies. S/he will usually meet with you at to the service managing out of hours. The throughout their time at university. the beginning of your studies and normally te",,
Q048,Who can help me with my problem?,Student support policy | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,3,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p19_c10,0.2225889712572097,ate Students34 / /35,,
Q050,Can I retake it?,Assessment policy | Academic regulations,1,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c4,0.6003265380859375,"it. The usual rules with regard to marks achieved in re-assessments will apply (unless the reassessments are being regarded as ‘first attempts’ on account of extenuating circumstances). When an assessment is re-sat/re-taken as a ‘first attempt’ all the options available in relation to first attempts will be available to the Extenuating Circumstances Committee and the Board of Examiners i.e. your examination/assessment will be treated as if you had never previously taken the exam or attempted the assessment. Where the failed credit is ‘carried’ into the next year of study and then re-assessed, the Board of Examiners will not take into account the original claim of extenuating circumstances when considering progression or final degree classification. 5.3 Undergraduate programmes, final year",,
Q050,Can I retake it?,Assessment policy | Academic regulations,2,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p30_c4,0.5984089970588684,ditation/ but fewer than 330 credits and are only Board of Examiners will decide whether it marks are capped at 40% (or 50% for level recognition. therefore eligible for the award of a pass has sufficient evidence of the student’s 7 modules) and no further opportunity for degree; or achievement to determine the award. If the re-assessment would be available. Intercalated degrees Board of Examiners considers that there is (iii) Students with a failed module or In circumstances where there have been In the case of students intercalating enough work (normally 60 credits) and that modules in Year Three who have prima significant changes to a module or a from clinical degrees into the third year there is evidence that the programme’s facie met the criteria for the award of a module is not offer,,
Q050,Can I retake it?,Assessment policy | Academic regulations,3,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p27_c2,0.5869159698486328,"You would be given circumstances can either: Code of Practice on Assessment for academics or persons with professional clear guidance on whether or not the Present themselves for re-assessment further information about extenuating expertise, are independent of the University. re-take should be on a new topic; or in the failed assessment component(s) circumstances liverpool.ac.uk/media/ They help the University to ensure that the livacuk/tqsd/code-of-practice-on- standards of its awards are comparable As re-sitting the module without at the next re-assessment opportunity. assessment/appendix_M_cop_assess. with similar subjects and awards in other attendance. You would be given clear Students may be re-assessed in any pdf and liverpool.ac.uk/media/livacuk/ UK universities. They also ensure t",,
Q051,I was treated unfairly. What should I do?,Student Complaints Policy and Procedure | Appeals policy | Student conduct policy,1,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p17_c2,0.3691812753677368,"you were not fit-to-sit. The Extenuating Circumstances Committee will only consider the claim if it considers that there were valid reasons why you would not have been capable of recognising this at the relevant time. Where a claim is considered, the Extenuating Circumstances Committee may recommend that you are referred to fitness to practise procedures if the claim suggests that you are not fit to proceed with studies at the point of submission of the claim or that you require additional support or reasonable adjustments to be able to continue towards a professional qualification. Where it is determined that a claim has been submitted retrospectively without valid reason, this may be regarded as a fitness to practise matter by the relevant clinical school. 10. APPEALS You have the right",,
Q051,I was treated unfairly. What should I do?,Student Complaints Policy and Procedure | Appeals policy | Student conduct policy,2,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p19_c1,0.3671468198299408,"• Negative treatment of a person based on a characteristic of that person, for example, because they speak with a certain accent, or because they support a certain sports team. This list is not intended to be exhaustive, and bullying can take other forms. Direct discrimination Direct discrimination occurs when “a person treats another person less favourably than they treat or would treat another because of a protected characteristic”. A comparison must be made with how they have treated other people or would have treated other people without that protected characteristic in similar circumstances. If it is shown that the person has a clear disadvantage, then the treatment is likely to be less favourable. The comparator must: • Have no material differences between their circumstances and the",,
Q051,I was treated unfairly. What should I do?,Student Complaints Policy and Procedure | Appeals policy | Student conduct policy,3,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c6,0.3670191168785095,"uding the class of the award, if appropriate). You may be offered the option of: either: accepting that award; or: of re-taking/re-sitting the missed/affected assessments as a ‘first attempt’ at the next ordinary sitting (see section 7, below) In considering the award to be made, the Extenuating Circumstances Committee will take account of the extent to which your performance in the assessed work which is available is judged to have been affected by extenuating circumstances.",,
Q057,The policy says every plagiarism case leads to permanent expulsion. How long does the expulsion last?,Academic misconduct policy,1,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p3_c4",0.4776696562767029,"es has been reduced from 5 to 4. Category A, which was ‘minor error’ has been removed, as this can be addressed through marking schemes. The remaining categories have been relabelled: Category B is now Category 1, Category C is now Category 2, Category D is now Category 3, Category E is now Category 4. • The oﬀence of ‘misconduct in research’ has been removed as this is covered under a separate policy: the Policy on Misconduct in Research. • There is a deﬁniƟon for a new oﬀence: ‘self-plagiarism/re-use of work’. • Personal ExtenuaƟng Circumstances (PECs) will not be accepted as reason for commiƫng academic misconduct but where they are accepted in accordance with the AddiƟonal ConsideraƟons Policy they can be taken into account to miƟgate the penalty for Category 2, 3 and 4 oﬀences.",,
Q057,The policy says every plagiarism case leads to permanent expulsion. How long does the expulsion last?,Academic misconduct policy,2,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p7_c3,0.4457713961601257,"following the procedure from 3.4 onwards above. 3.20 Records should be retained for six years after the student has left the University. 4 Local Disciplinary Action – Right of Appeal 4.1 A responding student has the right of appeal of the decision taken under Local Disciplinary Action, but these can only be submitted on the following grounds: a) That there were procedural irregularities in the consideration and in the decisions made under Local Disciplinary Action which had a material bearing on the outcome reached and therefore renders the outcome unfair; b) That new information is available which is material to the decisions taken and which, for a valid reason, was not available at the time that the case was considered; c) That the sanction imposed is disproportionate to the offence. 4.2",,
Q057,The policy says every plagiarism case leads to permanent expulsion. How long does the expulsion last?,Academic misconduct policy,3,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p31_c1,0.4456029534339905,"Where, prior to a resit period, students Students who embrace academic integrity Plagiarism occurs when a student Acceptable proof-reading practice would consider that their first (or second) attempt understand that they must produce their misrepresents the work or ideas of any include the identification of typographical, at an assessment was affected by PECs own work, acknowledging explicitly any other person (including another student) or grammatical or spelling errors, formatting and that there were valid reasons why material that has been included from other of any institution, as his/her own work. or citation errors or inconsistencies, they could not have submitted a PEC claim sources or legitimate collaboration, and repetition or duplication of text, ambiguous before the Board of Exa",,
Q058,"I can appeal any mark simply because I disagree with the examiner's academic judgement, correct?",Appeals policy,1,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c2,0.6309489011764526,"t the end of the final year and will make an appropriate recommendation to the Board of Examiners as to the classification of degree you should be awarded. 6. ASSESSMENT MARKS A mark can only be increased if you re-sit/re-take the examination or assessment and achieve a better performance; however, your performance in a resit may result in a lower mark being achieved and recorded as your final mark. If your claim is successful but you choose not to be re-assessed, the mark will not be altered, but the Extenuating Circumstances Committee will consider the impact of the affected mark on your overall results at the end of the final year and will make an appropriate recommendation to the Board of Examiners on the classification of your degree. If you have had extenuating circumstances accepted",,
Q058,"I can appeal any mark simply because I disagree with the examiner's academic judgement, correct?",Appeals policy,2,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p17_c3,0.6210038065910339,"spectively without valid reason, this may be regarded as a fitness to practise matter by the relevant clinical school. 10. APPEALS You have the right to appeal through the Assessment Appeals Procedures (Code of Practice on Assessment, Appendix F) against a decision of an Extenuating Circumstances Committee and/or a Board of Examiners in relation to a submitted extenuating circumstances claim but only on the following grounds: that extenuating circumstances were divulged but: i. there was a procedural error in the decision taken by an Extenuating Circumstances Committee or Board of Examiners when considering the circumstances; or ii. the student is presenting new or additional material evidence, which, for valid reason, they were unable to provide at the time of submitting the extenuating c",,
Q058,"I can appeal any mark simply because I disagree with the examiner's academic judgement, correct?",Appeals policy,3,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p12_c4,0.5811169147491455,"ard of Examiners can make recommendations/awards respectively on degree classifications (e.g. First, 2:1 etc.). However, the Committee and the Board cannot change individual assessment/module marks; a mark can only be increased if the examination/assessment is re-sat/re-taken but you should be aware that the resit could also lead to a lower mark being awarded (see section 6, below). The recommendations that can be made will depend on your stage of study and the type of assessment affected. If you are given a choice to let a mark stand or to re-sit/re-take an assessment/examination, you will be asked to indicate your choice at this point. You should check carefully below to find the option that applies to you. 5.2 Undergraduate programmes (including clinical programmes), non-final year (e.g",,
