question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,top_1_chunk_id,top_1_document,top_1_score,top_1_hit,hit_at_3,hit_at_5,precision_at_5,recall_at_5,full_evidence_coverage_at_5,mrr_at_5,retrieval_time_seconds,correction_applied,quality_passed,correction_reasons,retrieval_stage,rewritten_query,rewrite_applied,retrieved_chunk_ids,retrieved_documents,retrieved_pages,notes
V2Q028,"If a student cannot receive meningitis immunisation before starting University, whom should they contact for advice?",procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p15_c7,1,UOL_undergraduate_handbook.pdf_p15_c7,University of Liverpool Undergraduate Handbook,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.05229800008237362,False,True,,initial_hybrid,,False,UOL_undergraduate_handbook.pdf_p15_c7 | UOL_postgraduate_handbook.pdf_p15_c7 | UOL_postgraduate_handbook.pdf_p15_c8 | UOL_undergraduate_handbook.pdf_p15_c8 | UOL_undergraduate_handbook.pdf_p15_c6,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,15 | 15 | 15 | 15 | 15,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q029,What approach does the University take before applying certain academic sanctions for outstanding programme-fee debt?,paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p7_c5",1,"UOL_payment_policy_2026,2027.pdf_p7_c5",University of Liverpool Payment Policy 2026-27,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.052686299895867705,False,True,,initial_hybrid,,False,"UOL_payment_policy_2026,2027.pdf_p7_c5 | UOL_payment_policy_2026,2027.pdf_p7_c4 | UOL_payment_policy_2026,2027.pdf_p7_c3 | UOL_payment_policy_2026,2027.pdf_p3_c3 | UOL_payment_policy_2026,2027.pdf_p7_c1",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,7 | 7 | 7 | 3 | 7,Write the question using wording different from the source while preserving the same meaning.
V2Q030,Where can a student experiencing financial hardship seek University support?,procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p19_c2,1,UOL_undergraduate_handbook.pdf_p19_c2,University of Liverpool Undergraduate Handbook,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.045999599853530526,False,True,,initial_hybrid,,False,"UOL_undergraduate_handbook.pdf_p19_c2 | UOL_postgraduate_handbook.pdf_p19_c7 | UOL_payment_policy_2026,2027.pdf_p10_c2 | UOL_payment_policy_2026,2027.pdf_p2_c1 | UOL_postgraduate_handbook.pdf_p19_c6",University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Postgraduate Handbook,19 | 19 | 10 | 2 | 19,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q031,How is an undergraduate degree classification primarily determined according to the handbook?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p29_c9,1,UOL_undergraduate_handbook.pdf_p29_c10,University of Liverpool Undergraduate Handbook,0.016001024065540194,False,False,False,0.0,0.0,False,0.0,0.04339040000922978,False,True,,initial_hybrid,,False,UOL_undergraduate_handbook.pdf_p29_c10 | UOL_undergraduate_handbook.pdf_p32_c7 | UOL_undergraduate_handbook.pdf_p26_c10 | UOL_undergraduate_handbook.pdf_p30_c10 | UOL_undergraduate_handbook.pdf_p4_c1,University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,29 | 32 | 26 | 30 | 4,Write a direct factual question answerable from the gold evidence.
V2Q032,What factors are considered when deciding whether conduct has the effect required for harassment?,factual,easy,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p23_c1,1,UOL_diversity-equality-opportunity-policy.pdf_p23_c1,"University of Liverpool Diversity, Equality and Opportunity Policy",0.015339578454332554,True,True,True,0.2,1.0,True,1.0,0.03945169993676245,False,True,,initial_hybrid,,False,UOL_diversity-equality-opportunity-policy.pdf_p23_c1 | UOL_diversity-equality-opportunity-policy.pdf_p22_c4 | UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_diversity-equality-opportunity-policy.pdf_p22_c3 | UOL_diversity-equality-opportunity-policy.pdf_p20_c3,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",23 | 22 | 23 | 22 | 20,Write a direct factual question answerable from the gold evidence.
V2Q033,When might an international student need a new or updated ATAS certificate during their studies?,paraphrased,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p4_c6,1,UOL_UKVI_complience.pdf_p12_c4,Policy on UKVI Compliance — Student Route,0.01639344262295082,False,False,False,0.0,0.0,False,0.0,0.03851089999079704,False,True,,initial_hybrid,,False,UOL_UKVI_complience.pdf_p12_c4 | UOL_UKVI_complience.pdf_p12_c3 | UOL_student_guide_visa_holders.pdf_p11_c3 | UOL_student_guide_visa_holders.pdf_p4_c5 | UOL_student_guide_visa_holders.pdf_p11_c1,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026,12 | 12 | 11 | 4 | 11,Write the question using wording different from the source while preserving the same meaning.
V2Q034,What are Schools or Institutes expected to ensure about assessment arrangements?,procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p23_c10,1,UOL_undergraduate_handbook.pdf_p23_c9,University of Liverpool Undergraduate Handbook,0.016133229247983348,False,True,True,0.2,1.0,True,0.3333333333333333,0.04057090007700026,False,True,,initial_hybrid,,False,UOL_undergraduate_handbook.pdf_p23_c9 | UOL_postgraduate_handbook.pdf_p27_c3 | UOL_undergraduate_handbook.pdf_p23_c10 | UOL_postgraduate_handbook.pdf_p27_c2 | UOL_extenuating_circumstances_policy.pdf_p5_c1,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Extenuating Circumstances Policy,23 | 27 | 23 | 27 | 5,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q035,"If an assessment is re-taken as an uncapped first attempt because of accepted extenuating circumstances, how is the new mark treated?",reasoning,hard,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c5,1,UOL_extenuating_circumstances_policy.pdf_p15_c5,University of Liverpool Extenuating Circumstances Policy,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.043793100165203214,False,True,,initial_hybrid,,False,UOL_extenuating_circumstances_policy.pdf_p15_c5 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p13_c4 | UOL_undergraduate_handbook.pdf_p28_c2 | UOL_extenuating_circumstances_policy.pdf_p15_c2,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Extenuating Circumstances Policy,15 | 15 | 13 | 28 | 15,Require interpretation of the evidence rather than simple keyword copying.
V2Q036,What kind of unwanted behaviour may amount to harassment under the University's equality policy?,paraphrased,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p20_c4,1,UOL_diversity-equality-opportunity-policy.pdf_p23_c2,"University of Liverpool Diversity, Equality and Opportunity Policy",0.01626123744050767,False,False,False,0.0,0.0,False,0.0,0.04681889992207289,False,True,,initial_hybrid,,False,UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_diversity-equality-opportunity-policy.pdf_p20_c3 | UOL_diversity-equality-opportunity-policy.pdf_p22_c1 | UOL_diversity-equality-opportunity-policy.pdf_p9_c2 | UOL_diversity-equality-opportunity-policy.pdf_p21_c3,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",23 | 20 | 22 | 9 | 21,Write the question using wording different from the source while preserving the same meaning.
V2Q037,How often must postgraduate research students normally record meetings with their supervisor?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p6_c3,1,UOL_undergraduate_handbook.pdf_p42_c10,University of Liverpool Undergraduate Handbook,0.01510676965015902,False,False,False,0.0,0.0,False,0.0,0.041331900050863624,False,True,,initial_hybrid,,False,"UOL_undergraduate_handbook.pdf_p42_c10 | UOL_postgraduate_handbook.pdf_p38_c10 | UOL_UKVI_complience.pdf_p9_c3 | UOL_UKVI_complience.pdf_p10_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c3",University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Complaints Policy and Procedure,42 | 38 | 9 | 10 | 11,Write a direct factual question answerable from the gold evidence.
V2Q038,Why does the Postgraduate Handbook tell students to use the correct academic regulations and codes for their cohort and degree?,reasoning,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p22_c7,1,UOL_postgraduate_handbook.pdf_p22_c7,University of Liverpool Postgraduate Handbook,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.05404880014248192,False,True,,initial_hybrid,,False,UOL_postgraduate_handbook.pdf_p22_c7 | UOL_UKVI_complience.pdf_p3_c3 | UOL_postgraduate_handbook.pdf_p4_c1 | UOL_undergraduate_handbook.pdf_p4_c1 | UOL_undergraduate_handbook.pdf_p22_c8,University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,22 | 3 | 4 | 4 | 22,Require interpretation of the evidence rather than simple keyword copying.
V2Q039,How does the Student Loans Company pay a 2026–27 programme-fee loan to the University?,paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p2_c3",1,"UOL_payment_policy_2026,2027.pdf_p2_c3",University of Liverpool Payment Policy 2026-27,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.03525609988719225,False,True,,initial_hybrid,,False,"UOL_payment_policy_2026,2027.pdf_p2_c3 | UOL_payment_policy_2026,2027.pdf_p4_c3 | UOL_payment_policy_2026,2027.pdf_p1_c1 | UOL_payment_policy_2026,2027.pdf_p3_c1 | UOL_payment_policy_2026,2027.pdf_p4_c4",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,2 | 4 | 1 | 3 | 4,Write the question using wording different from the source while preserving the same meaning.
V2Q040,Can complaints about harassment or sexual misconduct be handled under policies other than the Student Complaints Policy?,factual,easy,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1",Student Complaints Policy and Procedure,0.01639344262295082,False,True,True,0.2,1.0,True,0.5,0.041619500145316124,False,True,,initial_hybrid,,False,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2 | UOL_student_conduct1.pdf_p11_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p4_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c3",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,9 | 2 | 11 | 4 | 2,Write a direct factual question answerable from the gold evidence.
V2Q041,What may happen if accepted extenuating circumstances affect an undergraduate student's final-year performance but enough assessed work exists to determine an award?,factual,easy,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c5,1,UOL_extenuating_circumstances_policy.pdf_p13_c5,University of Liverpool Extenuating Circumstances Policy,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.04412320000119507,False,True,,initial_hybrid,,False,UOL_extenuating_circumstances_policy.pdf_p13_c5 | UOL_undergraduate_handbook.pdf_p30_c2 | UOL_extenuating_circumstances_policy.pdf_p14_c5 | UOL_extenuating_circumstances_policy.pdf_p13_c6 | UOL_extenuating_circumstances_policy.pdf_p14_c1,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,13 | 30 | 14 | 13 | 14,Write a direct factual question answerable from the gold evidence.
V2Q042,How is unauthorised use of University premises classified in the indicative student-conduct sanctions table?,factual,easy,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p9_c4,1,UOL_undergraduate_handbook.pdf_p40_c10,University of Liverpool Undergraduate Handbook,0.015504807692307693,False,False,False,0.0,0.0,False,0.0,0.04985249997116625,False,True,,initial_hybrid,,False,UOL_undergraduate_handbook.pdf_p40_c10 | UOL_undergraduate_handbook.pdf_p39_c1 | UOL_undergraduate_handbook.pdf_p39_c8 | UOL_student_conduct2.pdf_p2_c1 | UOL_student_conduct2.pdf_p1_c1,University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B,40 | 39 | 39 | 2 | 1,Write a direct factual question answerable from the gold evidence.
V2Q043,"During a Master's dissertation or PhD writing-up period, how should a Student visa holder treat that period for work and residence purposes?",procedural,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p2_c4,1,UOL_student_guide_visa_holders.pdf_p2_c4,Student Guide for UK Visa Holders 2026,0.016133229247983348,True,True,True,0.2,1.0,True,1.0,0.0539792999625206,False,True,,initial_hybrid,,False,"UOL_student_guide_visa_holders.pdf_p2_c4 | UOL_student_guide_visa_holders.pdf_p3_c3 | UOL_UKVI_complience.pdf_p10_c3 | UOL_student_guide_visa_holders.pdf_p10_c1 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p4_c3","Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Attendance Policy — Revised July 2025, Version 1.3",2 | 3 | 10 | 10 | 4,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q044,Can the University start a student-conduct investigation from an anonymous report?,reasoning,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p3_c3,1,UOL_student_conduct1.pdf_p3_c3,Student Conduct Procedures — Appendix A,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.055180300027132034,False,True,,initial_hybrid,,False,"UOL_student_conduct1.pdf_p3_c3 | UOL_student_conduct1.pdf_p3_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p7_c4 | UOL_student_conduct1.pdf_p13_c3 | UOL_postgraduate_handbook.pdf_p36_c8",Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A | University of Liverpool Postgraduate Handbook,3 | 3 | 7 | 13 | 36,Require interpretation of the evidence rather than simple keyword copying.
V2Q045,What must an international student do when their personal contact details change?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p14_c1,1,UOL_UKVI_complience.pdf_p14_c1,Policy on UKVI Compliance — Student Route,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.04985759989358485,False,True,,initial_hybrid,,False,UOL_UKVI_complience.pdf_p14_c1 | UOL_UKVI_complience.pdf_p4_c4 | UOL_undergraduate_handbook.pdf_p11_c5 | UOL_postgraduate_handbook.pdf_p11_c5 | UOL_UKVI_complience.pdf_p5_c5,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route,14 | 4 | 11 | 11 | 5,Write the question using wording different from the source while preserving the same meaning.
V2Q046,How can a student contact the Student Administration Centre?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p13_c1,1,UOL_student_guide_visa_holders.pdf_p13_c1,Student Guide for UK Visa Holders 2026,0.01527518656716418,True,True,True,0.2,1.0,True,1.0,0.05502339988015592,False,True,,initial_hybrid,,False,"UOL_student_guide_visa_holders.pdf_p13_c1 | UOL_undergraduate_handbook.pdf_p42_c8 | UOL_postgraduate_handbook.pdf_p38_c8 | UOL_payment_policy_2026,2027.pdf_p10_c2 | UOL_postgraduate_handbook.pdf_p19_c6",Student Guide for UK Visa Holders 2026 | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Payment Policy 2026-27 | University of Liverpool Postgraduate Handbook,13 | 42 | 38 | 10 | 19,Write a direct factual question answerable from the gold evidence.
V2Q047,"If a module affected by an accepted Personal Extenuating Circumstances claim is passed, can the student normally re-sit it simply to improve the mark?",reasoning,hard,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p1_c4",1,UOL_extenuating_circumstances_policy.pdf_p16_c5,University of Liverpool Extenuating Circumstances Policy,0.015008960573476702,False,False,False,0.0,0.0,False,0.0,0.04237370006740093,False,True,,initial_hybrid,,False,UOL_extenuating_circumstances_policy.pdf_p16_c5 | UOL_extenuating_circumstances_policy.pdf_p12_c3 | UOL_extenuating_circumstances_policy.pdf_p15_c3 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p15_c5,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,16 | 12 | 15 | 15 | 15,Require interpretation of the evidence rather than simple keyword copying.
V2Q048,Which University service provides specialist immigration advice and support to international students?,factual,easy,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p14_c2,1,UOL_UKVI_complience.pdf_p14_c2,Policy on UKVI Compliance — Student Route,0.016129032258064516,True,True,True,0.2,1.0,True,1.0,0.054836499970406294,False,True,,initial_hybrid,,False,UOL_UKVI_complience.pdf_p14_c2 | UOL_postgraduate_handbook.pdf_p19_c9 | UOL_undergraduate_handbook.pdf_p20_c2 | UOL_undergraduate_handbook.pdf_p20_c1 | UOL_undergraduate_handbook.pdf_p20_c3,Policy on UKVI Compliance — Student Route | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,14 | 19 | 20 | 20 | 20,Write a direct factual question answerable from the gold evidence.
V2Q049,What does an Undergraduate Student Route visa holder normally need before returning to study after an interruption?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p37_c10,1,UOL_UKVI_complience.pdf_p8_c3,Policy on UKVI Compliance — Student Route,0.016133229247983348,False,False,False,0.0,0.0,False,0.0,0.038190099876374006,False,True,,initial_hybrid,,False,UOL_UKVI_complience.pdf_p8_c3 | UOL_UKVI_complience.pdf_p10_c3 | UOL_postgraduate_handbook.pdf_p33_c10 | UOL_UKVI_complience.pdf_p10_c4 | UOL_UKVI_complience.pdf_p10_c5,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,8 | 10 | 33 | 10 | 10,Write a direct factual question answerable from the gold evidence.
V2Q050,A student's complaint cannot be resolved informally. What escalation route does the handbook describe?,reasoning,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c4,1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1",Student Complaints Policy and Procedure,0.016009221311475412,False,False,True,0.2,1.0,True,0.2,0.04585439991205931,False,True,,initial_hybrid,,False,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_postgraduate_handbook.pdf_p38_c5 | UOL_undergraduate_handbook.pdf_p42_c5 | UOL_undergraduate_handbook.pdf_p42_c4 | UOL_postgraduate_handbook.pdf_p38_c4",Student Complaints Policy and Procedure | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,12 | 38 | 42 | 42 | 38,Require interpretation of the evidence rather than simple keyword copying.
V2Q051,What should a Student visa holder do to protect their immigration status while studying at Liverpool?,procedural,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p3_c1,1,UOL_UKVI_complience.pdf_p6_c1,Policy on UKVI Compliance — Student Route,0.01565940787863959,False,True,True,0.2,1.0,True,0.3333333333333333,0.036927999928593636,False,True,,initial_hybrid,,False,UOL_UKVI_complience.pdf_p6_c1 | UOL_student_guide_visa_holders.pdf_p12_c2 | UOL_student_guide_visa_holders.pdf_p3_c1 | UOL_student_guide_visa_holders.pdf_p9_c3 | UOL_student_guide_visa_holders.pdf_p2_c1,Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026,6 | 12 | 3 | 9 | 2,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q052,What should a postgraduate student do after becoming a victim of crime if they also need ongoing support?,paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p14_c8,1,UOL_extenuating_circumstances_policy.pdf_p9_c4,University of Liverpool Extenuating Circumstances Policy,0.015512265512265512,False,False,False,0.0,0.0,False,0.0,0.039483699947595596,False,True,,initial_hybrid,,False,UOL_extenuating_circumstances_policy.pdf_p9_c4 | UOL_postgraduate_handbook.pdf_p12_c4 | UOL_undergraduate_handbook.pdf_p12_c4 | UOL_postgraduate_handbook.pdf_p14_c7 | UOL_undergraduate_handbook.pdf_p14_c7,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook,9 | 12 | 12 | 14 | 14,Write the question using wording different from the source while preserving the same meaning.
V2Q053,Why is notifying the School before a missed examination or assessment important when claiming extenuating circumstances?,reasoning,hard,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p3_c4,1,UOL_extenuating_circumstances_policy.pdf_p3_c4,University of Liverpool Extenuating Circumstances Policy,0.015640273704789834,True,True,True,0.2,1.0,True,1.0,0.05154010001569986,False,True,,initial_hybrid,,False,UOL_extenuating_circumstances_policy.pdf_p3_c4 | UOL_extenuating_circumstances_policy.pdf_p4_c2 | UOL_extenuating_circumstances_policy.pdf_p5_c5 | UOL_extenuating_circumstances_policy.pdf_p3_c3 | UOL_extenuating_circumstances_policy.pdf_p7_c2,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,3 | 4 | 5 | 3 | 7,Require interpretation of the evidence rather than simple keyword copying.
V2Q054,What records should be retained or sent to the Student Conduct Team after a local conduct investigation?,procedural,medium,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p6_c4,1,UOL_student_conduct1.pdf_p7_c2,Student Conduct Procedures — Appendix A,0.01639344262295082,False,True,True,0.2,1.0,True,0.5,0.052371300058439374,False,True,,initial_hybrid,,False,UOL_student_conduct1.pdf_p7_c2 | UOL_student_conduct1.pdf_p6_c4 | UOL_student_conduct1.pdf_p8_c3 | UOL_student_conduct1.pdf_p13_c3 | UOL_student_conduct1.pdf_p7_c1,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,7 | 6 | 8 | 13 | 7,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q055,What should an undergraduate student do if they are a victim of crime and need support?,paraphrased,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p14_c8,1,UOL_undergraduate_handbook.pdf_p12_c4,University of Liverpool Undergraduate Handbook,0.015640273704789834,False,False,False,0.0,0.0,False,0.0,0.04496830003336072,False,True,,initial_hybrid,,False,UOL_undergraduate_handbook.pdf_p12_c4 | UOL_postgraduate_handbook.pdf_p12_c4 | UOL_postgraduate_handbook.pdf_p14_c7 | UOL_undergraduate_handbook.pdf_p14_c7 | UOL_postgraduate_handbook.pdf_p14_c1,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,12 | 12 | 14 | 14 | 14,Write the question using wording different from the source while preserving the same meaning.
V2Q056,Why does the conduct policy require reliable identification before treating a substance as a Class A controlled drug?,reasoning,hard,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p10_c3,1,UOL_student_conduct2.pdf_p10_c2,Student Conduct Breaches and Indicative Sanctions — Appendix B,0.01639344262295082,False,True,True,0.2,1.0,True,0.5,0.04896410019136965,False,True,,initial_hybrid,,False,UOL_student_conduct2.pdf_p10_c2 | UOL_student_conduct2.pdf_p10_c3 | UOL_student_conduct2.pdf_p10_c1 | UOL_undergraduate_handbook.pdf_p15_c9 | UOL_postgraduate_handbook.pdf_p15_c9,Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,10 | 10 | 10 | 15 | 15,Require interpretation of the evidence rather than simple keyword copying.
V2Q057,What happens after a disciplinary panel finds a breach and hears the reporting student's impact statement?,procedural,medium,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p24_c2,1,UOL_student_conduct1.pdf_p20_c1,Student Conduct Procedures — Appendix A,0.016129032258064516,False,False,False,0.0,0.0,False,0.0,0.04805870004929602,False,True,,initial_hybrid,,False,UOL_student_conduct1.pdf_p20_c1 | UOL_student_conduct1.pdf_p16_c2 | UOL_student_conduct1.pdf_p24_c1 | UOL_student_conduct1.pdf_p21_c2 | UOL_student_conduct1.pdf_p21_c3,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,20 | 16 | 24 | 21 | 21,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
