question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,top_1_chunk_id,top_1_document,top_1_score,top_1_hit,hit_at_3,hit_at_5,precision_at_5,recall_at_5,full_evidence_coverage_at_5,mrr_at_5,retrieval_time_seconds,retrieved_chunk_ids,retrieved_documents,retrieved_pages,dense_ranks,bm25_ranks,hybrid_scores,notes
V2Q026,"According to the Postgraduate Handbook, how should students protect belongings and report a crime?",paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p13_c6,1,UOL_undergraduate_handbook.pdf_p14_c1,University of Liverpool Undergraduate Handbook,0.014109697933227345,False,False,False,0.0,0.0,False,0.0,0.028299700003117323,UOL_undergraduate_handbook.pdf_p14_c1 | UOL_postgraduate_handbook.pdf_p14_c1 | UOL_postgraduate_handbook.pdf_p36_c9 | UOL_postgraduate_handbook.pdf_p13_c9 | UOL_postgraduate_handbook.pdf_p13_c4,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook,14 | 14 | 36 | 13 | 13,8 | 9 | 1 | NA | NA,14 | 13 | NA | 1 | 2,0.01411 | 0.014096 | 0.008197 | 0.008197 | 0.008065,Write the question using wording different from the source while preserving the same meaning.
V2Q027,What is the purpose of the Stage Two attendance meeting?,paraphrased,medium,"Student Attendance Policy — Revised July 2025, Version 1.3","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c2",1,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c2","Student Attendance Policy — Revised July 2025, Version 1.3",0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.029506299877539277,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c2 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c1 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p6_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p6_c2","Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3",7 | 7 | 7 | 6 | 6,1 | 2 | 4 | 3 | 9,2 | 1 | 5 | 11 | 8,0.016261 | 0.016261 | 0.015505 | 0.014979 | 0.014599,Write the question using wording different from the source while preserving the same meaning.
V2Q028,"If a student cannot receive meningitis immunisation before starting University, whom should they contact for advice?",procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p15_c7,1,UOL_undergraduate_handbook.pdf_p15_c7,University of Liverpool Undergraduate Handbook,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.03455389989539981,UOL_undergraduate_handbook.pdf_p15_c7 | UOL_postgraduate_handbook.pdf_p15_c7 | UOL_postgraduate_handbook.pdf_p15_c8 | UOL_undergraduate_handbook.pdf_p15_c8 | UOL_undergraduate_handbook.pdf_p15_c6,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,15 | 15 | 15 | 15 | 15,1 | 2 | 7 | 8 | 3,1 | 2 | 4 | 5 | 17,0.016393 | 0.016129 | 0.015275 | 0.015045 | 0.01443,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q029,What approach does the University take before applying certain academic sanctions for outstanding programme-fee debt?,paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p7_c5",1,"UOL_payment_policy_2026,2027.pdf_p7_c5",University of Liverpool Payment Policy 2026-27,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.03479359997436404,"UOL_payment_policy_2026,2027.pdf_p7_c5 | UOL_payment_policy_2026,2027.pdf_p7_c4 | UOL_payment_policy_2026,2027.pdf_p7_c3 | UOL_payment_policy_2026,2027.pdf_p3_c3 | UOL_payment_policy_2026,2027.pdf_p7_c1",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,7 | 7 | 7 | 3 | 7,1 | 2 | 3 | 5 | 4,2 | 1 | 4 | 3 | 5,0.016261 | 0.016261 | 0.015749 | 0.015629 | 0.015505,Write the question using wording different from the source while preserving the same meaning.
V2Q030,Where can a student experiencing financial hardship seek University support?,procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p19_c2,1,UOL_undergraduate_handbook.pdf_p19_c2,University of Liverpool Undergraduate Handbook,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.028375199995934963,"UOL_undergraduate_handbook.pdf_p19_c2 | UOL_postgraduate_handbook.pdf_p19_c7 | UOL_payment_policy_2026,2027.pdf_p10_c2 | UOL_payment_policy_2026,2027.pdf_p2_c1 | UOL_postgraduate_handbook.pdf_p19_c6",University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Postgraduate Handbook,19 | 19 | 10 | 2 | 19,1 | 3 | 2 | 4 | 6,2 | 1 | 3 | 4 | 11,0.016261 | 0.016133 | 0.016001 | 0.015625 | 0.014618,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q031,How is an undergraduate degree classification primarily determined according to the handbook?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p29_c9,1,UOL_undergraduate_handbook.pdf_p29_c10,University of Liverpool Undergraduate Handbook,0.016001024065540194,False,False,False,0.0,0.0,False,0.0,0.02883489988744259,UOL_undergraduate_handbook.pdf_p29_c10 | UOL_undergraduate_handbook.pdf_p32_c7 | UOL_undergraduate_handbook.pdf_p26_c10 | UOL_undergraduate_handbook.pdf_p30_c10 | UOL_undergraduate_handbook.pdf_p4_c1,University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,29 | 32 | 26 | 30 | 4,3 | 8 | 14 | 10 | 19,2 | 4 | 5 | 10 | 6,0.016001 | 0.015165 | 0.014449 | 0.014286 | 0.013905,Write a direct factual question answerable from the gold evidence.
V2Q032,What factors are considered when deciding whether conduct has the effect required for harassment?,factual,easy,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p23_c1,1,UOL_diversity-equality-opportunity-policy.pdf_p23_c1,"University of Liverpool Diversity, Equality and Opportunity Policy",0.015339578454332554,True,True,True,0.2,1.0,True,1.0,0.03488839999772608,UOL_diversity-equality-opportunity-policy.pdf_p23_c1 | UOL_diversity-equality-opportunity-policy.pdf_p22_c4 | UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_diversity-equality-opportunity-policy.pdf_p22_c3 | UOL_diversity-equality-opportunity-policy.pdf_p20_c3,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",23 | 22 | 23 | 22 | 20,10 | 8 | 7 | 2 | 9,1 | 3 | 4 | 10 | 7,0.01534 | 0.015289 | 0.015275 | 0.015207 | 0.014709,Write a direct factual question answerable from the gold evidence.
V2Q033,When might an international student need a new or updated ATAS certificate during their studies?,paraphrased,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p4_c6,1,UOL_UKVI_complience.pdf_p12_c4,Policy on UKVI Compliance — Student Route,0.01639344262295082,False,False,False,0.0,0.0,False,0.0,0.03107400005683303,UOL_UKVI_complience.pdf_p12_c4 | UOL_UKVI_complience.pdf_p12_c3 | UOL_student_guide_visa_holders.pdf_p11_c3 | UOL_student_guide_visa_holders.pdf_p4_c5 | UOL_student_guide_visa_holders.pdf_p11_c1,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026,12 | 12 | 11 | 4 | 11,1 | 2 | 5 | 3 | 4,1 | 2 | 3 | 6 | 7,0.016393 | 0.016129 | 0.015629 | 0.015512 | 0.015275,Write the question using wording different from the source while preserving the same meaning.
V2Q034,What are Schools or Institutes expected to ensure about assessment arrangements?,procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p23_c10,1,UOL_undergraduate_handbook.pdf_p23_c9,University of Liverpool Undergraduate Handbook,0.016133229247983348,False,True,True,0.2,1.0,True,0.3333333333333333,0.029800800140947104,UOL_undergraduate_handbook.pdf_p23_c9 | UOL_postgraduate_handbook.pdf_p27_c3 | UOL_undergraduate_handbook.pdf_p23_c10 | UOL_undergraduate_handbook.pdf_p30_c1 | UOL_undergraduate_handbook.pdf_p22_c4,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,23 | 27 | 23 | 30 | 22,1 | 9 | 11 | 2 | 3,3 | 1 | 2 | NA | NA,0.016133 | 0.015443 | 0.015107 | 0.008065 | 0.007937,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q035,"If an assessment is re-taken as an uncapped first attempt because of accepted extenuating circumstances, how is the new mark treated?",reasoning,hard,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c5,1,UOL_extenuating_circumstances_policy.pdf_p15_c5,University of Liverpool Extenuating Circumstances Policy,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.03195259999483824,UOL_extenuating_circumstances_policy.pdf_p15_c5 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p13_c4 | UOL_undergraduate_handbook.pdf_p28_c2 | UOL_extenuating_circumstances_policy.pdf_p15_c2,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Extenuating Circumstances Policy,15 | 15 | 13 | 28 | 15,1 | 2 | 5 | 6 | 4,2 | 1 | 3 | 5 | 9,0.016261 | 0.016261 | 0.015629 | 0.015268 | 0.015059,Require interpretation of the evidence rather than simple keyword copying.
V2Q036,What kind of unwanted behaviour may amount to harassment under the University's equality policy?,paraphrased,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p20_c4,1,UOL_diversity-equality-opportunity-policy.pdf_p23_c2,"University of Liverpool Diversity, Equality and Opportunity Policy",0.01626123744050767,False,False,False,0.0,0.0,False,0.0,0.03209049999713898,UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_diversity-equality-opportunity-policy.pdf_p20_c3 | UOL_diversity-equality-opportunity-policy.pdf_p22_c1 | UOL_diversity-equality-opportunity-policy.pdf_p9_c2 | UOL_diversity-equality-opportunity-policy.pdf_p21_c3,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",23 | 20 | 22 | 9 | 21,1 | 2 | 3 | 6 | 7,2 | 1 | 5 | 6 | 12,0.016261 | 0.016261 | 0.015629 | 0.015152 | 0.014407,Write the question using wording different from the source while preserving the same meaning.
V2Q037,How often must postgraduate research students normally record meetings with their supervisor?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p6_c3,1,UOL_undergraduate_handbook.pdf_p42_c10,University of Liverpool Undergraduate Handbook,0.01510676965015902,False,False,False,0.0,0.0,False,0.0,0.03386850003153086,"UOL_undergraduate_handbook.pdf_p42_c10 | UOL_postgraduate_handbook.pdf_p38_c10 | UOL_UKVI_complience.pdf_p9_c3 | UOL_UKVI_complience.pdf_p10_c1 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p4_c3","University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Attendance Policy — Revised July 2025, Version 1.3",42 | 38 | 9 | 10 | 4,2 | 4 | 14 | 20 | 13,11 | 10 | 5 | 1 | 14,0.015107 | 0.014955 | 0.014449 | 0.014447 | 0.013606,Write a direct factual question answerable from the gold evidence.
V2Q038,Why does the Postgraduate Handbook tell students to use the correct academic regulations and codes for their cohort and degree?,reasoning,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p22_c7,1,UOL_postgraduate_handbook.pdf_p22_c7,University of Liverpool Postgraduate Handbook,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.03686810005456209,UOL_postgraduate_handbook.pdf_p22_c7 | UOL_UKVI_complience.pdf_p3_c3 | UOL_postgraduate_handbook.pdf_p4_c1 | UOL_undergraduate_handbook.pdf_p4_c1 | UOL_undergraduate_handbook.pdf_p22_c8,University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,22 | 3 | 4 | 4 | 22,2 | 3 | 7 | 13 | 14,1 | 7 | 6 | 3 | 4,0.016261 | 0.015399 | 0.015038 | 0.014786 | 0.014569,Require interpretation of the evidence rather than simple keyword copying.
V2Q039,How does the Student Loans Company pay a 2026–27 programme-fee loan to the University?,paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p2_c3",1,"UOL_payment_policy_2026,2027.pdf_p2_c3",University of Liverpool Payment Policy 2026-27,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.02993290009908378,"UOL_payment_policy_2026,2027.pdf_p2_c3 | UOL_payment_policy_2026,2027.pdf_p4_c3 | UOL_payment_policy_2026,2027.pdf_p1_c1 | UOL_payment_policy_2026,2027.pdf_p3_c1 | UOL_payment_policy_2026,2027.pdf_p4_c4",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,2 | 4 | 1 | 3 | 4,1 | 4 | 2 | 6 | 19,1 | 6 | 11 | 7 | 4,0.016393 | 0.015388 | 0.015107 | 0.015038 | 0.014142,Write the question using wording different from the source while preserving the same meaning.
V2Q040,Can complaints about harassment or sexual misconduct be handled under policies other than the Student Complaints Policy?,factual,easy,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1",Student Complaints Policy and Procedure,0.01639344262295082,False,True,True,0.2,1.0,True,0.5,0.03006070014089346,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2 | UOL_student_conduct1.pdf_p11_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p4_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c3",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,9 | 2 | 11 | 4 | 2,1 | 3 | 4 | 2 | 17,1 | 2 | 7 | 10 | 4,0.016393 | 0.016001 | 0.015275 | 0.015207 | 0.014306,Write a direct factual question answerable from the gold evidence.
V2Q041,What may happen if accepted extenuating circumstances affect an undergraduate student's final-year performance but enough assessed work exists to determine an award?,factual,easy,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c5,1,UOL_extenuating_circumstances_policy.pdf_p13_c5,University of Liverpool Extenuating Circumstances Policy,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.033894999884068966,UOL_extenuating_circumstances_policy.pdf_p13_c5 | UOL_undergraduate_handbook.pdf_p30_c2 | UOL_extenuating_circumstances_policy.pdf_p14_c5 | UOL_extenuating_circumstances_policy.pdf_p13_c6 | UOL_extenuating_circumstances_policy.pdf_p14_c1,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,13 | 30 | 14 | 13 | 14,1 | 4 | 3 | 5 | 15,1 | 4 | 7 | 9 | 2,0.016393 | 0.015625 | 0.015399 | 0.014939 | 0.014731,Write a direct factual question answerable from the gold evidence.
V2Q042,How is unauthorised use of University premises classified in the indicative student-conduct sanctions table?,factual,easy,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p9_c4,1,UOL_undergraduate_handbook.pdf_p40_c10,University of Liverpool Undergraduate Handbook,0.015504807692307693,False,False,False,0.0,0.0,False,0.0,0.041087300051003695,UOL_undergraduate_handbook.pdf_p40_c10 | UOL_undergraduate_handbook.pdf_p39_c1 | UOL_undergraduate_handbook.pdf_p39_c8 | UOL_student_conduct2.pdf_p2_c1 | UOL_student_conduct2.pdf_p1_c1,University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B,40 | 39 | 39 | 2 | 1,4 | 9 | 7 | 5 | 1,5 | 1 | 4 | 6 | 13,0.015505 | 0.015443 | 0.015275 | 0.015268 | 0.015046,Write a direct factual question answerable from the gold evidence.
V2Q043,"During a Master's dissertation or PhD writing-up period, how should a Student visa holder treat that period for work and residence purposes?",procedural,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p2_c4,1,UOL_student_guide_visa_holders.pdf_p2_c4,Student Guide for UK Visa Holders 2026,0.016133229247983348,True,True,True,0.2,1.0,True,1.0,0.035199400037527084,UOL_student_guide_visa_holders.pdf_p2_c4 | UOL_UKVI_complience.pdf_p10_c3 | UOL_student_guide_visa_holders.pdf_p3_c3 | UOL_student_guide_visa_holders.pdf_p10_c1 | UOL_student_guide_visa_holders.pdf_p10_c4,Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026,2 | 10 | 3 | 10 | 10,3 | 9 | 5 | 2 | 16,1 | 5 | 9 | 20 | 16,0.016133 | 0.014939 | 0.014939 | 0.014315 | 0.013158,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q044,Can the University start a student-conduct investigation from an anonymous report?,reasoning,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p3_c3,1,UOL_student_conduct1.pdf_p3_c3,Student Conduct Procedures — Appendix A,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.028223899891600013,"UOL_student_conduct1.pdf_p3_c3 | UOL_student_conduct1.pdf_p3_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p7_c4 | UOL_student_conduct1.pdf_p13_c3 | UOL_postgraduate_handbook.pdf_p36_c8",Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A | University of Liverpool Postgraduate Handbook,3 | 3 | 7 | 13 | 36,2 | 1 | 3 | 5 | 6,1 | 4 | 2 | 5 | 7,0.016261 | 0.016009 | 0.016001 | 0.015385 | 0.015038,Require interpretation of the evidence rather than simple keyword copying.
V2Q045,What must an international student do when their personal contact details change?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p14_c1,1,UOL_UKVI_complience.pdf_p14_c1,Policy on UKVI Compliance — Student Route,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.03874420002102852,UOL_UKVI_complience.pdf_p14_c1 | UOL_UKVI_complience.pdf_p4_c4 | UOL_undergraduate_handbook.pdf_p11_c5 | UOL_postgraduate_handbook.pdf_p11_c5 | UOL_UKVI_complience.pdf_p14_c3,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route,14 | 4 | 11 | 11 | 14,1 | 2 | 9 | 14 | 13,1 | 7 | 3 | 2 | 15,0.016393 | 0.015527 | 0.015183 | 0.014821 | 0.013516,Write the question using wording different from the source while preserving the same meaning.
V2Q046,How can a student contact the Student Administration Centre?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p13_c1,1,UOL_student_guide_visa_holders.pdf_p13_c1,Student Guide for UK Visa Holders 2026,0.01527518656716418,True,True,True,0.2,1.0,True,1.0,0.025601400062441826,UOL_student_guide_visa_holders.pdf_p13_c1 | UOL_undergraduate_handbook.pdf_p42_c8 | UOL_postgraduate_handbook.pdf_p38_c8 | UOL_postgraduate_handbook.pdf_p19_c6 | UOL_postgraduate_handbook.pdf_p34_c2,Student Guide for UK Visa Holders 2026 | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook,13 | 42 | 38 | 19 | 34,7 | 12 | 13 | 16 | 18,4 | 8 | 9 | 13 | 14,0.015275 | 0.014297 | 0.014096 | 0.013428 | 0.013167,Write a direct factual question answerable from the gold evidence.
V2Q047,"If a module affected by an accepted Personal Extenuating Circumstances claim is passed, can the student normally re-sit it simply to improve the mark?",reasoning,hard,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p1_c4",1,UOL_extenuating_circumstances_policy.pdf_p16_c5,University of Liverpool Extenuating Circumstances Policy,0.015008960573476702,False,False,False,0.0,0.0,False,0.0,0.03171540005132556,UOL_extenuating_circumstances_policy.pdf_p16_c5 | UOL_extenuating_circumstances_policy.pdf_p12_c3 | UOL_extenuating_circumstances_policy.pdf_p15_c3 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p15_c5,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,16 | 12 | 15 | 15 | 15,2 | 6 | 15 | 14 | 11,12 | 8 | 1 | 4 | 9,0.015009 | 0.014929 | 0.014863 | 0.014569 | 0.014289,Require interpretation of the evidence rather than simple keyword copying.
V2Q048,Which University service provides specialist immigration advice and support to international students?,factual,easy,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p14_c2,1,UOL_UKVI_complience.pdf_p14_c2,Policy on UKVI Compliance — Student Route,0.016129032258064516,True,True,True,0.2,1.0,True,1.0,0.03842799994163215,UOL_UKVI_complience.pdf_p14_c2 | UOL_postgraduate_handbook.pdf_p19_c9 | UOL_undergraduate_handbook.pdf_p20_c2 | UOL_undergraduate_handbook.pdf_p20_c1 | UOL_undergraduate_handbook.pdf_p20_c3,Policy on UKVI Compliance — Student Route | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,14 | 19 | 20 | 20 | 20,2 | 5 | 10 | 9 | 8,2 | 5 | 1 | 3 | 4,0.016129 | 0.015385 | 0.01534 | 0.015183 | 0.015165,Write a direct factual question answerable from the gold evidence.
V2Q049,What does an Undergraduate Student Route visa holder normally need before returning to study after an interruption?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p37_c10,1,UOL_UKVI_complience.pdf_p8_c3,Policy on UKVI Compliance — Student Route,0.016133229247983348,False,False,False,0.0,0.0,False,0.0,0.028958699898794293,UOL_UKVI_complience.pdf_p8_c3 | UOL_UKVI_complience.pdf_p10_c3 | UOL_postgraduate_handbook.pdf_p33_c10 | UOL_UKVI_complience.pdf_p10_c4 | UOL_UKVI_complience.pdf_p10_c5,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,8 | 10 | 33 | 10 | 10,1 | 3 | 10 | 2 | 12,3 | 2 | 4 | 16 | 6,0.016133 | 0.016001 | 0.014955 | 0.014643 | 0.01452,Write a direct factual question answerable from the gold evidence.
V2Q050,A student's complaint cannot be resolved informally. What escalation route does the handbook describe?,reasoning,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c4,1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1",Student Complaints Policy and Procedure,0.016009221311475412,False,False,True,0.2,1.0,True,0.2,0.033502599922940135,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_postgraduate_handbook.pdf_p38_c5 | UOL_undergraduate_handbook.pdf_p42_c5 | UOL_undergraduate_handbook.pdf_p42_c4 | UOL_postgraduate_handbook.pdf_p38_c4",Student Complaints Policy and Procedure | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,12 | 38 | 42 | 42 | 38,1 | 7 | 6 | 4 | 5,4 | 1 | 2 | 5 | 6,0.016009 | 0.015659 | 0.01564 | 0.015505 | 0.015268,Require interpretation of the evidence rather than simple keyword copying.
V2Q051,What should a Student visa holder do to protect their immigration status while studying at Liverpool?,procedural,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p3_c1,1,UOL_UKVI_complience.pdf_p6_c1,Policy on UKVI Compliance — Student Route,0.01565940787863959,False,True,True,0.2,1.0,True,0.3333333333333333,0.03059939993545413,UOL_UKVI_complience.pdf_p6_c1 | UOL_student_guide_visa_holders.pdf_p12_c2 | UOL_student_guide_visa_holders.pdf_p3_c1 | UOL_student_guide_visa_holders.pdf_p9_c3 | UOL_student_guide_visa_holders.pdf_p2_c1,Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026,6 | 12 | 3 | 9 | 2,1 | 9 | 17 | 10 | 4,7 | 1 | 2 | 9 | 18,0.015659 | 0.015443 | 0.014558 | 0.014389 | 0.014223,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
