question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,top_1_chunk_id,top_1_document,top_1_score,top_1_hit,hit_at_3,hit_at_5,precision_at_5,recall_at_5,full_evidence_coverage_at_5,mrr_at_5,retrieval_time_seconds,retrieved_chunk_ids,retrieved_documents,retrieved_pages,notes
V2Q001,"A Student Route visa holder spends an intercalated year at another UK university. What evidence must they give Liverpool, and by when?",paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p11_c2,1,UOL_UKVI_complience.pdf_p11_c3,Policy on UKVI Compliance — Student Route,0.7692295,False,True,True,0.2,1.0,True,0.5,0.03284749994054437,UOL_UKVI_complience.pdf_p11_c3 | UOL_UKVI_complience.pdf_p11_c2 | UOL_UKVI_complience.pdf_p11_c1 | UOL_UKVI_complience.pdf_p6_c1 | UOL_UKVI_complience.pdf_p6_c2,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,11 | 11 | 11 | 6 | 6,Write the question using wording different from the source while preserving the same meaning.
V2Q029,What approach does the University take before applying certain academic sanctions for outstanding programme-fee debt?,paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p7_c5",1,"UOL_payment_policy_2026,2027.pdf_p7_c5",University of Liverpool Payment Policy 2026-27,0.86711574,True,True,True,0.2,1.0,True,1.0,0.016658300068229437,"UOL_payment_policy_2026,2027.pdf_p7_c5 | UOL_payment_policy_2026,2027.pdf_p7_c4 | UOL_payment_policy_2026,2027.pdf_p7_c3 | UOL_payment_policy_2026,2027.pdf_p7_c1 | UOL_payment_policy_2026,2027.pdf_p3_c3",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,7 | 7 | 7 | 7 | 3,Write the question using wording different from the source while preserving the same meaning.
V2Q030,Where can a student experiencing financial hardship seek University support?,procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p19_c2,1,UOL_undergraduate_handbook.pdf_p19_c2,University of Liverpool Undergraduate Handbook,0.6705838,True,True,True,0.2,1.0,True,1.0,0.017258199863135815,"UOL_undergraduate_handbook.pdf_p19_c2 | UOL_payment_policy_2026,2027.pdf_p10_c2 | UOL_postgraduate_handbook.pdf_p19_c7 | UOL_payment_policy_2026,2027.pdf_p2_c1 | UOL_postgraduate_handbook.pdf_p19_c9",University of Liverpool Undergraduate Handbook | University of Liverpool Payment Policy 2026-27 | University of Liverpool Postgraduate Handbook | University of Liverpool Payment Policy 2026-27 | University of Liverpool Postgraduate Handbook,19 | 10 | 19 | 2 | 19,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q031,How is an undergraduate degree classification primarily determined according to the handbook?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p29_c9,1,UOL_undergraduate_handbook.pdf_p1_c1,University of Liverpool Undergraduate Handbook,0.5587747,False,False,False,0.0,0.0,False,0.0,0.016550300177186728,UOL_undergraduate_handbook.pdf_p1_c1 | UOL_undergraduate_handbook.pdf_p30_c11 | UOL_undergraduate_handbook.pdf_p29_c10 | UOL_undergraduate_handbook.pdf_p32_c6 | UOL_undergraduate_handbook.pdf_p30_c3,University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,1 | 30 | 29 | 32 | 30,Write a direct factual question answerable from the gold evidence.
V2Q032,What factors are considered when deciding whether conduct has the effect required for harassment?,factual,easy,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p23_c1,1,UOL_diversity-equality-opportunity-policy.pdf_p21_c1,"University of Liverpool Diversity, Equality and Opportunity Policy",0.7581049,False,False,False,0.0,0.0,False,0.0,0.014802200021222234,UOL_diversity-equality-opportunity-policy.pdf_p21_c1 | UOL_diversity-equality-opportunity-policy.pdf_p22_c3 | UOL_diversity-equality-opportunity-policy.pdf_p21_c2 | UOL_diversity-equality-opportunity-policy.pdf_p22_c2 | UOL_diversity-equality-opportunity-policy.pdf_p21_c3,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",21 | 22 | 21 | 22 | 21,Write a direct factual question answerable from the gold evidence.
V2Q033,When might an international student need a new or updated ATAS certificate during their studies?,paraphrased,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p4_c6,1,UOL_UKVI_complience.pdf_p12_c4,Policy on UKVI Compliance — Student Route,0.7173548,False,False,False,0.0,0.0,False,0.0,0.016607100144028664,UOL_UKVI_complience.pdf_p12_c4 | UOL_UKVI_complience.pdf_p12_c3 | UOL_student_guide_visa_holders.pdf_p4_c5 | UOL_student_guide_visa_holders.pdf_p11_c1 | UOL_student_guide_visa_holders.pdf_p11_c3,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026,12 | 12 | 4 | 11 | 11,Write the question using wording different from the source while preserving the same meaning.
V2Q034,What are Schools or Institutes expected to ensure about assessment arrangements?,procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p23_c10,1,UOL_undergraduate_handbook.pdf_p23_c9,University of Liverpool Undergraduate Handbook,0.5890666,False,False,False,0.0,0.0,False,0.0,0.014003300108015537,UOL_undergraduate_handbook.pdf_p23_c9 | UOL_undergraduate_handbook.pdf_p30_c1 | UOL_undergraduate_handbook.pdf_p22_c4 | UOL_postgraduate_handbook.pdf_p26_c5 | UOL_undergraduate_handbook.pdf_p23_c3,University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook,23 | 30 | 22 | 26 | 23,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q035,"If an assessment is re-taken as an uncapped first attempt because of accepted extenuating circumstances, how is the new mark treated?",reasoning,hard,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c5,1,UOL_extenuating_circumstances_policy.pdf_p15_c5,University of Liverpool Extenuating Circumstances Policy,0.7301764,True,True,True,0.2,1.0,True,1.0,0.019127000123262405,UOL_extenuating_circumstances_policy.pdf_p15_c5 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p13_c2 | UOL_extenuating_circumstances_policy.pdf_p15_c2 | UOL_extenuating_circumstances_policy.pdf_p13_c4,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,15 | 15 | 13 | 15 | 13,Require interpretation of the evidence rather than simple keyword copying.
V2Q036,What kind of unwanted behaviour may amount to harassment under the University's equality policy?,paraphrased,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p20_c4,1,UOL_diversity-equality-opportunity-policy.pdf_p23_c2,"University of Liverpool Diversity, Equality and Opportunity Policy",0.76724267,False,False,False,0.0,0.0,False,0.0,0.017009299946948886,UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_diversity-equality-opportunity-policy.pdf_p20_c3 | UOL_diversity-equality-opportunity-policy.pdf_p22_c1 | UOL_diversity-equality-opportunity-policy.pdf_p6_c1 | UOL_diversity-equality-opportunity-policy.pdf_p5_c3,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",23 | 20 | 22 | 6 | 5,Write the question using wording different from the source while preserving the same meaning.
V2Q037,How often must postgraduate research students normally record meetings with their supervisor?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p6_c3,1,UOL_student_conduct1.pdf_p19_c3,Student Conduct Procedures — Appendix A,0.51500934,False,False,False,0.0,0.0,False,0.0,0.015812200028449297,UOL_student_conduct1.pdf_p19_c3 | UOL_undergraduate_handbook.pdf_p42_c10 | UOL_student_conduct1.pdf_p12_c2 | UOL_postgraduate_handbook.pdf_p38_c10 | UOL_student_conduct1.pdf_p5_c3,Student Conduct Procedures — Appendix A | University of Liverpool Undergraduate Handbook | Student Conduct Procedures — Appendix A | University of Liverpool Postgraduate Handbook | Student Conduct Procedures — Appendix A,19 | 42 | 12 | 38 | 5,Write a direct factual question answerable from the gold evidence.
V2Q038,Why does the Postgraduate Handbook tell students to use the correct academic regulations and codes for their cohort and degree?,reasoning,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p22_c7,1,UOL_postgraduate_handbook.pdf_p1_c1,University of Liverpool Postgraduate Handbook,0.60695755,False,True,True,0.2,1.0,True,0.5,0.022725400049239397,UOL_postgraduate_handbook.pdf_p1_c1 | UOL_postgraduate_handbook.pdf_p22_c7 | UOL_UKVI_complience.pdf_p3_c3 | UOL_postgraduate_handbook.pdf_p37_c7 | UOL_postgraduate_handbook.pdf_p37_c8,University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook,1 | 22 | 3 | 37 | 37,Require interpretation of the evidence rather than simple keyword copying.
V2Q039,How does the Student Loans Company pay a 2026–27 programme-fee loan to the University?,paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p2_c3",1,"UOL_payment_policy_2026,2027.pdf_p2_c3",University of Liverpool Payment Policy 2026-27,0.7227123,True,True,True,0.2,1.0,True,1.0,0.016087899915874004,"UOL_payment_policy_2026,2027.pdf_p2_c3 | UOL_payment_policy_2026,2027.pdf_p1_c1 | UOL_payment_policy_2026,2027.pdf_p8_c4 | UOL_payment_policy_2026,2027.pdf_p4_c3 | UOL_payment_policy_2026,2027.pdf_p8_c3",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,2 | 1 | 8 | 4 | 8,Write the question using wording different from the source while preserving the same meaning.
V2Q040,Can complaints about harassment or sexual misconduct be handled under policies other than the Student Complaints Policy?,factual,easy,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2",1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1",Student Complaints Policy and Procedure,0.77302825,False,True,True,0.2,1.0,True,0.3333333333333333,0.014757700031623244,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p4_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2 | UOL_student_conduct1.pdf_p11_c1 | UOL_postgraduate_handbook.pdf_p36_c1",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A | University of Liverpool Postgraduate Handbook,9 | 4 | 2 | 11 | 36,Write a direct factual question answerable from the gold evidence.
V2Q041,What may happen if accepted extenuating circumstances affect an undergraduate student's final-year performance but enough assessed work exists to determine an award?,factual,easy,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c5,1,UOL_extenuating_circumstances_policy.pdf_p13_c5,University of Liverpool Extenuating Circumstances Policy,0.7183269,True,True,True,0.2,1.0,True,1.0,0.019574299920350313,UOL_extenuating_circumstances_policy.pdf_p13_c5 | UOL_extenuating_circumstances_policy.pdf_p14_c4 | UOL_extenuating_circumstances_policy.pdf_p14_c5 | UOL_undergraduate_handbook.pdf_p30_c2 | UOL_extenuating_circumstances_policy.pdf_p13_c6,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Extenuating Circumstances Policy,13 | 14 | 14 | 30 | 13,Write a direct factual question answerable from the gold evidence.
V2Q042,How is unauthorised use of University premises classified in the indicative student-conduct sanctions table?,factual,easy,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p9_c4,1,UOL_student_conduct2.pdf_p1_c1,Student Conduct Breaches and Indicative Sanctions — Appendix B,0.73045945,False,False,False,0.0,0.0,False,0.0,0.022973400074988604,UOL_student_conduct2.pdf_p1_c1 | UOL_student_conduct1.pdf_p4_c4 | UOL_postgraduate_handbook.pdf_p35_c8 | UOL_undergraduate_handbook.pdf_p40_c10 | UOL_student_conduct2.pdf_p2_c1,Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Procedures — Appendix A | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | Student Conduct Breaches and Indicative Sanctions — Appendix B,1 | 4 | 35 | 40 | 2,Write a direct factual question answerable from the gold evidence.
V2Q043,"During a Master's dissertation or PhD writing-up period, how should a Student visa holder treat that period for work and residence purposes?",procedural,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p2_c4,1,UOL_student_guide_visa_holders.pdf_p10_c3,Student Guide for UK Visa Holders 2026,0.60517406,False,True,True,0.2,1.0,True,0.3333333333333333,0.015539099927991629,UOL_student_guide_visa_holders.pdf_p10_c3 | UOL_student_guide_visa_holders.pdf_p10_c1 | UOL_student_guide_visa_holders.pdf_p2_c4 | UOL_student_guide_visa_holders.pdf_p10_c2 | UOL_student_guide_visa_holders.pdf_p3_c3,Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026,10 | 10 | 2 | 10 | 3,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q044,Can the University start a student-conduct investigation from an anonymous report?,reasoning,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p3_c3,1,UOL_student_conduct1.pdf_p3_c2,Student Conduct Procedures — Appendix A,0.745932,False,True,True,0.2,1.0,True,0.5,0.01834570011124015,"UOL_student_conduct1.pdf_p3_c2 | UOL_student_conduct1.pdf_p3_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p7_c4 | UOL_student_conduct1.pdf_p3_c4 | UOL_student_conduct1.pdf_p13_c3",Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,3 | 3 | 7 | 3 | 13,Require interpretation of the evidence rather than simple keyword copying.
V2Q045,What must an international student do when their personal contact details change?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p14_c1,1,UOL_UKVI_complience.pdf_p14_c1,Policy on UKVI Compliance — Student Route,0.59550196,True,True,True,0.2,1.0,True,1.0,0.01553159998729825,UOL_UKVI_complience.pdf_p14_c1 | UOL_UKVI_complience.pdf_p4_c4 | UOL_UKVI_complience.pdf_p5_c5 | UOL_UKVI_complience.pdf_p6_c3 | UOL_UKVI_complience.pdf_p6_c4,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,14 | 4 | 5 | 6 | 6,Write the question using wording different from the source while preserving the same meaning.
V2Q046,How can a student contact the Student Administration Centre?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p13_c1,1,UOL_undergraduate_handbook.pdf_p18_c7,University of Liverpool Undergraduate Handbook,0.5644132,False,False,False,0.0,0.0,False,0.0,0.019504799973219633,"UOL_undergraduate_handbook.pdf_p18_c7 | UOL_payment_policy_2026,2027.pdf_p10_c2 | UOL_payment_policy_2026,2027.pdf_p10_c1 | UOL_undergraduate_handbook.pdf_p18_c8 | UOL_postgraduate_handbook.pdf_p5_c9",University of Liverpool Undergraduate Handbook | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,18 | 10 | 10 | 18 | 5,Write a direct factual question answerable from the gold evidence.
V2Q047,"If a module affected by an accepted Personal Extenuating Circumstances claim is passed, can the student normally re-sit it simply to improve the mark?",reasoning,hard,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p1_c4",1,UOL_extenuating_circumstances_policy.pdf_p5_c3,University of Liverpool Extenuating Circumstances Policy,0.6379082,False,False,False,0.0,0.0,False,0.0,0.024606999941170216,UOL_extenuating_circumstances_policy.pdf_p5_c3 | UOL_extenuating_circumstances_policy.pdf_p16_c5 | UOL_extenuating_circumstances_policy.pdf_p16_c3 | UOL_extenuating_circumstances_policy.pdf_p16_c2 | UOL_extenuating_circumstances_policy.pdf_p5_c5,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,5 | 16 | 16 | 16 | 5,Require interpretation of the evidence rather than simple keyword copying.
V2Q048,Which University service provides specialist immigration advice and support to international students?,factual,easy,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p14_c2,1,UOL_UKVI_complience.pdf_p2_c3,Policy on UKVI Compliance — Student Route,0.64153683,False,True,True,0.2,1.0,True,0.5,0.0187973000574857,UOL_UKVI_complience.pdf_p2_c3 | UOL_UKVI_complience.pdf_p14_c2 | UOL_UKVI_complience.pdf_p14_c3 | UOL_UKVI_complience.pdf_p6_c4 | UOL_postgraduate_handbook.pdf_p19_c9,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | University of Liverpool Postgraduate Handbook,2 | 14 | 14 | 6 | 19,Write a direct factual question answerable from the gold evidence.
V2Q049,What does an Undergraduate Student Route visa holder normally need before returning to study after an interruption?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p37_c10,1,UOL_UKVI_complience.pdf_p8_c3,Policy on UKVI Compliance — Student Route,0.6799307,False,False,False,0.0,0.0,False,0.0,0.016329299891367555,"UOL_UKVI_complience.pdf_p8_c3 | UOL_UKVI_complience.pdf_p10_c4 | UOL_UKVI_complience.pdf_p10_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c5 | UOL_UKVI_complience.pdf_p8_c2","Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Attendance Policy — Revised July 2025, Version 1.3 | Policy on UKVI Compliance — Student Route",8 | 10 | 10 | 9 | 8,Write a direct factual question answerable from the gold evidence.
V2Q050,A student's complaint cannot be resolved informally. What escalation route does the handbook describe?,reasoning,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c4,1,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1",Student Complaints Policy and Procedure,0.7296798,False,False,True,0.2,1.0,True,0.2,0.016102799912914634,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p14_c1 | UOL_undergraduate_handbook.pdf_p42_c4 | UOL_postgraduate_handbook.pdf_p38_c4",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,12 | 16 | 14 | 42 | 38,Require interpretation of the evidence rather than simple keyword copying.
V2Q051,What should a Student visa holder do to protect their immigration status while studying at Liverpool?,procedural,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p3_c1,1,UOL_UKVI_complience.pdf_p6_c1,Policy on UKVI Compliance — Student Route,0.6990784,False,False,False,0.0,0.0,False,0.0,0.016929900040850043,UOL_UKVI_complience.pdf_p6_c1 | UOL_student_guide_visa_holders.pdf_p9_c4 | UOL_UKVI_complience.pdf_p6_c2 | UOL_student_guide_visa_holders.pdf_p2_c1 | UOL_student_guide_visa_holders.pdf_p8_c3,Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026,6 | 9 | 6 | 2 | 8,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q052,What should a postgraduate student do after becoming a victim of crime if they also need ongoing support?,paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p14_c8,1,UOL_postgraduate_handbook.pdf_p36_c9,University of Liverpool Postgraduate Handbook,0.5588304,False,False,False,0.0,0.0,False,0.0,0.016282500000670552,UOL_postgraduate_handbook.pdf_p36_c9 | UOL_student_conduct2.pdf_p6_c1 | UOL_student_conduct2.pdf_p4_c2 | UOL_undergraduate_handbook.pdf_p40_c9 | UOL_student_conduct1.pdf_p3_c4,University of Liverpool Postgraduate Handbook | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | University of Liverpool Undergraduate Handbook | Student Conduct Procedures — Appendix A,36 | 6 | 4 | 40 | 3,Write the question using wording different from the source while preserving the same meaning.
V2Q053,Why is notifying the School before a missed examination or assessment important when claiming extenuating circumstances?,reasoning,hard,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p3_c4,1,UOL_extenuating_circumstances_policy.pdf_p16_c2,University of Liverpool Extenuating Circumstances Policy,0.6414203,False,True,True,0.2,1.0,True,0.5,0.01660740002989769,UOL_extenuating_circumstances_policy.pdf_p16_c2 | UOL_extenuating_circumstances_policy.pdf_p3_c4 | UOL_extenuating_circumstances_policy.pdf_p10_c6 | UOL_extenuating_circumstances_policy.pdf_p5_c5 | UOL_extenuating_circumstances_policy.pdf_p4_c2,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,16 | 3 | 10 | 5 | 4,Require interpretation of the evidence rather than simple keyword copying.
V2Q054,What records should be retained or sent to the Student Conduct Team after a local conduct investigation?,procedural,medium,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p6_c4,1,UOL_student_conduct1.pdf_p7_c2,Student Conduct Procedures — Appendix A,0.7641942,False,True,True,0.2,1.0,True,0.5,0.016644200077280402,UOL_student_conduct1.pdf_p7_c2 | UOL_student_conduct1.pdf_p6_c4 | UOL_student_conduct1.pdf_p13_c3 | UOL_student_conduct1.pdf_p6_c5 | UOL_student_conduct1.pdf_p5_c1,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,7 | 6 | 13 | 6 | 5,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q055,What should an undergraduate student do if they are a victim of crime and need support?,paraphrased,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p14_c8,1,UOL_postgraduate_handbook.pdf_p36_c9,University of Liverpool Postgraduate Handbook,0.52186596,False,False,False,0.0,0.0,False,0.0,0.014122799970209599,UOL_postgraduate_handbook.pdf_p36_c9 | UOL_undergraduate_handbook.pdf_p12_c4 | UOL_postgraduate_handbook.pdf_p12_c4 | UOL_undergraduate_handbook.pdf_p40_c7 | UOL_student_conduct2.pdf_p5_c3,University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | Student Conduct Breaches and Indicative Sanctions — Appendix B,36 | 12 | 12 | 40 | 5,Write the question using wording different from the source while preserving the same meaning.
V2Q056,Why does the conduct policy require reliable identification before treating a substance as a Class A controlled drug?,reasoning,hard,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p10_c3,1,UOL_student_conduct2.pdf_p10_c2,Student Conduct Breaches and Indicative Sanctions — Appendix B,0.53308785,False,True,True,0.2,1.0,True,0.5,0.018470000009983778,UOL_student_conduct2.pdf_p10_c2 | UOL_student_conduct2.pdf_p10_c3 | UOL_student_conduct2.pdf_p10_c1 | UOL_student_conduct1.pdf_p28_c4 | UOL_student_conduct1.pdf_p26_c4,Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,10 | 10 | 10 | 28 | 26,Require interpretation of the evidence rather than simple keyword copying.
V2Q057,What happens after a disciplinary panel finds a breach and hears the reporting student's impact statement?,procedural,medium,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p24_c2,1,UOL_student_conduct1.pdf_p16_c2,Student Conduct Procedures — Appendix A,0.7706173,False,False,False,0.0,0.0,False,0.0,0.0182092001195997,UOL_student_conduct1.pdf_p16_c2 | UOL_student_conduct1.pdf_p20_c1 | UOL_student_conduct1.pdf_p21_c3 | UOL_student_conduct1.pdf_p24_c1 | UOL_student_conduct1.pdf_p21_c2,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,16 | 20 | 21 | 24 | 21,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q058,What route is available to a postgraduate student who wants to challenge certain decisions of the Board of Examiners?,factual,easy,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c1,1,UOL_undergraduate_handbook.pdf_p41_c7,University of Liverpool Undergraduate Handbook,0.6732006,False,False,True,0.2,1.0,True,0.2,0.020600599935278296,UOL_undergraduate_handbook.pdf_p41_c7 | UOL_postgraduate_handbook.pdf_p37_c7 | UOL_extenuating_circumstances_policy.pdf_p16_c3 | UOL_undergraduate_handbook.pdf_p41_c3 | UOL_postgraduate_handbook.pdf_p38_c1,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,41 | 37 | 16 | 41 | 38,Write a direct factual question answerable from the gold evidence.
