system,model,question_id,question,question_type,difficulty,expected_answer,gold_documents,gold_chunk_ids,answer,evidence_chunk_ids,evidence_texts,n_evidence,answer_words,has_citations,looks_like_refusal,latency_seconds,error
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q039,How does the Student Loans Company pay a 2026–27 programme-fee loan to the University?,paraphrased,medium,"The loan is paid in three disbursements tied to liability dates: 25% on 28 September 2026, another 25% on 11 January 2027, and the remaining 50% on 5 April 2027, subject to attendance confirmation.",University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p2_c3","

The Student Loans Company (SLC) typically pays programme fee loans directly to the university on behalf of the student. This is usually done through electronic transfers to the university's designated account. However, I cannot confirm the exact process for the 2026–27 academic year, as specific procedures may vary or change over time. For the most accurate and up-to-date information, I recommend checking the SLC's official guidelines or contacting the university's student finance office.
",,,0,73,False,True,16.72179880004842,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q040,Can complaints about harassment or sexual misconduct be handled under policies other than the Student Complaints Policy?,factual,easy,"Yes. Such complaints may be dealt with through relevant policies, including student-conduct, bullying and harassment, or staff disciplinary procedures, depending on the circumstances.",Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2","

Yes, complaints about harassment or sexual misconduct at the University of Liverpool can potentially be addressed under other policies, such as the **Sexual Misconduct Policy** or **Equality and Diversity Policy**, depending on the specific circumstances. These policies may provide additional frameworks or procedures for reporting and resolving such issues. However, the exact policies and processes should be confirmed through the university’s official resources or by contacting the Student Support Services for accurate guidance.
",,,0,73,False,False,13.698293299996294,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q041,What may happen if accepted extenuating circumstances affect an undergraduate student's final-year performance but enough assessed work exists to determine an award?,factual,easy,"The Extenuating Circumstances Committee may recommend an award, including its classification where appropriate. The student may be offered a choice between accepting the award and re-taking or re-sitting affected assessment.",University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c5,"

If accepted extenuating circumstances affect an undergraduate student's final-year performance but sufficient assessed work exists to determine an award, the University of Liverpool would likely consider both the extenuating circumstances and the student's overall academic record. The outcome would depend on the specific details of the circumstances and how they impacted the final-year work. In many cases, if the student meets the overall requirements for their award (e.g., degree classification) based on the existing assessed work, the university may still award the degree, potentially adjusting for the extenuating circumstances. However, if the final-year performance is deemed too poor even with the circumstances, the award might be affected. The exact process would follow the university’s policies on mitigating circumstances and final-year assessments. 

**Note:** I am not certain about the exact policy details, so this answer is based on general practices at universities. For precise information, the student should consult the university’s official guidelines or contact the relevant office.
",,,0,157,False,True,13.734916299930774,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q042,How is unauthorised use of University premises classified in the indicative student-conduct sanctions table?,factual,easy,Unauthorised entry onto or unauthorised use of University premises is listed as a Category 1 or Category 2 breach.,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p9_c4,"

I am not certain of the exact classification of ""unauthorised use of University premises"" in the University of Liverpool's indicative student-conduct sanctions table. This information would depend on the specific policy outlined in the university's student conduct guidelines, which may vary based on severity or context. I recommend consulting the official student conduct policy or contacting the Student Conduct and Discipline office for precise details.
",,,0,65,False,False,5.543268300010823,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q043,"During a Master's dissertation or PhD writing-up period, how should a Student visa holder treat that period for work and residence purposes?",procedural,medium,It still counts as term time. The student should not plan to work more than 20 hours per week and should remain living in the Liverpool area during their studies.,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p2_c4,"

During a Master's dissertation or PhD writing-up period, a Student visa holder should treat this time as part of their studies, as it is an integral component of their degree. Here’s how to approach work and residence:

1. **Work Permissions**:  
   - You may work **part-time (up to 20 hours/week)** during term time and **full-time during breaks** (including the writing-up period, if it aligns with a university-recognized break).  
   - Ensure any work does not interfere with your academic responsibilities.  

2. **Residence Status**:  
   - You must remain registered as a full-time student with your university. If you are not enrolled in formal classes during the writing-up period, confirm with your university that you are still considered a full-time student (some institutions may require specific registration for this phase).  
   - Avoid prolonged periods of non-enrollment, as this could risk your visa status.  

3. **Key Considerations**:  
   - If you are not attending classes but are actively working on your thesis, ensure your university confirms your student status.  
   - Do not exceed the permitted working hours unless during a recognized break.  

If unsure about specific university requirements or visa conditions, consult your university’s international office or the UK Visas and Immigration (UKVI) guidelines.",,,0,198,False,False,15.946559199946932,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q044,Can the University start a student-conduct investigation from an anonymous report?,reasoning,hard,"Yes, but there needs to be evidence supporting a potential policy breach, such as CCTV or social-media material. The procedures also aim to avoid formal investigations for minor matters where another route is more suitable.",Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p3_c3,"

The University of Liverpool may consider anonymous reports as part of its student conduct process, but whether an investigation can be formally initiated depends on the specific circumstances and the university's policies. Anonymous reports alone might not always meet the threshold required to start an investigation, as additional verification or evidence is often needed. For precise details, I recommend contacting the **Student Conduct and Discipline** office directly, as they can provide the most accurate and up-to-date information regarding their procedures.
",,,0,80,False,False,7.737383299972862,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q045,What must an international student do when their personal contact details change?,paraphrased,medium,They should update the University through the relevant online portal as soon as reasonably practicable. The University may also request evidence that the student is complying with their visa conditions.,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p14_c1,"

International students should inform the university's international student office or relevant administrative department about the change in their personal contact details. They may also need to update their information with immigration authorities (e.g., the Home Office) and other services like their bank or accommodation provider. It is important to follow the specific procedures outlined by the university to ensure all records are updated. If unsure, contacting the university's international student support team is recommended.
",,,0,74,False,False,13.221121600014158,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q046,How can a student contact the Student Administration Centre?,factual,easy,"The guide lists the Student Administration Centre live chat, telephone number 0151 794 6758, and email address studentcentre@liverpool.ac.uk.",Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p13_c1,"

The Student Administration Centre at the University of Liverpool can typically be contacted via the university's main switchboard at +44 (0)151 794 5000, where you can request to be transferred to the relevant department. Alternatively, you may find specific contact details (e.g., email or address) on the official University of Liverpool website under ""Student Services"" or ""Administration."" For the most accurate and up-to-date information, I recommend checking the university’s official website or contacting the main office directly.
",,,0,77,False,True,10.60202540003229,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q047,"If a module affected by an accepted Personal Extenuating Circumstances claim is passed, can the student normally re-sit it simply to improve the mark?",reasoning,hard,"No. Under the changes described, passed modules affected by accepted PECs do not normally receive a reassessment opportunity merely to improve the mark. Mitigation is instead handled through adjusted overall-average rules, subject to stated exceptions.",University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p1_c4","

The answer depends on the specific circumstances and the University of Liverpool's policies regarding Personal Extenuating Circumstances (PECs) and module re-sits. If a PEC claim has been accepted, the university may have already adjusted the grade or provided mitigation (e.g., a reduced grade or exemption from certain requirements). In such cases, re-sitting the module to improve the mark may or may not be permitted, as the PEC approval could influence eligibility. 

**Important:** I cannot confirm the exact policy without consulting the university's official guidelines. Students should contact their department or the Student Support team for precise information tailored to their situation.
",,,0,101,False,True,15.262596099986695,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q048,Which University service provides specialist immigration advice and support to international students?,factual,easy,"International Advice and Guidance (IAG), based in Student Services, provides professional and expert immigration-related advice and support.",Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p14_c2,"

The University of Liverpool's **International Student Support Service** provides specialist immigration advice and support to international students. This service assists with visa-related queries, immigration regulations, and other support tailored to international students. 

If you need further details, I recommend contacting them directly via their official channels.
",,,0,46,False,False,7.021320699946955,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q049,What does an Undergraduate Student Route visa holder normally need before returning to study after an interruption?,factual,easy,"They normally need a new Confirmation of Acceptance for Studies from the University, requested around three months before returning, so they can apply for and obtain a new Student Route visa.",University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p37_c10,"

An Undergraduate Student Route visa holder typically needs to ensure their visa is valid or apply for a new Student Route visa if it has expired. They should also provide evidence of their current enrollment or acceptance into a course at a licensed UK institution, along with proof of sufficient funds to cover tuition and living costs. Additionally, they may need to meet any specific conditions set by the visa office or their sponsor. However, exact requirements can vary, so it’s advisable to check with the UK Visas and Immigration (UKVI) or the university’s international office for precise guidance.
",,,0,99,False,False,9.22795790003147,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q050,A student's complaint cannot be resolved informally. What escalation route does the handbook describe?,reasoning,hard,"The Student Complaints Procedure has three stages—Early Resolution, Formal Complaint and Review—allowing escalation when the student believes the issue has not been resolved satisfactorily.",University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c4,"

I'm not certain of the exact escalation route described in the University of Liverpool handbook for unresolved informal complaints, as my knowledge is based on general information and not specific, up-to-date handbook details. For accurate guidance, I recommend referring to the official student handbook or contacting the Student Support Services directly.
",,,0,51,False,False,7.166486500063911,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q051,What should a Student visa holder do to protect their immigration status while studying at Liverpool?,procedural,medium,"They should comply with the responsibilities described in the visa-holder guidance, keep required immigration documentation up to date, and inform the University of relevant changes because the University has sponsor-reporting duties to UKVI.",Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p3_c1,"

To protect their immigration status while studying at the University of Liverpool, a Student visa holder should:  

1. **Maintain full-time enrollment** in a recognized course (ensure your course is classified as full-time under UK visa rules).  
2. **Attend all required classes** and avoid excessive absences without valid reasons.  
3. **Adhere to work restrictions** (typically 20 hours per week during term time and full-time during holidays).  
4. **Make satisfactory academic progress** (keep grades above the required threshold to avoid visa jeopardy).  
5. **Apply for visa extensions** before the current one expires.  
6. **Inform the UK Home Office or university’s international office** of any changes (e.g., course changes, address updates, or health issues).  
7. **Retain valid documents** (passport, visa, and any correspondence with immigration authorities).  

If unsure about specific requirements, consult the **University of Liverpool’s International Office** or the **UK Vis",,,0,139,False,True,22.6296580999624,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q052,What should a postgraduate student do after becoming a victim of crime if they also need ongoing support?,paraphrased,medium,They should first report the crime to the Police and can then contact the University's Wellbeing Team for ongoing support. The incident can also be reported to the University through its reporting tools.,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p14_c8,"

If you are a postgraduate student at the University of Liverpool who has been a victim of crime and requires ongoing support, you should:  

1. **Report the incident to the police** to ensure the crime is formally documented.  
2. **Contact the University of Liverpool’s Student Support Services** or Security Team for immediate assistance and guidance tailored to your situation.  
3. **Seek ongoing support** through university counseling services, victim support organizations (e.g., local charities or national helplines), or legal advice if needed.  

If you are unsure about specific steps or resources, explicitly reach out to the university’s Student Support Services for personalized advice. I cannot provide exact details without confirming the current protocols, so contacting the university directly is recommended.
",,,0,119,False,True,12.051658900105394,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q053,Why is notifying the School before a missed examination or assessment important when claiming extenuating circumstances?,reasoning,hard,"Prior notification is normally required for the missed assessment to be treated as a first-attempt reassessment. Without advance notification, that outcome is only available in exceptional circumstances where prior notice was not feasible.",University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p3_c4,"

Notifying the School before a missed examination or assessment is important because it allows the School to assess the validity of the extenuating circumstances and determine whether accommodations (e.g., rescheduling, alternative assessments) can be made. This proactive step ensures the School has time to evaluate the situation and provide appropriate support, which may improve the likelihood of a successful claim. However, if the University of Liverpool’s specific policy does not explicitly require prior notification, I cannot confirm this as a strict requirement. You should consult your School or the university’s official guidelines for exact procedures.
",,,0,95,False,True,14.97188389999792,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q054,What records should be retained or sent to the Student Conduct Team after a local conduct investigation?,procedural,medium,"The designated staff member should retain investigation meeting notes and the outcome letter securely on the student file, and send the meeting notes, evidence and outcome letters to the Student Conduct Team so a central disciplinary record can be kept.",Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p6_c4,"

The specific records to retain or send to the Student Conduct Team after a local conduct investigation would depend on the University of Liverpool's policies and procedures. Generally, this might include documentation such as the incident report, evidence collected, witness statements, and the outcome of the investigation. However, I am not certain about the exact requirements for the University of Liverpool, as policies can vary. For precise guidance, you should consult the Student Conduct Team or the relevant university department directly.
",,,0,81,False,True,10.23011410003528,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q055,What should an undergraduate student do if they are a victim of crime and need support?,paraphrased,medium,They should report the crime to the Police and may contact the University's Wellbeing Team for ongoing support. They can also report the incident to the University through its online reporting route.,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p14_c8,"

If you are a victim of crime as an undergraduate at the University of Liverpool, you should:  

1. **Contact the University’s Student Support or Wellbeing Services** immediately. They can provide guidance, connect you with appropriate resources (e.g., counseling, legal advice), and help you navigate next steps.  
2. **Report the incident to the police** (e.g., via the local police force or the university’s security team if applicable). This ensures an official record and may be necessary for legal or insurance purposes.  
3. **Seek medical or psychological support** if you’ve been injured or are experiencing trauma. The university’s health services or counseling team can assist with this.  
4. **Inform your department or academic office** if the crime impacts your studies (e.g., missed deadlines, need for extensions).  

If you’re unsure about specific services, the Student Support team can clarify options. Always prioritize your safety and wellbeing.
",,,0,143,False,False,10.719704200048,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q056,Why does the conduct policy require reliable identification before treating a substance as a Class A controlled drug?,reasoning,hard,Because the conduct classification depends on evidence that the substance is actually the controlled drug in question. It may be identified by the student or by a suitably qualified person or organisation rather than assumed without evidence.,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p10_c3,"

The conduct policy likely requires reliable identification of a substance as a Class A controlled drug to ensure legal compliance and accurate handling of incidents. Class A drugs are strictly regulated under UK law (e.g., the Misuse of Drugs Act 1971), and proper identification is necessary to confirm the substance's nature before taking disciplinary, medical, or legal actions. This step helps avoid misclassification, ensures appropriate responses (e.g., reporting to authorities, providing support), and aligns with both university policies and legal requirements. If the identification process is unclear or uncertain, the policy may mandate further verification (e.g., lab testing) to avoid errors.
",,,0,101,False,False,11.94803980004508,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q057,What happens after a disciplinary panel finds a breach and hears the reporting student's impact statement?,procedural,medium,"The responding student is invited to provide a reflection and any mitigating factors, after which the responding student and representative withdraw while the Panel considers what sanction or sanctions to impose.",Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p24_c2,"

After a disciplinary panel finds a breach and considers the reporting student's impact statement, the next steps typically involve:  

1. **Decision and Notification**: The panel will deliberate and issue a formal decision, which will be communicated to the student involved in the breach.  
2. **Sanctions**: If a breach is confirmed, the university may impose sanctions (e.g., formal warnings, suspension, or expulsion) based on the severity of the breach and the impact statement.  
3. **Appeal Process**: The student may have the right to appeal the decision, depending on university policies.  

However, the exact procedures and how the impact statement influences the outcome can vary. For precise details, I recommend consulting the University of Liverpool’s disciplinary guidelines or contacting the Student Support Office directly.
",,,0,122,False,False,9.904590200050734,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q058,What route is available to a postgraduate student who wants to challenge certain decisions of the Board of Examiners?,factual,easy,"The handbook directs students to the University's assessment-appeal process for eligible challenges to Board of Examiners decisions, subject to the applicable grounds and procedures.",University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c1,"

The University of Liverpool has a formal appeals process for challenging decisions made by the Board of Examiners. Postgraduate students are typically advised to submit a written appeal to the Head of School or the Pro-Vice-Chancellor (Education), following the procedures outlined in the university's Student Appeals Policy. However, I cannot confirm the exact steps or requirements without referencing the current policy. I recommend checking the official University of Liverpool student handbook or contacting Student Support Services for precise guidance.
",,,0,79,False,True,16.339667099993676,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q059,When should a concern move from Early Resolution to the Formal Complaint stage?,paraphrased,medium,"It should move to the formal stage if the student is dissatisfied with the Early Resolution response, cannot reasonably approach the person complained about, the matter is too serious for informal resolution, or an investigation is required.",Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1","

The transition from Early Resolution to the Formal Complaint stage typically occurs when the Early Resolution process does not resolve the concern satisfactorily, or if the student chooses to escalate the issue formally. However, the exact criteria (e.g., timeframes, specific unresolved issues) depend on the University of Liverpool’s official policies. For precise details, I recommend consulting the university’s Student Complaints and Appeals Policy or contacting the Student Support team directly.
",,,0,70,False,False,5.330974699929357,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q060,What reassessment opportunity may be available to an undergraduate student who fails up to 30 credits in the final year but still achieves an honours-level average?,factual,easy,"The handbook indicates that such students may be allowed reassessment of the failed modules, normally without attendance unless the Board of Examiners determines otherwise.",University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p30_c9,"

I am not certain about the specific reassessment opportunities for this scenario, as policies can vary depending on the program and academic regulations. It is advisable for the student to consult the University of Liverpool's official academic policies or contact the Student Support/Examinations Office",,,0,44,False,True,13.790580100030638,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q061,How are roles divided when an academic-integrity offence is investigated under the updated assessment arrangements?,factual,easy,"The Academic Integrity Officer investigates, the Academic Integrity Committee makes recommendations on the outcome, and the Board of Examiners makes the final decision on the offence and penalty.",University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c2","

I am not certain of the specific division of roles under the University of Liverpool's updated assessment arrangements for academic integrity offences. University policies can vary, and it is best to consult the official University guidelines or contact the Academic Integrity Office for precise information on their procedures.
",,,0,48,False,True,7.776839999947697,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q062,How should a self-funding student's tuition-fee deposit be treated when they pay the remaining programme fee?,procedural,medium,"If paying in full, the deposit is deducted from the full payment amount. If paying by instalments under the relevant sections, the deposit is deducted from the first instalment rather than from the overall fee amount.",University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p5_c4","

The treatment of a self-funding student's tuition-fee deposit when paying the remaining programme fee depends on the specific policies of the University of Liverpool. Generally, a deposit is often a non-refundable portion of the total tuition fee. However, without explicit confirmation from the university's financial office, I cannot provide definitive details. It is advisable for the student to consult the University of Liverpool's finance or student support services for accurate information tailored to their situation.
",,,0,75,False,True,15.245663900044747,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q063,What does the updated Recognition of Prior Learning policy imply about how prior credit must be matched to a programme?,reasoning,hard,"Prior learning credit must be recognised against specific learning outcomes rather than as general credit. The updated policy also incorporates QAA principles, permits group applications, and shifts oversight to Boards of Examiners and Faculty AQSCs.",University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p6_c1","

The updated Recognition of Prior Learning (RPL) policy at the University of Liverpool would typically outline specific criteria for how prior credit (e.g., work experience, informal learning, or previous qualifications) is assessed and matched to a program. However, **I cannot provide the exact implications of the ""updated"" policy** without access to the specific details of the latest policy changes. 

For accurate information, I recommend checking the official University of Liverpool RPL guidelines or contacting their Student Support Services directly. Policies can vary, and relying on outdated or assumed details might lead to incorrect conclusions.
",,,0,94,False,True,20.9049917999655,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q064,"When does the University recalculate programme fees after a student does not register, leaves, or interrupts study?",paraphrased,medium,"The University recalculates the programme fee when a student does not register or leaves or interrupts during the academic session. A student cannot claim a refund for periods during which they were registered, subject to the detailed refund rules.",University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p6_c1","

I don't have specific information about the exact timing or process for recalculating programme fees at the University of Liverpool in cases of non-registration, withdrawal, or interrupted study. University fee policies can vary depending on individual circumstances and academic regulations. I recommend contacting the University's Finance Office or reviewing their official fee schedule for precise details.
",,,0,56,False,True,6.63521810004022,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q065,What evidence is normally required if a student claims extenuating circumstances because of religious observance?,paraphrased,medium,"Independent documentary evidence is required, such as a letter from a minister or religious leader, and the student must show that participation was required and could not reasonably occur at another time that did not conflict with study or assessment.",University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p10_c3,"

The University of Liverpool typically requires students to provide evidence such as a formal letter explaining the religious observance, documentation from a religious authority (e.g., a letter from a religious leader or organization), and/or a timetable outlining the dates/times of the observance. However, the exact requirements may vary depending on the specific circumstances. For precise guidance, I recommend contacting the Student Support Services or the relevant academic office directly.
",,,0,69,False,False,6.953477700008079,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q066,Why should a student include all relevant issues and evidence when requesting a Review of a formal complaint?,reasoning,hard,"Because the Review request should explain the grounds, the complaint, why the student remains dissatisfied, the remedy sought, and all relevant evidence. New issues are not normally expected at Review unless they concern the way the Formal Stage was conducted.",Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c3","

When requesting a review of a formal complaint, including all relevant issues and evidence is essential to ensure the process is fair, thorough, and informed. This allows the review panel to fully understand the context, assess all aspects of the situation, and make a well-founded decision based on complete information. Omitting key details could lead to an incomplete or biased assessment, undermining the integrity of the review. If you're unsure about specific requirements, I recommend consulting the University of Liverpool's official complaint or review procedures for clarity.
",,,0,87,False,False,8.969965600059368,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q067,What may happen after a visa refusal if IAG assesses an appeal or administrative review as unlikely to succeed?,paraphrased,medium,"The student may be advised to interrupt or withdraw voluntarily. The University may then report the registration change to UKVI, withdraw sponsorship, and require the student to leave the UK; resuming later would require a new CAS and Student Route visa.",Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p13_c2,"

If the IAG (Immigration Advice Guarantee) assesses an appeal or administrative review as unlikely to succeed, it means they do not believe there is a strong basis for overturning the visa refusal. In this case, the appeal or review would likely be denied, and the original visa refusal would stand. The student would then need to accept the refusal and may need to explore alternative options, such as reapplying with new evidence or considering a different visa category, depending on their circumstances. However, the specific outcome depends on the details of the case and any further actions taken.
",,,0,98,False,False,19.164183900109492,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q068,What must a student provide if they request a late Review of a Formal Complaint outcome?,factual,easy,"They must make the case in writing to the Director of Student Experience and Enhancement, explain the reason for the delay, and provide documentary evidence supporting that reason. The Review request also needs the required form, grounds and complaint documentation.",Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2","

If a student requests a late Review of a Formal Complaint outcome at the University of Liverpool, they would typically need to provide a **valid reason for the delay** (e.g., new evidence, procedural issues, or exceptional circumstances) and may be required to submit **additional documentation or evidence** to support their case. However, the exact requirements can vary depending on the specific circumstances and university policies. 

Since I cannot confirm the precise details without referencing official guidelines, I recommend checking the university’s Student Handbook or contacting the Student Support Services team for accurate and up-to-date information.
",,,0,95,False,True,9.240252299932763,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q069,What does the University commit to when it issues a CAS under its Student sponsor licence?,paraphrased,medium,"By issuing a CAS, the University states that it wants the student to be granted permission to enter or remain in the UK to study at Liverpool and accepts the sponsor responsibilities associated with the Student Route licence.",Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p3_c1,"

The University of Liverpool, as a licensed sponsor under the Student sponsor licence, commits to confirming that the student has been accepted into a specific course of study and that the course meets the requirements set by the UK Visas and Immigration (UKVI) for a student visa. This includes ensuring the course details (e.g., duration, level, and content) are accurate and valid at the time of issuance. The University also commits to not making changes to the course or its details that would invalidate the student's visa. However, if there are specific legal or procedural obligations beyond this general framework, I would need to verify the exact terms of the sponsorship licence to provide a precise answer.
",,,0,117,False,False,14.43571069999598,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q070,Which broad topics are covered in the Postgraduate Handbook's sections on programme rules and student conduct?,paraphrased,medium,"The handbook covers programme structure and academic rules such as prior learning, registration periods, pass marks and classification, alongside academic misconduct, non-academic misconduct, disciplinary procedures and related student-life matters.",University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p2_c3,"

The Postgraduate Handbook's sections on programme rules and student conduct typically cover broad topics such as academic requirements (e.g., course structure, assessment criteria, progression rules), student responsibilities (e.g., attendance, deadlines, academic integrity), and conduct standards (e.g., behavior expectations, disciplinary procedures). However, the exact topics may vary depending on the specific programme and university policies. For precise details, I recommend consulting the latest version of the Postgraduate Handbook directly.
",,,0,68,False,False,8.178985200007446,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q071,When can a graduate apply for the Graduate Route visa according to the guide?,factual,easy,They can apply only after they have been successfully awarded an eligible qualification and after the University has confirmed that the required report has been made.,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p11_c3,"

The Graduate Route visa can typically be applied for after completing your course and obtaining a valid Certificate of Registration (CoR) from your university. However, the exact timing may depend on specific circumstances, such as when you leave the UK or when you secure a job. For precise details, I recommend checking the official UK government guidelines or contacting the University of Liverpool's international student support team, as policies can vary.
",,,0,71,False,True,13.429605899960734,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q072,How does the Diversity and Equality of Opportunity Policy relate to the University's other equality-related policies and plans?,reasoning,hard,"It acts as the overarching framework. More specific policies, statements and action plans—such as bullying and harassment, parental-leave policies, Equality Objectives, Athena Swan and Race Equality Charter plans—sit underneath and support it.","University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p30_c1,"

The Diversity and Equality of Opportunity Policy at the University of Liverpool is likely designed to complement other equality-related policies by establishing a foundational framework for equitable access, inclusion, and fairness across the institution. It may intersect with policies focused on specific protected characteristics (e.g., gender, race, disability) by ensuring that opportunities are distributed fairly and that systemic barriers are addressed holistically. However, without access to the University’s specific policy documents or official guidance, I cannot provide a definitive or detailed explanation of how these policies interrelate. For precise information, I recommend consulting the University’s Equality, Diversity, and Inclusion (EDI) resources or contacting their EDI office directly.
",,,0,107,False,True,13.329345100093633,
S0_llm_only,nvidia/nvidia-nemotron-nano-9b-v2,V2Q073,A student has an automatic right of appeal against an Informal Resolution outcome in a conduct case. Is that correct?,adversarial_false_premise,hard,No. There is no right of appeal against Informal Resolution. The student can instead ask for the matter to be reviewed under the Local Disciplinary Action procedures.,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p4_c2,"

The University of Liverpool's specific policies on conduct cases and appeals would determine this. However, I am not certain whether an automatic right of appeal exists for Informal Resolution outcomes. Policies can vary, and ""automatic"" appeal rights are not standard in all institutions. I recommend checking the official Student Conduct Policy or contacting the Student Support Services for precise guidance.
",,,0,60,False,True,7.947558999992907,
