system,question_id,question_type,difficulty,n_evidence_verified,gold_in_evidence,n_sentences,n_checkable,n_abstention,n_supported,n_supported_uncited,n_contradicted,n_unsupported,n_nei,faithfulness,unsupported_claim_rate,citation_accuracy,hallucination_risk
S3_corrective_rag,V2Q026,paraphrased,medium,4,0.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S3_corrective_rag,V2Q027,paraphrased,medium,4,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S3_corrective_rag,V2Q028,procedural,medium,4,1.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S3_corrective_rag,V2Q029,paraphrased,medium,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S3_corrective_rag,V2Q030,procedural,medium,5,1.0,3,3,0,2,0,0,1,0,0.6667,0.3333,1.0,MEDIUM
S3_corrective_rag,V2Q031,factual,easy,5,0.0,2,2,0,1,1,0,0,0,1.0,0.0,0.5,LOW
S3_corrective_rag,V2Q032,factual,easy,5,1.0,4,4,0,3,1,0,0,0,1.0,0.0,0.75,LOW
S3_corrective_rag,V2Q033,paraphrased,medium,5,1.0,4,4,0,2,2,0,0,0,1.0,0.0,0.5,LOW
S3_corrective_rag,V2Q034,procedural,medium,1,0.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S3_corrective_rag,V2Q035,reasoning,hard,5,1.0,3,3,0,0,3,0,0,0,1.0,0.0,0.0,LOW
S3_corrective_rag,V2Q036,paraphrased,medium,5,1.0,3,3,0,3,0,0,0,0,1.0,0.0,1.0,LOW
S3_corrective_rag,V2Q037,factual,easy,5,1.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S3_corrective_rag,V2Q038,reasoning,hard,5,1.0,4,4,0,3,0,0,1,0,0.75,0.25,1.0,MEDIUM
S3_corrective_rag,V2Q039,paraphrased,medium,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q040,factual,easy,5,1.0,3,3,0,2,1,0,0,0,1.0,0.0,0.6667,LOW
S3_corrective_rag,V2Q041,factual,easy,5,1.0,4,4,0,2,1,0,1,0,0.75,0.25,0.6667,MEDIUM
S3_corrective_rag,V2Q042,factual,easy,5,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q043,procedural,medium,1,1.0,2,2,0,1,1,0,0,0,1.0,0.0,0.5,LOW
S3_corrective_rag,V2Q044,reasoning,hard,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S3_corrective_rag,V2Q045,paraphrased,medium,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S3_corrective_rag,V2Q046,factual,easy,5,1.0,3,0,0,0,0,0,0,3,,,0.0,NO_CLAIMS
S3_corrective_rag,V2Q047,reasoning,hard,5,0.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S3_corrective_rag,V2Q048,factual,easy,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q049,factual,easy,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q050,reasoning,hard,5,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q051,procedural,medium,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q052,paraphrased,medium,2,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q053,reasoning,hard,5,0.0,5,5,0,1,3,0,1,0,0.8,0.2,0.25,LOW
S3_corrective_rag,V2Q054,procedural,medium,5,1.0,4,3,0,2,1,0,0,1,1.0,0.0,0.6667,LOW
S3_corrective_rag,V2Q055,paraphrased,medium,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q056,reasoning,hard,2,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q057,procedural,medium,5,0.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S3_corrective_rag,V2Q058,factual,easy,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q059,paraphrased,medium,5,1.0,2,2,0,1,1,0,0,0,1.0,0.0,0.5,LOW
S3_corrective_rag,V2Q060,factual,easy,5,1.0,3,3,0,1,2,0,0,0,1.0,0.0,0.3333,LOW
S3_corrective_rag,V2Q061,factual,easy,2,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q062,procedural,medium,5,1.0,2,2,0,1,1,0,0,0,1.0,0.0,0.5,LOW
S3_corrective_rag,V2Q063,reasoning,hard,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q064,paraphrased,medium,5,1.0,2,2,0,0,2,0,0,0,1.0,0.0,0.0,LOW
S3_corrective_rag,V2Q065,paraphrased,medium,5,1.0,2,2,0,2,0,0,0,0,1.0,0.0,1.0,LOW
S3_corrective_rag,V2Q066,reasoning,hard,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q067,paraphrased,medium,5,0.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S3_corrective_rag,V2Q068,factual,easy,5,1.0,4,4,0,3,1,0,0,0,1.0,0.0,0.75,LOW
S3_corrective_rag,V2Q069,paraphrased,medium,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S3_corrective_rag,V2Q070,paraphrased,medium,3,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q071,factual,easy,3,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S3_corrective_rag,V2Q072,reasoning,hard,5,1.0,2,2,0,2,0,0,0,0,1.0,0.0,1.0,LOW
S3_corrective_rag,V2Q073,adversarial_false_premise,hard,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q074,factual,easy,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q075,procedural,medium,5,1.0,3,3,0,1,1,0,1,0,0.6667,0.3333,0.5,MEDIUM
S3_corrective_rag,V2Q076,reasoning,hard,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q077,adversarial_false_premise,hard,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q078,procedural,medium,2,0.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S3_corrective_rag,V2Q079,factual,easy,1,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q080,paraphrased,medium,2,1.0,1,1,0,0,1,0,0,0,1.0,0.0,,LOW
S3_corrective_rag,V2Q081,factual,easy,5,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q082,paraphrased,medium,5,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q083,multi_document_comparison,hard,1,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q084,multi_document_comparison,hard,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q085,multi_document_comparison,hard,5,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q086,multi_document_comparison,hard,4,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q087,multi_document_comparison,hard,5,0.5,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q088,multi_document_comparison,hard,5,1.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q089,multi_document_comparison,hard,5,0.0,4,4,0,3,1,0,0,0,1.0,0.0,0.75,LOW
S3_corrective_rag,V2Q090,multi_document_comparison,hard,5,0.0,4,4,0,2,1,0,1,0,0.75,0.25,0.6667,MEDIUM
S3_corrective_rag,V2Q091,multi_document_comparison,hard,5,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q092,multi_document_comparison,hard,5,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q093,multi_document_synthesis,hard,5,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q094,multi_document_synthesis,hard,5,1.0,2,2,0,1,1,0,0,0,1.0,0.0,0.5,LOW
S3_corrective_rag,V2Q095,multi_document_synthesis,hard,5,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q096,multi_document_synthesis,hard,5,0.5,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S3_corrective_rag,V2Q097,multi_document_synthesis,hard,5,0.0,4,4,0,3,0,0,1,0,0.75,0.25,1.0,MEDIUM
S3_corrective_rag,V2Q098,multi_document_synthesis,hard,5,0.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S3_corrective_rag,V2Q099,multi_document_synthesis,hard,5,0.5,4,4,0,2,2,0,0,0,1.0,0.0,0.5,LOW
S3_corrective_rag,V2Q100,multi_document_synthesis,hard,5,0.5,2,2,0,1,1,0,0,0,1.0,0.0,0.5,LOW
S3_corrective_rag,V2Q101,multi_document_synthesis,hard,5,0.5,3,0,3,0,0,0,0,3,,,,ABSTAINED
S3_corrective_rag,V2Q102,multi_document_synthesis,hard,2,0.0,3,0,3,0,0,0,0,3,,,,ABSTAINED
S2_modular_rag,V2Q001,paraphrased,medium,5,1.0,1,1,0,0,0,0,1,0,0.0,1.0,0.0,HIGH
S2_modular_rag,V2Q002,paraphrased,medium,5,1.0,2,2,0,2,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q003,procedural,medium,5,1.0,2,2,0,0,2,0,0,0,1.0,0.0,0.0,LOW
S2_modular_rag,V2Q004,paraphrased,medium,3,1.0,5,5,0,3,0,0,2,0,0.6,0.4,1.0,MEDIUM
S2_modular_rag,V2Q005,adversarial_false_premise,hard,5,1.0,4,4,0,1,1,1,1,0,0.5,0.5,0.5,HIGH
S2_modular_rag,V2Q006,factual,easy,5,1.0,4,4,0,4,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q007,factual,easy,5,1.0,2,2,0,1,0,1,0,0,0.5,0.5,1.0,HIGH
S2_modular_rag,V2Q008,procedural,medium,5,1.0,3,3,0,2,0,0,1,0,0.6667,0.3333,1.0,MEDIUM
S2_modular_rag,V2Q009,paraphrased,medium,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q010,paraphrased,medium,5,1.0,12,10,0,5,1,0,4,2,0.6,0.4,0.8333,MEDIUM
S2_modular_rag,V2Q011,adversarial_false_premise,hard,5,1.0,3,3,0,0,1,0,2,0,0.3333,0.6667,,HIGH
S2_modular_rag,V2Q012,adversarial_false_premise,hard,5,1.0,5,5,0,2,1,1,1,0,0.6,0.4,0.6667,HIGH
S2_modular_rag,V2Q013,factual,easy,5,0.0,3,3,0,1,1,0,1,0,0.6667,0.3333,0.5,MEDIUM
S2_modular_rag,V2Q014,factual,easy,5,1.0,3,3,0,0,1,1,1,0,0.3333,0.6667,0.0,HIGH
S2_modular_rag,V2Q015,adversarial_false_premise,hard,5,1.0,6,6,0,2,3,1,0,0,0.8333,0.1667,0.4,HIGH
S2_modular_rag,V2Q016,factual,easy,1,1.0,2,2,0,0,1,0,1,0,0.5,0.5,0.0,MEDIUM
S2_modular_rag,V2Q017,procedural,medium,5,1.0,7,5,0,4,0,0,1,2,0.8,0.2,1.0,LOW
S2_modular_rag,V2Q018,paraphrased,medium,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q019,reasoning,hard,5,0.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S2_modular_rag,V2Q020,paraphrased,medium,5,1.0,2,2,0,0,1,0,1,0,0.5,0.5,0.0,MEDIUM
S2_modular_rag,V2Q021,factual,easy,5,1.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S2_modular_rag,V2Q022,paraphrased,medium,5,1.0,2,2,0,2,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q023,adversarial_false_premise,hard,5,1.0,3,3,0,1,1,0,1,0,0.6667,0.3333,0.5,MEDIUM
S2_modular_rag,V2Q024,factual,easy,5,1.0,2,2,0,2,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q025,factual,easy,1,0.0,5,4,0,3,0,0,1,1,0.75,0.25,1.0,MEDIUM
S2_modular_rag,V2Q026,paraphrased,medium,4,0.0,2,2,0,1,0,1,0,0,0.5,0.5,1.0,HIGH
S2_modular_rag,V2Q027,paraphrased,medium,4,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q028,procedural,medium,4,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q029,paraphrased,medium,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q030,procedural,medium,5,1.0,2,2,0,1,0,0,1,0,0.5,0.5,1.0,MEDIUM
S2_modular_rag,V2Q031,factual,easy,5,0.0,2,2,0,1,0,1,0,0,0.5,0.5,1.0,HIGH
S2_modular_rag,V2Q032,factual,easy,5,1.0,4,4,0,3,1,0,0,0,1.0,0.0,0.75,LOW
S2_modular_rag,V2Q033,paraphrased,medium,5,1.0,4,4,0,2,2,0,0,0,1.0,0.0,0.5,LOW
S2_modular_rag,V2Q034,procedural,medium,1,0.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q035,reasoning,hard,5,1.0,2,2,0,0,1,0,1,0,0.5,0.5,0.0,MEDIUM
S2_modular_rag,V2Q036,paraphrased,medium,5,1.0,4,4,0,2,0,1,1,0,0.5,0.5,1.0,HIGH
S2_modular_rag,V2Q037,factual,easy,5,1.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S2_modular_rag,V2Q038,reasoning,hard,5,1.0,2,2,0,0,1,0,1,0,0.5,0.5,0.0,MEDIUM
S2_modular_rag,V2Q039,paraphrased,medium,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q040,factual,easy,5,1.0,7,7,0,2,2,3,0,0,0.5714,0.4286,0.5,HIGH
S2_modular_rag,V2Q041,factual,easy,5,1.0,2,2,0,2,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q042,factual,easy,5,0.0,5,5,0,1,1,3,0,0,0.4,0.6,0.5,HIGH
S2_modular_rag,V2Q043,procedural,medium,1,1.0,2,2,0,1,1,0,0,0,1.0,0.0,0.5,LOW
S2_modular_rag,V2Q044,reasoning,hard,5,1.0,3,3,0,2,1,0,0,0,1.0,0.0,0.6667,LOW
S2_modular_rag,V2Q045,paraphrased,medium,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q046,factual,easy,5,1.0,4,2,0,2,0,0,0,2,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q047,reasoning,hard,5,0.0,5,5,0,0,4,1,0,0,0.8,0.2,0.0,HIGH
S2_modular_rag,V2Q048,factual,easy,5,1.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S2_modular_rag,V2Q049,factual,easy,5,1.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S2_modular_rag,V2Q050,reasoning,hard,5,0.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S2_modular_rag,V2Q051,procedural,medium,5,1.0,4,4,0,0,3,1,0,0,0.75,0.25,0.0,HIGH
S2_modular_rag,V2Q052,paraphrased,medium,2,1.0,3,3,0,0,1,0,2,0,0.3333,0.6667,0.0,HIGH
S2_modular_rag,V2Q053,reasoning,hard,5,0.0,5,5,0,1,3,0,1,0,0.8,0.2,0.25,LOW
S2_modular_rag,V2Q054,procedural,medium,5,1.0,0,0,0,0,0,0,0,0,,,,NO_CLAIMS
S2_modular_rag,V2Q055,paraphrased,medium,5,1.0,3,3,0,1,0,0,2,0,0.3333,0.6667,1.0,HIGH
S2_modular_rag,V2Q056,reasoning,hard,2,1.0,3,3,0,1,0,0,2,0,0.3333,0.6667,1.0,HIGH
S2_modular_rag,V2Q057,procedural,medium,5,0.0,6,6,0,4,1,1,0,0,0.8333,0.1667,0.8,HIGH
S2_modular_rag,V2Q058,factual,easy,5,1.0,2,2,0,1,0,0,1,0,0.5,0.5,1.0,MEDIUM
S2_modular_rag,V2Q059,paraphrased,medium,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q060,factual,easy,5,1.0,3,3,0,1,2,0,0,0,1.0,0.0,0.3333,LOW
S2_modular_rag,V2Q061,factual,easy,2,0.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q062,procedural,medium,5,1.0,4,3,0,2,0,1,0,1,0.6667,0.3333,1.0,HIGH
S2_modular_rag,V2Q063,reasoning,hard,5,1.0,2,2,0,0,0,2,0,0,0.0,1.0,0.0,HIGH
S2_modular_rag,V2Q064,paraphrased,medium,5,1.0,1,1,0,0,1,0,0,0,1.0,0.0,0.0,LOW
S2_modular_rag,V2Q065,paraphrased,medium,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q066,reasoning,hard,5,1.0,3,3,0,1,1,0,1,0,0.6667,0.3333,0.5,MEDIUM
S2_modular_rag,V2Q067,paraphrased,medium,5,0.0,3,3,0,1,0,2,0,0,0.3333,0.6667,1.0,HIGH
S2_modular_rag,V2Q068,factual,easy,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q069,paraphrased,medium,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q070,paraphrased,medium,3,0.0,5,5,0,0,1,0,4,0,0.2,0.8,0.0,HIGH
S2_modular_rag,V2Q071,factual,easy,3,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q072,reasoning,hard,5,1.0,2,2,0,2,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q073,adversarial_false_premise,hard,5,1.0,3,3,0,1,0,1,1,0,0.3333,0.6667,1.0,HIGH
S2_modular_rag,V2Q074,factual,easy,5,1.0,3,2,0,0,0,2,0,1,0.0,1.0,,HIGH
S2_modular_rag,V2Q075,procedural,medium,5,1.0,1,1,0,1,0,0,0,0,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q076,reasoning,hard,5,1.0,7,6,0,2,1,0,3,1,0.5,0.5,0.6667,MEDIUM
S2_modular_rag,V2Q077,adversarial_false_premise,hard,5,1.0,8,8,0,1,1,6,0,0,0.25,0.75,0.5,HIGH
S2_modular_rag,V2Q078,procedural,medium,2,0.0,2,1,0,1,0,0,0,1,1.0,0.0,1.0,LOW
S2_modular_rag,V2Q079,factual,easy,1,0.0,2,2,0,0,0,0,2,0,0.0,1.0,0.0,HIGH
S2_modular_rag,V2Q080,paraphrased,medium,2,1.0,1,1,0,0,1,0,0,0,1.0,0.0,,LOW
S2_modular_rag,V2Q081,factual,easy,5,0.0,1,1,0,0,0,0,1,0,0.0,1.0,0.0,HIGH
S2_modular_rag,V2Q082,paraphrased,medium,5,0.0,1,1,0,0,1,0,0,0,1.0,0.0,,LOW
S2_modular_rag,V2Q083,multi_document_comparison,hard,1,0.0,5,5,0,0,0,0,5,0,0.0,1.0,0.0,HIGH
S2_modular_rag,V2Q084,multi_document_comparison,hard,5,1.0,3,3,0,0,0,0,3,0,0.0,1.0,0.0,HIGH
S2_modular_rag,V2Q085,multi_document_comparison,hard,5,0.0,5,5,0,0,0,4,1,0,0.0,1.0,,HIGH
S2_modular_rag,V2Q086,multi_document_comparison,hard,4,0.0,4,4,0,0,1,2,1,0,0.25,0.75,,HIGH
S2_modular_rag,V2Q087,multi_document_comparison,hard,5,0.5,5,5,0,2,0,0,3,0,0.4,0.6,1.0,HIGH
S2_modular_rag,V2Q088,multi_document_comparison,hard,5,1.0,7,6,0,2,1,2,1,1,0.5,0.5,0.6667,HIGH
S2_modular_rag,V2Q089,multi_document_comparison,hard,5,0.0,2,2,0,0,0,1,1,0,0.0,1.0,0.0,HIGH
S2_modular_rag,V2Q090,multi_document_comparison,hard,5,0.0,6,5,0,2,3,0,0,1,1.0,0.0,0.4,LOW
S2_modular_rag,V2Q091,multi_document_comparison,hard,5,0.0,2,2,0,1,0,1,0,0,0.5,0.5,1.0,HIGH
S2_modular_rag,V2Q092,multi_document_comparison,hard,5,0.0,4,4,0,0,0,1,3,0,0.0,1.0,0.0,HIGH
S2_modular_rag,V2Q093,multi_document_synthesis,hard,5,0.0,5,5,0,1,2,1,1,0,0.6,0.4,0.3333,HIGH
S2_modular_rag,V2Q094,multi_document_synthesis,hard,5,1.0,3,3,0,2,1,0,0,0,1.0,0.0,0.6667,LOW
S2_modular_rag,V2Q095,multi_document_synthesis,hard,5,0.0,2,2,0,1,1,0,0,0,1.0,0.0,0.5,LOW
S2_modular_rag,V2Q096,multi_document_synthesis,hard,5,0.5,3,3,0,1,0,1,1,0,0.3333,0.6667,1.0,HIGH
S2_modular_rag,V2Q097,multi_document_synthesis,hard,5,0.0,3,3,0,2,0,0,1,0,0.6667,0.3333,1.0,MEDIUM
S2_modular_rag,V2Q098,multi_document_synthesis,hard,5,0.0,6,6,0,0,3,0,3,0,0.5,0.5,0.0,MEDIUM
S2_modular_rag,V2Q099,multi_document_synthesis,hard,5,0.5,3,3,0,2,0,1,0,0,0.6667,0.3333,1.0,HIGH
S2_modular_rag,V2Q100,multi_document_synthesis,hard,5,0.5,2,2,0,1,1,0,0,0,1.0,0.0,0.5,LOW
S2_modular_rag,V2Q101,multi_document_synthesis,hard,5,0.5,4,3,0,0,1,0,2,1,0.3333,0.6667,0.0,HIGH
S2_modular_rag,V2Q102,multi_document_synthesis,hard,2,0.0,4,4,0,0,1,0,3,0,0.25,0.75,0.0,HIGH
