question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,rewritten_query,rewrite_applied,top_1_chunk_id,top_1_document,top_1_score,top_1_hit,hit_at_3,hit_at_5,precision_at_5,recall_at_5,full_evidence_coverage_at_5,mrr_at_5,retrieval_time_seconds,retrieved_chunk_ids,retrieved_documents,retrieved_pages,original_ranks,rewritten_ranks,metadata_boosts,notes
V2Q001,"A Student Route visa holder spends an intercalated year at another UK university. What evidence must they give Liverpool, and by when?",paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p11_c2,1,"A Student Route visa holder spends an intercalated year at another UK university. What evidence must they give Liverpool, and by when?",False,UOL_UKVI_complience.pdf_p11_c2,Policy on UKVI Compliance — Student Route,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.072320899926126,UOL_UKVI_complience.pdf_p11_c2 | UOL_UKVI_complience.pdf_p11_c3 | UOL_UKVI_complience.pdf_p11_c1 | UOL_UKVI_complience.pdf_p10_c3 | UOL_UKVI_complience.pdf_p6_c1,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,11 | 11 | 11 | 10 | 6,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write the question using wording different from the source while preserving the same meaning.
V2Q023,A complaint reviewer must always meet or correspond with the student throughout the review. Is that correct?,adversarial_false_premise,hard,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c3",1,A complaint reviewer must always meet or correspond with the student throughout the review. Is that correct?,False,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c2",Student Complaints Policy and Procedure,0.01626123744050767,False,True,True,0.2,1.0,True,0.5,0.04403589991852641,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p17_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p15_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p16_c2",Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure,17 | 17 | 15 | 12 | 16,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Create a plausible but false premise that the evidence allows the system to explicitly reject.
V2Q024,What happens to a Student Route visa holder who reaches Stage Three and then fails to meet the agreed re-engagement conditions?,factual,easy,"Student Attendance Policy — Revised July 2025, Version 1.3","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c5",1,What happens to a Student Route visa holder who reaches Stage Three and then fails to meet the agreed re-engagement conditions?,False,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c4","Student Attendance Policy — Revised July 2025, Version 1.3",0.016001024065540194,False,True,True,0.2,1.0,True,0.5,0.0479609000030905,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c4 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c5 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c4 | UOL_UKVI_complience.pdf_p10_c3 | UOL_UKVI_complience.pdf_p8_c2","Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route",7 | 9 | 9 | 10 | 8,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write a direct factual question answerable from the gold evidence.
V2Q025,What basic security precautions does the Undergraduate Handbook recommend for personal property and accommodation?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p13_c5,1,What basic security precautions does the Undergraduate Handbook recommend for personal property and accommodation?,False,UOL_undergraduate_handbook.pdf_p13_c9,University of Liverpool Undergraduate Handbook,0.016133229247983348,False,False,False,0.0,0.0,False,0.0,0.05229760007932782,UOL_undergraduate_handbook.pdf_p13_c9 | UOL_postgraduate_handbook.pdf_p13_c1 | UOL_undergraduate_handbook.pdf_p13_c1 | UOL_postgraduate_handbook.pdf_p13_c9 | UOL_undergraduate_handbook.pdf_p13_c8,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook,13 | 13 | 13 | 13 | 13,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write a direct factual question answerable from the gold evidence.
V2Q026,"According to the Postgraduate Handbook, how should students protect belongings and report a crime?",paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p13_c6,1,"According to the Postgraduate Handbook, how should students protect belongings and report a crime?",False,UOL_undergraduate_handbook.pdf_p14_c1,University of Liverpool Undergraduate Handbook,0.014109697933227345,False,False,False,0.0,0.0,False,0.0,0.05243959999643266,UOL_undergraduate_handbook.pdf_p14_c1 | UOL_postgraduate_handbook.pdf_p14_c1 | UOL_postgraduate_handbook.pdf_p8_c10 | UOL_postgraduate_handbook.pdf_p13_c9 | UOL_postgraduate_handbook.pdf_p36_c9,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook,14 | 14 | 8 | 13 | 36,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write the question using wording different from the source while preserving the same meaning.
V2Q027,What is the purpose of the Stage Two attendance meeting?,paraphrased,medium,"Student Attendance Policy — Revised July 2025, Version 1.3","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c2",1,What is the purpose of the Stage Two attendance meeting?,False,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c2","Student Attendance Policy — Revised July 2025, Version 1.3",0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.039271899964660406,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c2 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c1 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p6_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p6_c2","Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3",7 | 7 | 7 | 6 | 6,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write the question using wording different from the source while preserving the same meaning.
V2Q028,"If a student cannot receive meningitis immunisation before starting University, whom should they contact for advice?",procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p15_c7,1,"If a student cannot receive meningitis immunisation before starting University, whom should they contact for advice?",False,UOL_undergraduate_handbook.pdf_p15_c7,University of Liverpool Undergraduate Handbook,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.03890460007824004,UOL_undergraduate_handbook.pdf_p15_c7 | UOL_postgraduate_handbook.pdf_p15_c7 | UOL_postgraduate_handbook.pdf_p15_c8 | UOL_undergraduate_handbook.pdf_p15_c8 | UOL_undergraduate_handbook.pdf_p15_c6,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,15 | 15 | 15 | 15 | 15,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q029,What approach does the University take before applying certain academic sanctions for outstanding programme-fee debt?,paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p7_c5",1,What approach does the University take before applying certain academic sanctions for outstanding programme-fee debt?,False,"UOL_payment_policy_2026,2027.pdf_p7_c5",University of Liverpool Payment Policy 2026-27,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.04007859993726015,"UOL_payment_policy_2026,2027.pdf_p7_c5 | UOL_payment_policy_2026,2027.pdf_p7_c4 | UOL_payment_policy_2026,2027.pdf_p7_c3 | UOL_payment_policy_2026,2027.pdf_p3_c3 | UOL_payment_policy_2026,2027.pdf_p7_c1",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,7 | 7 | 7 | 3 | 7,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write the question using wording different from the source while preserving the same meaning.
V2Q030,Where can a student experiencing financial hardship seek University support?,procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p19_c2,1,Where can a student experiencing financial hardship seek University support?,False,UOL_undergraduate_handbook.pdf_p19_c2,University of Liverpool Undergraduate Handbook,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.03933800011873245,"UOL_undergraduate_handbook.pdf_p19_c2 | UOL_postgraduate_handbook.pdf_p19_c7 | UOL_payment_policy_2026,2027.pdf_p10_c2 | UOL_payment_policy_2026,2027.pdf_p2_c1 | UOL_postgraduate_handbook.pdf_p19_c6",University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Postgraduate Handbook,19 | 19 | 10 | 2 | 19,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q031,How is an undergraduate degree classification primarily determined according to the handbook?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p29_c9,1,How is an undergraduate degree classification primarily determined according to the handbook?,False,UOL_undergraduate_handbook.pdf_p29_c10,University of Liverpool Undergraduate Handbook,0.016001024065540194,False,False,False,0.0,0.0,False,0.0,0.0511564000044018,UOL_undergraduate_handbook.pdf_p29_c10 | UOL_undergraduate_handbook.pdf_p32_c7 | UOL_undergraduate_handbook.pdf_p26_c10 | UOL_undergraduate_handbook.pdf_p30_c10 | UOL_undergraduate_handbook.pdf_p4_c1,University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,29 | 32 | 26 | 30 | 4,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write a direct factual question answerable from the gold evidence.
V2Q032,What factors are considered when deciding whether conduct has the effect required for harassment?,factual,easy,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p23_c1,1,What factors are considered when deciding whether conduct has the effect required for harassment?,False,UOL_diversity-equality-opportunity-policy.pdf_p23_c1,"University of Liverpool Diversity, Equality and Opportunity Policy",0.015339578454332554,True,True,True,0.2,1.0,True,1.0,0.04429169977083802,UOL_diversity-equality-opportunity-policy.pdf_p23_c1 | UOL_diversity-equality-opportunity-policy.pdf_p22_c4 | UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_diversity-equality-opportunity-policy.pdf_p22_c3 | UOL_diversity-equality-opportunity-policy.pdf_p20_c3,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",23 | 22 | 23 | 22 | 20,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write a direct factual question answerable from the gold evidence.
V2Q033,When might an international student need a new or updated ATAS certificate during their studies?,paraphrased,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p4_c6,1,When might an international student need a new or updated ATAS certificate during their studies?,False,UOL_UKVI_complience.pdf_p12_c4,Policy on UKVI Compliance — Student Route,0.01639344262295082,False,False,False,0.0,0.0,False,0.0,0.04454729985445738,UOL_UKVI_complience.pdf_p12_c4 | UOL_UKVI_complience.pdf_p12_c3 | UOL_student_guide_visa_holders.pdf_p11_c3 | UOL_student_guide_visa_holders.pdf_p4_c5 | UOL_student_guide_visa_holders.pdf_p11_c1,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026,12 | 12 | 11 | 4 | 11,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write the question using wording different from the source while preserving the same meaning.
V2Q034,What are Schools or Institutes expected to ensure about assessment arrangements?,procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p23_c10,1,What are Schools or Institutes expected to ensure about assessment arrangements?,False,UOL_undergraduate_handbook.pdf_p23_c9,University of Liverpool Undergraduate Handbook,0.016133229247983348,False,True,True,0.2,1.0,True,0.3333333333333333,0.042647199938073754,UOL_undergraduate_handbook.pdf_p23_c9 | UOL_postgraduate_handbook.pdf_p27_c3 | UOL_undergraduate_handbook.pdf_p23_c10 | UOL_postgraduate_handbook.pdf_p27_c2 | UOL_extenuating_circumstances_policy.pdf_p5_c1,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Extenuating Circumstances Policy,23 | 27 | 23 | 27 | 5,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q035,"If an assessment is re-taken as an uncapped first attempt because of accepted extenuating circumstances, how is the new mark treated?",reasoning,hard,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c5,1,"If an assessment is re-taken as an uncapped first attempt because of accepted extenuating circumstances, how is the new mark treated?",False,UOL_extenuating_circumstances_policy.pdf_p15_c5,University of Liverpool Extenuating Circumstances Policy,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.04488829988986254,UOL_extenuating_circumstances_policy.pdf_p15_c5 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p13_c4 | UOL_undergraduate_handbook.pdf_p28_c2 | UOL_extenuating_circumstances_policy.pdf_p15_c2,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Extenuating Circumstances Policy,15 | 15 | 13 | 28 | 15,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Require interpretation of the evidence rather than simple keyword copying.
V2Q036,What kind of unwanted behaviour may amount to harassment under the University's equality policy?,paraphrased,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p20_c4,1,What kind of unwanted behaviour may amount to harassment under the University's equality policy?,False,UOL_diversity-equality-opportunity-policy.pdf_p23_c2,"University of Liverpool Diversity, Equality and Opportunity Policy",0.01626123744050767,False,False,False,0.0,0.0,False,0.0,0.04584769997745752,UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_diversity-equality-opportunity-policy.pdf_p20_c3 | UOL_diversity-equality-opportunity-policy.pdf_p22_c1 | UOL_diversity-equality-opportunity-policy.pdf_p9_c2 | UOL_diversity-equality-opportunity-policy.pdf_p21_c3,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",23 | 20 | 22 | 9 | 21,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write the question using wording different from the source while preserving the same meaning.
V2Q037,How often must postgraduate research students normally record meetings with their supervisor?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p6_c3,1,How often must postgraduate research students normally record meetings with their supervisor?,False,UOL_undergraduate_handbook.pdf_p42_c10,University of Liverpool Undergraduate Handbook,0.01510676965015902,False,False,False,0.0,0.0,False,0.0,0.03985100006684661,"UOL_undergraduate_handbook.pdf_p42_c10 | UOL_postgraduate_handbook.pdf_p38_c10 | UOL_UKVI_complience.pdf_p9_c3 | UOL_UKVI_complience.pdf_p10_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c3",University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Complaints Policy and Procedure,42 | 38 | 9 | 10 | 11,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write a direct factual question answerable from the gold evidence.
V2Q038,Why does the Postgraduate Handbook tell students to use the correct academic regulations and codes for their cohort and degree?,reasoning,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p22_c7,1,Why does the Postgraduate Handbook tell students to use the correct academic regulations and codes for their cohort and degree?,False,UOL_postgraduate_handbook.pdf_p22_c7,University of Liverpool Postgraduate Handbook,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.04176330007612705,UOL_postgraduate_handbook.pdf_p22_c7 | UOL_UKVI_complience.pdf_p3_c3 | UOL_postgraduate_handbook.pdf_p4_c1 | UOL_undergraduate_handbook.pdf_p4_c1 | UOL_undergraduate_handbook.pdf_p22_c8,University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook,22 | 3 | 4 | 4 | 22,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Require interpretation of the evidence rather than simple keyword copying.
V2Q039,How does the Student Loans Company pay a 2026–27 programme-fee loan to the University?,paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p2_c3",1,How does the Student Loans Company pay a 2026–27 programme-fee loan to the University?,False,"UOL_payment_policy_2026,2027.pdf_p2_c3",University of Liverpool Payment Policy 2026-27,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.042288499884307384,"UOL_payment_policy_2026,2027.pdf_p2_c3 | UOL_payment_policy_2026,2027.pdf_p4_c3 | UOL_payment_policy_2026,2027.pdf_p1_c1 | UOL_payment_policy_2026,2027.pdf_p3_c1 | UOL_payment_policy_2026,2027.pdf_p4_c4",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27,2 | 4 | 1 | 3 | 4,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write the question using wording different from the source while preserving the same meaning.
V2Q040,Can complaints about harassment or sexual misconduct be handled under policies other than the Student Complaints Policy?,factual,easy,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2",1,Can complaints about harassment or sexual misconduct be handled under policies other than the Student Complaints Policy? official policy formal policy procedures regulations student programme fees accommodation fees fines and charges,True,UOL_student_conduct1.pdf_p11_c1,Student Conduct Procedures — Appendix A,0.08106511544011544,False,False,False,0.0,0.0,False,0.0,0.11607269989326596,UOL_student_conduct1.pdf_p11_c1 | UOL_student_conduct1.pdf_p4_c4 | UOL_student_conduct1.pdf_p7_c1 | UOL_student_conduct1.pdf_p10_c5 | UOL_student_conduct1.pdf_p13_c4,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,11 | 4 | 7 | 10 | 13,3 | 8 | 9 | 23 | 26,6 | 9 | 12 | 25 | 23,0.05 | 0.05 | 0.05 | 0.05 | 0.05,Write a direct factual question answerable from the gold evidence.
V2Q041,What may happen if accepted extenuating circumstances affect an undergraduate student's final-year performance but enough assessed work exists to determine an award?,factual,easy,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c5,1,What may happen if accepted extenuating circumstances affect an undergraduate student's final-year performance but enough assessed work exists to determine an award?,False,UOL_extenuating_circumstances_policy.pdf_p13_c5,University of Liverpool Extenuating Circumstances Policy,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.058263199869543314,UOL_extenuating_circumstances_policy.pdf_p13_c5 | UOL_undergraduate_handbook.pdf_p30_c2 | UOL_extenuating_circumstances_policy.pdf_p14_c5 | UOL_extenuating_circumstances_policy.pdf_p13_c6 | UOL_extenuating_circumstances_policy.pdf_p14_c1,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,13 | 30 | 14 | 13 | 14,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write a direct factual question answerable from the gold evidence.
V2Q042,How is unauthorised use of University premises classified in the indicative student-conduct sanctions table?,factual,easy,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p9_c4,1,How is unauthorised use of University premises classified in the indicative student-conduct sanctions table?,False,UOL_undergraduate_handbook.pdf_p40_c10,University of Liverpool Undergraduate Handbook,0.015504807692307693,False,False,False,0.0,0.0,False,0.0,0.042476800037547946,UOL_undergraduate_handbook.pdf_p40_c10 | UOL_undergraduate_handbook.pdf_p39_c1 | UOL_undergraduate_handbook.pdf_p39_c8 | UOL_student_conduct2.pdf_p2_c1 | UOL_student_conduct2.pdf_p1_c1,University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B,40 | 39 | 39 | 2 | 1,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write a direct factual question answerable from the gold evidence.
V2Q043,"During a Master's dissertation or PhD writing-up period, how should a Student visa holder treat that period for work and residence purposes?",procedural,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p2_c4,1,"During a Master's dissertation or PhD writing-up period, how should a Student visa holder treat that period for work and residence purposes?",False,UOL_student_guide_visa_holders.pdf_p2_c4,Student Guide for UK Visa Holders 2026,0.016133229247983348,True,True,True,0.2,1.0,True,1.0,0.04410320008173585,"UOL_student_guide_visa_holders.pdf_p2_c4 | UOL_student_guide_visa_holders.pdf_p3_c3 | UOL_UKVI_complience.pdf_p10_c3 | UOL_student_guide_visa_holders.pdf_p10_c1 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p4_c3","Student Guide for UK Visa Holders 2026 | Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Attendance Policy — Revised July 2025, Version 1.3",2 | 3 | 10 | 10 | 4,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q044,Can the University start a student-conduct investigation from an anonymous report?,reasoning,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p3_c3,1,Can the University start a student-conduct investigation from an anonymous report?,False,UOL_student_conduct1.pdf_p3_c3,Student Conduct Procedures — Appendix A,0.01626123744050767,True,True,True,0.2,1.0,True,1.0,0.03799020010046661,"UOL_student_conduct1.pdf_p3_c3 | UOL_student_conduct1.pdf_p3_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p7_c4 | UOL_student_conduct1.pdf_p13_c3 | UOL_postgraduate_handbook.pdf_p36_c8",Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A | University of Liverpool Postgraduate Handbook,3 | 3 | 7 | 13 | 36,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Require interpretation of the evidence rather than simple keyword copying.
V2Q045,What must an international student do when their personal contact details change?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p14_c1,1,What must an international student do when their personal contact details change?,False,UOL_UKVI_complience.pdf_p14_c1,Policy on UKVI Compliance — Student Route,0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.03819440002553165,UOL_UKVI_complience.pdf_p14_c1 | UOL_UKVI_complience.pdf_p4_c4 | UOL_undergraduate_handbook.pdf_p11_c5 | UOL_postgraduate_handbook.pdf_p11_c5 | UOL_UKVI_complience.pdf_p5_c5,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | Policy on UKVI Compliance — Student Route,14 | 4 | 11 | 11 | 5,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write the question using wording different from the source while preserving the same meaning.
V2Q046,How can a student contact the Student Administration Centre?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p13_c1,1,How can a student contact the Student Administration Centre?,False,UOL_student_guide_visa_holders.pdf_p13_c1,Student Guide for UK Visa Holders 2026,0.01527518656716418,True,True,True,0.2,1.0,True,1.0,0.04228639998473227,"UOL_student_guide_visa_holders.pdf_p13_c1 | UOL_undergraduate_handbook.pdf_p42_c8 | UOL_postgraduate_handbook.pdf_p38_c8 | UOL_payment_policy_2026,2027.pdf_p10_c2 | UOL_postgraduate_handbook.pdf_p19_c6",Student Guide for UK Visa Holders 2026 | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Payment Policy 2026-27 | University of Liverpool Postgraduate Handbook,13 | 42 | 38 | 10 | 19,1 | 2 | 3 | 4 | 5,NA | NA | NA | NA | NA,0.0 | 0.0 | 0.0 | 0.0 | 0.0,Write a direct factual question answerable from the gold evidence.
