item_id,question,claim,evidence,human_label,notes
RV022,Why does the conduct policy require reliable identification before treating a substance as a Class A controlled drug?,"further supports this by noting the University may classify a substance as a specific controlled drug based on probable identification, emphasizing the need for reliable evidence to avoid misclassification.","[1] (Student Conduct Breaches and Indicative Sanctions — Appendix B, page 10)
lled drug. This is likely to be the case where a student has positively identified the substance, or where they indicate that they obtained it on the premise that it was the controlled drug in question. Possession, supply, or production of a substance will only be treated as possession, supply, or production of a Class A controlled drug where it is identified as that controlled drug by the student or a suitably qualified individual or organisation. 7.6 Fraud and Dishonesty Breaches Indicative sanction A Fraudulent production of University documentation (e.g., Category 3 acceptance letters, transcripts, letters of recommendation, coursework receipts) B Fraudulent use of the University’s name, logo, or a Category 2 or 3 University user account, or fraudulently claiming association with the U

[2] (Student Conduct Breaches and Indicative Sanctions — Appendix B, page 10)
d Drugs Breaches A Possession of a controlled drug (Class B or C) * Category 1 or 2 B Possession of a controlled drug (Class A) * Category 2 or 3 C Possession of a psychoactive substance (second breach) Category 1 D Possession of a controlled drug (second breach) or a Category 2 or 3 psychoactive substance (three or more breaches) E Supply of a controlled drug or a psychoactive substance Category 2 or 3 F Production of a controlled drug or a psychoactive Category 3 substance * The University reserves the right to consider a substance to be a certain type of controlled drug where, on the balance of probabilities, it is likely to be that controlled drug. This is likely to be the case where a student has positively identified the substance, or where they indicate that they obtained it on the",unsupported,
RV023,Do the Undergraduate and Postgraduate Handbooks give materially different advice on securing personal belongings and reporting theft?,"Both (Undergraduate Handbook) and (Postgraduate Handbook) provide identical guidance, including:","[1] (University of Liverpool Undergraduate Handbook, page 13)
Don’t leave valuables on view in your car starts with taking five and remembering a Register your valuables on immobilise. Everyone in University Accommodation You may wish to consider buying a lock simple memorable phrase: ‘My money? My com, where you can record all of the serial should be aware of the need for attention to fit on the steering wheel, or having an info? I don’t think so’. If you’re at all unsure, numbers of your goods. If they are stolen to security. Don’t let anyone into a block alarm fitted, which might deter a thief don’t give out your details, click on a link or the Police will work with second hand stores unless you know they are residents, or If possible, leave the car in an open area, give anyone your money, or access to it. to try and retrieve your belongings by b

[2] (University of Liverpool Postgraduate Handbook, page 13)
Don’t leave valuables on view in your car starts with taking five and remembering a Register your valuables on immobilise. Everyone in University Accommodation You may wish to consider buying a lock simple memorable phrase: ‘My money? My com, where you can record all of the serial should be aware of the need for attention to fit on the steering wheel, or having an info? I don’t think so’. If you’re at all unsure, numbers of your goods. If they are stolen to security. Don’t let anyone into a block alarm fitted, which might deter a thief don’t give out your details, click on a link or the Police will work with second hand stores unless you know they are residents, or If possible, leave the car in an open area, give anyone your money, or access to it. to try and retrieve your belongings by b

[3] (Student Conduct Breaches and Indicative Sanctions — Appendix B, page 2)
procedures (Appendix A - Student Conduct Procedures, Section 3) and may warrant the imposition of one or more of the following sanctions: • A formal written warning or a final written warning (for a repeated offence). • A fine, not exceeding £200 (which will normally be a suspended fine for a first breach) • A requirement, in the event of non-accidental or wilful damage to or loss of property, that such damage or loss be made good, either in whole or in part, limited to a total value of £1500 • Withdrawal of access to specific University services or facilities or specific University premises (particularly any services, facilities or premises abused by the responding student) for a period not exceeding one month • Requirement to remove material published either in hard copy or electronicall

[4] (University of Liverpool Undergraduate Handbook, page 13)
out unwanted guests bike pods. For access to a bike pod, you will Do not leave them propped open. Any theft or incident should be reported Close and lock your doors and windows need to register your student card on the immediately to the Police, and to the when you leave your room even to go to Personal property Ground floor of Bedford House (Building no. University’s Campus Support Services 505: Ref D4 liverpool.ac.uk/maps) the bathroom or kitchen Security Office at Bedford House, Oxford If you leave bags, coats or valuables (such Ensure that you lock doors and windows as laptops, tablets, phones) unattended Lock your bike securely within the bike Street (Building no. 505: Ref D4 liverpool. whenever you go out, even if it is only for you make it very easy for thieves. You do pod, preferab

[5] (University of Liverpool Postgraduate Handbook, page 13)
out unwanted guests bike pods. For access to a bike pod, you will Do not leave them propped open. Any theft or incident should be reported Close and lock your doors and windows need to register your student card on the immediately to the Police, and to the when you leave your room even to go to Personal property Ground floor of Bedford House (Building no. University’s Campus Support Services 505: Ref D4 liverpool.ac.uk/maps) the bathroom or kitchen Security Office at Bedford House, Oxford If you leave bags, coats or valuables (such Ensure that you lock doors and windows as laptops, tablets, phones) unattended Lock your bike securely within the bike Street (Building no. 505: Ref D4 liverpool. whenever you go out, even if it is only for you make it very easy for thieves. You do pod, preferab",entailed,
RV024,A student needs both an available campus computer and specialist help finding and referencing academic sources. Which University services should they use?,to book an available campus computer and the Student Support Office,"[1] (University of Liverpool Postgraduate Handbook, page 16)
Finder tool to locate subjects for Humanities & Social Sciences You can book a place on an in-person an available computer by visiting https:// plus some subjects for Health &Life session or an online webinar. You also pcseats.liv.ac.uk or you can download Sciences and Science & Engineering. It have 24-hour access to interactive the tool from your App or Play Store by offers PCs, self-service laptops, bookable online tutorials on the library website. searching “UoL PC Finder”. study rooms, bookable tables with screens The MWS provides a wide range of prefor collaborative work and zones for silent, installed software. You can also use quiet and group study. PCs on campus to access the Internet, your University email, and Canvas – the University’s Virtual Learning Environment. Your Universi

[2] (University of Liverpool Undergraduate Handbook, page 16)
Finder tool to locate subjects for Humanities & Social Sciences You can book a place on an in-person an available computer by visiting https:// plus some subjects for Health &Life session or an online webinar. You also pcseats.liv.ac.uk or you can download Sciences and Science & Engineering. It have 24-hour access to interactive online the tool from your App or Play Store by offers PCs, self-service laptops, bookable tutorials on the library website. searching “UoL PC Finder”. study rooms, bookable tables with screens The MWS provides a wide range of prefor collaborative work and zones for silent, installed software. You can also use quiet and group study. PCs on campus to access the Internet, your University email, and Canvas – the University’s Virtual Learning Environment. Your Universi

[3] (University of Liverpool Undergraduate Handbook, page 18)
ures and signposting both as part of the Student Services Centre to central and specialised support services and across the wider University community. for students. For more information, please visit the Student Support Office within your School/Institute. Your University – Handbook for Undergraduate Students32 / /33

[4] (University of Liverpool Undergraduate Handbook, page 16)
e is also provided work with you through feedback. for your personal devices Wi-Fi is available The University Library There is a Reading Room for postgraduate Use your physical student card or digital in many areas, including cafés, bars and researchers, a Leisure & Wellbeing reading The University has two main libraries on student card via the MyLiverpool app to communal areas in Halls of Residence. area and several accessible study areas campus, the Sydney Jones Library and the access the libraries and to borrow and are also available, as well as a Library Get started by visiting wifi.liverpool.ac.uk. Harold Cohen Library. You can also find a return books. You can also print, photocopy Garden. The Sydney Jones Library also Halls of Residence also have wired network Veterinary branch Lib

[5] (University of Liverpool Postgraduate Handbook, page 16)
e is also provided work with you through feedback. for your personal devices Wi-Fi is available The University Library There is a Reading Room for postgraduate Use your physical student card or digital in many areas, including cafés, bars and researchers, a Leisure & Wellbeing reading The University has two main libraries on student card via the MyLiverpool app to communal areas in Halls of Residence. area and several accessible study areas campus, the Sydney Jones Library and the access the libraries and to borrow and are also available, as well as a Library Get started by visiting wifi.liverpool.ac.uk. Harold Cohen Library. You can also find a return books. You can also print, photocopy Garden. The Sydney Jones Library also Halls of Residence also have wired network Veterinary branch Lib",unsupported,
RV025,What basic security precautions does the Undergraduate Handbook recommend for personal property and accommodation?,The Undergraduate Handbook recommends the following basic security precautions:,"[1] (University of Liverpool Undergraduate Handbook, page 13)
is designed to provide a central control you should report this immediately to a necessary. If you are living in private rented point to deal with enquiries and to control member of the on-site halls staff or by accommodation, you will need to make the University’s security arrangements. A calling the emergency number for your your own arrangements to insure your two-way radio system between the office building. belongings. and the outside security staff is in operation whereby immediate assistance can be organised in an emergency. Your University – Handbook for Undergraduate Students22 / /23",not_a_claim,"So, even though the evidence clearly contains security advice (e.g. reporting incidents and making arrangements to insure belongings), there is no complete proposition to check against the evidence"
RV026,"If IAG thinks a visa-refusal appeal is likely to fail, the University must continue sponsoring the student until every possible appeal is exhausted. Is that correct?","According to the evidence, if IAG assesses that an appeal or administrative review is likely to fail, the University does not","[1] (Student Guide for UK Visa Holders 2026, page 8)
s the likely success of an If your appeal or administrative review appeal or administrative review. is rejected and you do not voluntarily If IAG assess that an appeal or suspend or withdraw, the University administrative review might be reserves the right to administratively successful then they will help you apply suspend or withdraw you from your for this and you can carry on studying studies in order to protect its Student until you get a decision from UKVI. sponsor licence. This will be reported to UKVI and, as a result, you will need to leave If IAG assess that an appeal or the UK. In order to return to your studies administrative review is likely to fail, you will need a new CAS to apply for you will be advised to voluntarily a new Student visa. interrupt your studies.

[2] (Policy on UKVI Compliance — Student Route, page 13)
nt must present all relevant documentation requested by IAG in order for an assessment to be made as to the likely success of an appeal or administrative review. Where an appeal or administrative review is assessed as likely to fail, the student will be advised on the best course of action, which may include voluntary interruption or withdrawal from their current programme of study resulting in a report of the student’s change of registration circumstances being made to UKVI in accordance with section 6 of this Policy. In so doing, the University will withdraw its current sponsorship of the student and the student will be required to leave the UK. Any subsequent intention to resume study or research will require the student to be issued with a new CAS in order to apply for a new Student Ro

[3] (Student Guide for UK Visa Holders 2026, page 8)
ovide satisfactory Administration immediately and seek evidence of this to the University, then, further advice from IAG. You will be in most cases, you can carry on studying advised to voluntarily suspend or until you get a decision from UKVI. withdraw from your studies and this will be reported to UKVI. If you have not submitted an in-time appeal or an in-time request for an This will mean that you will need to leave administrative review but you want the UK. In order to return to your studies to, you must present all relevant you will need a new CAS and to apply for documentation to IAG so they can a new Student visa to enter the UK. assess the likely success of an If your appeal or administrative review appeal or administrative review. is rejected and you do not voluntarily If IAG asse

[4] (Policy on UKVI Compliance — Student Route, page 13)
dent’s change of registration circumstances to UKVI in accordance with section 6 of this Policy. In so doing, the University will withdraw its current sponsorship of the student and the student will be required to leave the UK. Any subsequent intention to resume study or research will require the student to be issued with a new CAS in order to apply for a new Student Route visa to enter the UK. 14.7 Where an appeal or administrative review is rejected or where IAG determines that an appeal or administrative review is likely to prove unsuccessful and the student chooses not to voluntarily interrupt or withdraw from their current programme of study, the University reserves the right to administratively interrupt or withdraw the student from their programme of study, in order to protect its S

[5] (Policy on UKVI Compliance — Student Route, page 13)
POLICY ON UKVI - STUDENT COMPLIANCE 14.3 Where an international student has submitted an in-time appeal or an in-time request for an administrative review of the visa refusal or rejection decision, and can provide satisfactory evidence of this which meets the scrutiny and approval of IAG, then the student will be permitted to remain registered on their current programme of study until such time that the outcome of their appeal or administrative review is known. Where evidence is not submitted, is deemed unacceptable or demonstrates that an application was made after the deadline, the University reserves the right to administratively interrupt or withdraw the student from their programme of study, in order to protect its Student sponsor licence. Student Life will report the student’s change",contradicted,"The evidence says that when IAG assesses an appeal or administrative review as likely to fail, the student may be advised to voluntarily interrupt or withdraw, and the University may withdraw its sponsorship; continued registration is instead described for cases where an in-time appeal/review is accepted as valid and is awaiting an outcome. Therefore, the claim that the University must continue sponsoring the student until every possible appeal is exhausted is contradicted by the evidence."
RV027,What route is available to a postgraduate student who wants to challenge certain decisions of the Board of Examiners?,The postgraduate student can request a review of the Board of Examiners' decision if dissatisfied with the outcome.,"[1] (University of Liverpool Extenuating Circumstances Policy, page 4)
the extenuating circumstances are accepted, the Extenuating Circumstances Committee will make a recommendation to the Board of Examiners on what options will be made available to you (see section 5, below) You will be informed of your options by the Board of Examiners who may consider the classification of degree to be awarded. You should indicate the option you wish to take

[2] (University of Liverpool Undergraduate Handbook, page 42)
Students who wish to appeal against The University recognises and is fully Formal Complaint Review the decision of the Board of Examiners committed to meeting its responsibilities If a student is dissatisfied with the response If a student is dissatisfied with the outcome to terminate their studies (other than for to secure and promote academic freedom they receive from Early Resolution, or if they of a Formal Complaint (including those breaches of the Academic Integrity Policy) and free speech, within the law. The feel unable to approach a person directly students at partner institutions), they shall or to deem them withdrawn prior to the University’s Code of Practice Regarding against whom they have a complaint, or be entitled to request a Review of the normal expected date of completion

[3] (University of Liverpool Postgraduate Handbook, page 38)
Students who wish to appeal against The University recognises and is fully Formal Complaint Review the decision of the Board of Examiners committed to meeting its responsibilities If a student is dissatisfied with the response If a student is dissatisfied with the outcome to terminate their studies (other than for to secure and promote academic freedom they receive from Early Resolution, or if they of a Formal Complaint (including those breaches of the Academic Integrity Policy) and free speech, within the law. The feel unable to approach a person directly students at partner institutions), they shall or to deem them withdrawn prior to the University’s Code of Practice Regarding against whom they have a complaint, or be entitled to request a Review of the normal expected date of completion",entailed,
RV028,How should a student with a long-term health condition think about reasonable adjustments versus interrupting study?,"Additionally, reinforces that long-term conditions already receiving adjustments should not require further claims unless there is a sudden, unforeseeable change (e.g., a flare-up).","[1] (University of Liverpool Extenuating Circumstances Policy, page 2)
difficulties which made it very difficult for them to seek help; • Long term health condition for which the student is already receiving reasonable or appropriate adjustments; • Retrospective disclosure of circumstances or withholding of details on grounds of sensitive personal, family or cultural reasons; • Minor illness or ailment which is unlikely to have had a significant impact on the student’s performance; • Failure to attend an examination or submit an assessment due to misreading the examination / assessment timetable or submission deadline; • Inadequate planning and time management; • Having more than one examination on the same or consecutive days; • Examination clashes arising from incorrect registration by the student, i.e. examinations scheduled to take place at the same time

[2] (University of Liverpool Extenuating Circumstances Policy, page 5)
ecide that your circumstances can no longer be considered as ‘unforeseeable.’ If you have an ongoing illness or other physical or mental health condition which has affected you for six or more months, you should contact the University’s Disability Advice and Guidance Team (email disteam@liv.ac.uk) in order that the University can consider whether there is a case for reasonable adjustments to be made to your studies rather than considering your condition through repeated individual Extenuating Circumstances claims. If, after reasonable adjustments have been made, there are unforeseeable changes to your condition which affect your performance it is, of course, appropriate to submit an Extenuating Circumstances claim. 3.2 Submit the extenuating circumstances form together with supporting evid

[3] (University of Liverpool Extenuating Circumstances Policy, page 2)
hout reasonable or contemporaneous evidence (medical or otherwise) to support it; • Alleged medical circumstances outside the relevant assessment period or learning period for which appropriate adjustments for extenuating circumstances have already been made; • Alleged medical condition supported by “retrospective” medical evidence – that is, evidence that is not (contemporaneous) in existence at the same time as the illness, e.g. a doctor’s note which states that the student was seen (after the illness occurred) and declared they had been ill previously, except where there is evidence that the student had unknown or undisclosed mental health difficulties which made it very difficult for them to seek help; • Long term health condition for which the student is already receiving reasonable o

[4] (Student Conduct Procedures — Appendix A, page 20)
d the hearing. See section 12.5 above for information on reasonable adjustments. 13.2 The University believes that it is in the best interests of reporting and responding students for Panels to take place as soon as possible. If either party can provide good reason (with supporting evidence where necessary) that they cannot attend e.g. ill health, academic commitments (other than normal scheduled classes) they may request a postponement. In any request for a postponement, the requester should also indicate their earliest availability. 13.3 If dates are outside of term time the Student Conduct Team will work with all parties to identify a suitable date. 13.4 Responding and reporting students may not normally request a postponement because of the non-availability of any person who they wish

[5] (University of Liverpool Extenuating Circumstances Policy, page 8)
CODE OF PRACTICE ON ASSESSMENT – APPENDIX M ANNEXE 1 Policy on Extenuating Circumstances - Guidelines for Staff and Students Up to January 2026 for all online programmes delivered in partnership with Kaplan Higher Education to make reasonable adjustments to your studies or assessments. An extenuating circumstances claim will only be considered where either (a) a new condition or disability is diagnosed too late to allow reasonable adjustments to be considered or put in place or (b) you have been affected by a sudden deterioration or change in your condition (e.g. side effects from recent change of medication, flare-up/incident in close proximity to assessment (e.g. epileptic seizure or migraine on the day of the assessment)). The Extenuating Circumstances Committee will normally expect to",entailed,
RV029,What changed in the 2025–26 academic-integrity categories and treatment of self-plagiarism and personal extenuating circumstances?,"Self-plagiarism: A new offense called ""self-plagiarism/re-use of work"" was introduced, defined as reusing one?s own submitted work without acknowledgment.","[1] (University of Liverpool Undergraduate Handbook, page 36)
nts before the date of the award of a of another’s concept as one’s own. Assessment which can be found at are ultimately responsible for ensuring degree, diploma or certificate will be liverpool.ac.uk/aqsd/academic- that their tuition fees are paid. deemed ineligible to be presented for Self-Plagiarism / Re-use of work codes-of-practice/code-of-practice- such an award. Further details, including Self-plagiarism is considered a breach Where by 2 February 2026 (or by 2 June on-assessment/ the Payment Policy 2025/26: Student of academic integrity and includes the 2026 for those whose programmes start in Programme Fees, Accommodation Fees, reuse of material that the student has January 2026) a student fails to make the Fines and Charges, can be found at previously submitted for assessment, nec",unsupported,
RV030,How do the 2025–26 assessment changes clarify the relationship between assessment appeals and other student challenge routes?,"Evidence focuses on changes to assessment policies (e.g., Appendices M, L, C, I, J, P) but does not mention other challenge routes.","[1] (University of Liverpool Postgraduate Handbook, page 37)
hysician. At the end An assessment appeal is a challenge programmes in the Faculty of Health of the formal investigation, the Investigating Where a student submits an appeal, they to, or a request for reconsideration (on and Life Sciences with professional/ Officer may conclude: will not be permitted to attend graduation specified grounds) of a decision made by statutory body regulation that necessitates (i) That there is no case to be taken the University on student assessments and or graduate until either the appeal is Fitness to Practise processes or on a forward, in which case the student will be awards. concluded or withdrawn. informed that no further action will be taken Your University – Handbook for Postgraduate Students70 / /71",entailed,
RV031,How is unauthorised use of University premises classified in the indicative student-conduct sanctions table?,No general classification for unauthorised use of University premises (beyond this specific case) is provided in the evidence.,"[1] (University of Liverpool Undergraduate Handbook, page 39)
the Theft, misappropriation, unauthorised use speech or activity that would place any Failure to comply with any penalties University at events and both while on and or misuse of University property, or the person at risk of harm. or sanctions imposed because of the off University premises, including behaviour property of its students, staff or visitors Any behaviour which could constitute University’s Disciplinary or risk taking place within University-managed whilst on University premises or engaged discrimination or harassment on the assessment procedures or contempt and private accommodation. The University in University business. grounds of sex, sexual orientation, of those procedures. places great emphasis on the good Falsification of student attendance gender, gender re-assignment,

[2] (University of Liverpool Undergraduate Handbook, page 39)
The authority of the Board of Discipline More precise definitions and indicative Bribery or attempted bribery including Intentional or reckless damage or Panel allows them to issue any of the above sanctions for misconduct breaches are but not limited to offering or giving defacement to University property or the sanctions that are contained within Chairs detailed in Appendix B – Student Conduct money, gifts or any other advantage to property of students, staff or visitors Action in addition to; a mark of zero for the Breaches and Indicative Sanctions: any student or employee of the whilst on University premises or engaged module in which the misconduct occurred Any breach of University Ordinances, University, honorary staff, recognised in University business. with a right to resit with a

[3] (Student Conduct Breaches and Indicative Sanctions — Appendix B, page 2)
Student Conduct, Complaints and Compliance 1. Categories of Breaches 1.1. The way in which the University of Liverpool categorises breaches of the Student Conduct Policy is by consideration of both the severity of the breach and the appropriateness of certain sanctions to certain types of breach. Sanctions listed are indicative only, non-exhaustive and will be applied on a case-by-case basis (i.e., considering the context of each breach), at the discretion of the disciplinary authorities. 1.2. There may be some circumstances where, if aggravating factors are present as outlined in section 2 of this document, the category of a breach may be increased and therefore subject to more severe sanctions. Similarly, there may be circumstances where, if mitigating factors are present as outlined in

[4] (University of Liverpool Undergraduate Handbook, page 39)
under process. Unauthorised or inappropriate use, whilst Assessment - Academic Quality and Appendix B to this Policy. Failure to inform the University, whilst on University premises or whilst engaged Standards Division - University of Liverpool. Conduct which damages, or has the registered on a programme of study, of a in University business, of sporting potential to damage, the University’s police investigation, an arrest, conviction, equipment, or similar. Non-Academic Misconduct relationship or reputation with its local caution or reprimand or charged with Unauthorised entry into another student’s As a student you are required at all times communities or other bodies or any criminal offences including local room within their accommodation. (including during non-term time) to organisati

[5] (Student Conduct Breaches and Indicative Sanctions — Appendix B, page 10)
Student Conduct, Complaints and Compliance G Act or omission that did cause or could have caused Category 2 or 3 serious harm or a serious health and safety concern on University premises or during University activities (e.g., disabling fire extinguishers; misuse of chemicals or equipment, ignoring Health and Safety policy with the capacity to put others at risk of harm) H Theft of, or unauthorised use of, the intellectual property of Category 1, 2 or the University or the intellectual property of students or 3 employees of the University, or of visitors to the University I Unauthorised use of University systems Category 2 or 3 7.5 Alcohol and Drugs Breaches A Possession of a controlled drug (Class B or C) * Category 1 or 2 B Possession of a controlled drug (Class A) * Category 2 or 3 C Po",entailed,
RV032,What route is available to a postgraduate student who wants to challenge certain decisions of the Board of Examiners?,These processes are specific to postgraduate students as outlined in the Postgraduate Handbook.,"[1] (University of Liverpool Undergraduate Handbook, page 41)
r dealing with patients which comes to The University has an Assessment Appeals That disputes the academic judgement the Executive Pro-Vice-Chancellor shall light during the student’s programme. Procedure which is applicable to all cohorts of the Board of Examiners, including those appoint a senior member of academic of students studying taught programmes which simply constitute an expression On account of this responsibility, the or clinical staff as an Investigating Officer (undergraduates and Postgraduate Taught of dissatisfaction with the decision University operates a Fitness to Practise to conduct a formal investigation. students). that has been taken; Procedure. Where there are concerns about a That have already been considered or The relevant procedures can be found The Fitness to

[2] (University of Liverpool Postgraduate Handbook, page 37)
disputes the academic judgement By awarding degrees and thus granting clinical staff to consider, whether there is Procedure which is applicable to all cohorts of the Board of Examiners, including those students the permissions described, the a valid case to be investigated.If a valid of students studying taught programmes which simply constitute an expression University has a very clear responsibility to case is considered to have been made, (undergraduates and Postgraduate Taught of dissatisfaction with the decision properly handle any conduct, behaviour the Executive Pro-Vice-Chancellor shall students). The relevant procedures can that has been taken; or other matters that could bear on a appoint a senior member of academic be found under Appendix F of the Code of That have already bee

[3] (University of Liverpool Extenuating Circumstances Policy, page 16)
in the module to pass the module or you can demonstrate that the learning outcomes of the programme have been achieved 9. EXTENUATING CIRCUMSTANCES CASES SUBMITTED AFTER THE BOARD OF EXAMINERS 9.1 Extenuating Circumstances which are submitted after the Board of Examiners has met can only be considered if the nature of the extenuating circumstances themselves could be considered to have prevented you from submitting a claim to the Board of Examiners. You should be aware that a claim cannot be delayed, nor can evidence relating to it be delayed, on the grounds of sensitive personal, family or cultural reasons. Extenuating Circumstances which are submitted after the Board of Examiners may be considered in the following ways: a) If, prior to a resit period, you consider that your first attempt

[4] (University of Liverpool Undergraduate Handbook, page 41)
Panel. Committees, Clinical Assessment Panels programmes which, on graduation, permit Suspension from studies and Academic Integrity Committees. those who have taken such programmes: Where the matter is referred for If any matters have been raised which The right to practise as members of a are deemed to constitute reasonable consideration by a Fitness to Practise Students can appeal Provisional Semester particular profession, with a right to grounds for believing that there may be Panel, the Panel has the power to decide: One results and the formal decisions membership of appropriate professional undesirable consequences if the student That the student is fit to practice, made by the Board of Examiners, Clinical bodies on receiving that degree; or is permitted to remain in the University

[5] (University of Liverpool Postgraduate Handbook, page 38)
Students who wish to appeal against The University recognises and is fully Formal Complaint Review the decision of the Board of Examiners committed to meeting its responsibilities If a student is dissatisfied with the response If a student is dissatisfied with the outcome to terminate their studies (other than for to secure and promote academic freedom they receive from Early Resolution, or if they of a Formal Complaint (including those breaches of the Academic Integrity Policy) and free speech, within the law. The feel unable to approach a person directly students at partner institutions), they shall or to deem them withdrawn prior to the University’s Code of Practice Regarding against whom they have a complaint, or be entitled to request a Review of the normal expected date of completion",unsupported,
RV033,How is unauthorised use of University premises classified in the indicative student-conduct sanctions table?,"The unauthorized use of University premises is classified as a breach under ""misuse of University property"" in the indicative student-conduct sanctions table.","[1] (Student Conduct Breaches and Indicative Sanctions — Appendix B, page 1)
University of Liverpool Appendix B – Student Conduct Breaches and Indicative Sanctions

[2] (Student Conduct Procedures — Appendix A, page 4)
Sanctions. 3.2 Where an allegation about another student is made to a designated member of staff, or misconduct has been identified in some other way, they must decide if the misconduct can be dealt with under Local Disciplinary Action by referring to the Student Conduct Policy, section 8 which illustrates examples of what types of misconduct can be considered locally. They can also refer to Appendix B – Student Conduct Breaches and Sanctions which sets out a non-exhaustive list of breaches and what category they fall into. Where the conduct under consideration may relate to Freedom of Speech, advice should be sought from the Student Conduct Team. They can also provide advice on which category a APPENDIX A – STUDENT CONDUCT POLICY PROCEDURES

[3] (University of Liverpool Postgraduate Handbook, page 35)
uthorised use speech or activity that would place any Failure to comply with any penalties or misuse of University property, or the For this purpose, the University has person at risk of harm. or sanctions imposed because of the property of its students, staff or visitors developed some rules regulating the Any behaviour which could constitute University’s Disciplinary or risk whilst on University premises or engaged conduct of students and the following discrimination or harassment on the assessment procedures or contempt in University business. provides a substantive but not exhaustive grounds of sex, sexual orientation, of those procedures. Falsification of student attendance list of activities which the University regards gender, gender re-assignment, race, Any conduct which may be dis

[4] (University of Liverpool Undergraduate Handbook, page 40)
to Local Disciplinary Action. In good, either in whole or in part. Appendix B Offences Declaration Form can be found Department, Deans of Academic Schools such cases responding students will be – Student Conduct Breaches and Indicative on the Conduct and Discipline webpage on and Institutes, Directors of Professional informed regarding the alleged breach of Sanctions provides further details regarding the University website. Students need not Services, Head of Accommodation, the Student Conduct Policy being made the sanctions that can be issued by a declare parking or speeding offences Hall Managers and Wardens, as well as against them and the final decision with University Disciplinary Panel. which are subject to fixed penalties. organisations or individuals acting on regard to how the ca

[5] (Student Conduct Breaches and Indicative Sanctions — Appendix B, page 2)
Student Conduct, Complaints and Compliance 1. Categories of Breaches 1.1. The way in which the University of Liverpool categorises breaches of the Student Conduct Policy is by consideration of both the severity of the breach and the appropriateness of certain sanctions to certain types of breach. Sanctions listed are indicative only, non-exhaustive and will be applied on a case-by-case basis (i.e., considering the context of each breach), at the discretion of the disciplinary authorities. 1.2. There may be some circumstances where, if aggravating factors are present as outlined in section 2 of this document, the category of a breach may be increased and therefore subject to more severe sanctions. Similarly, there may be circumstances where, if mitigating factors are present as outlined in",unsupported,
RV034,How can a student contact the Student Administration Centre?,The student can contact the Student Administration Centre via the following methods:,"[1] (Student Guide for UK Visa Holders 2026, page 13)
Contact Us Student Administration Centre Live Chat: liverpool.service-now.com/sas T: 0151 7946758 E: studentcentre@liverpool.ac.uk liverpool.ac.uk Disclaimer This document is an overview of the University’s and student's responsibilities and is a guide for general information only. It does not represent a full statement of legal requirements and is not intended to be relied upon in any specific student's case. The University will not accept any responsibility for any omission, loss or damage arising from using this document. The University is entitled to revise it at any time.

[2] (University of Liverpool Postgraduate Handbook, page 7)
s to full medical care including student-administration/ OR contact the identification around campus, and the 24-hour medical cover. The choice of Team directly: city region, where applicable. For fees, scholarships doctor is entirely your own. You may, if you Your physical student id card will have and bursaries enquiries: wish, register with the University Medical been distributed to you, in person at your E: feesenq@liverpool.ac.uk Practice based in the Student Health Centre school office or at the Welcome Week Hub. T: +44 (0)151 794 6777 if you live within the practice area (see Please refer to the following webpage for Chapter Six). more information liverpool.ac.uk/studentadministration/my-student-record/mystudent-id-card Your University – Handbook for Postgraduate Students10 / /11

[3] (University of Liverpool Postgraduate Handbook, page 34)
f a student. Excusal requests by the student Centre. Instructions about making an should be sent directly by a student to the Possession in the examination room of A repeat offence of something that has appointment with the team and contact Summoning Bureau. any device, such as a mobile phone, details are available at liverpool.ac.uk/ smart watch, or other method of previously been dealt with by Board of studentsupport/international/ communication or information storage Discipline – Chair’s Action; Academic Misconduct that is not completely switched off and is Being party to any arrangement whereby Jury service The University takes academic misconduct on the student’s person; a person other than the student very seriously and expects all students to From time to time students are called fo

[4] (University of Liverpool Undergraduate Handbook, page 15)
ises on health and safety, carries out inspections, and who is All students studying on any campus which are sometimes quite severe but passed on by prolonged, close contact. involved in accident investigation. If you of the University are subject to the which are not life threatening. What are the symptoms? see something which appears unsafe, you provisions of the Student Alcohol and There is no connection between this Early symptoms may be similar to those can report it to any Departmental Safety Drugs Policy liverpool.ac.uk/media/ illness and the more serious ones caused you get with flu or a hangover: Coordinator who will ensure the matter is livacuk/student-administration/student- by the meningococcal bacteria. The addressed. administration-centre/documents/ Feeling feverish meningoco

[5] (University of Liverpool Postgraduate Handbook, page 15)
ises on health and safety, carries out inspections, and who is All students studying on any campus which are sometimes quite severe but passed on by prolonged, close contact. involved in accident investigation. If you of the University are subject to the which are not life threatening. What are the symptoms? see something which appears unsafe, you provisions of the Student Alcohol and There is no connection between this Early symptoms may be similar to those can report it to any Departmental Safety Drugs Policy liverpool.ac.uk/media/ illness and the more serious ones caused you get with flu or a hangover: Coordinator who will ensure the matter is livacuk/student-administration/student- by the meningococcal bacteria. The addressed. administration-centre/documents/ Feeling feverish meningoco",not_a_claim,"it says the student can contact the Student Administration Centre “via the following methods,” but it does not actually list any methods. The evidence does provide contact methods (Live Chat, telephone, and email), but the claim itself does not state which ones, so there is no complete proposition to verify."
