question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,latency_seconds,bm25_hit_at_5,bm25_recall_at_5,gold_in_pool,final_chunk_ids,hit_at_1,recall_at_1,full_evidence_at_1,precision_at_1,ndcg_at_1,hit_at_3,recall_at_3,full_evidence_at_3,precision_at_3,ndcg_at_3,hit_at_5,recall_at_5,full_evidence_at_5,precision_at_5,ndcg_at_5,hit_at_10,recall_at_10,full_evidence_at_10,precision_at_10,ndcg_at_10,mrr
V2Q029,What approach does the University take before applying certain academic sanctions for outstanding programme-fee debt?,paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p7_c5",1,2.2335887999506667,1,1.0,1.0,"UOL_payment_policy_2026,2027.pdf_p7_c5 | UOL_payment_policy_2026,2027.pdf_p7_c4 | UOL_payment_policy_2026,2027.pdf_p3_c3 | UOL_payment_policy_2026,2027.pdf_p7_c3 | UOL_payment_policy_2026,2027.pdf_p7_c1 | UOL_payment_policy_2026,2027.pdf_p1_c5 | UOL_undergraduate_handbook.pdf_p36_c8 | UOL_postgraduate_handbook.pdf_p32_c6 | UOL_postgraduate_handbook.pdf_p32_c8 | UOL_payment_policy_2026,2027.pdf_p1_c4",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q030,Where can a student experiencing financial hardship seek University support?,procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p19_c2,1,1.916816100012511,1,1.0,1.0,"UOL_undergraduate_handbook.pdf_p19_c2 | UOL_postgraduate_handbook.pdf_p19_c7 | UOL_payment_policy_2026,2027.pdf_p10_c2 | UOL_payment_policy_2026,2027.pdf_p10_c1 | UOL_payment_policy_2026,2027.pdf_p2_c1 | UOL_undergraduate_handbook.pdf_p37_c3 | UOL_postgraduate_handbook.pdf_p33_c3 | UOL_undergraduate_handbook.pdf_p18_c7 | UOL_postgraduate_handbook.pdf_p19_c6 | UOL_postgraduate_handbook.pdf_p33_c1",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q031,How is an undergraduate degree classification primarily determined according to the handbook?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p29_c9,1,1.8909548000665382,0,0.0,1.0,UOL_undergraduate_handbook.pdf_p29_c10 | UOL_undergraduate_handbook.pdf_p28_c8 | UOL_undergraduate_handbook.pdf_p26_c10 | UOL_undergraduate_handbook.pdf_p30_c10 | UOL_undergraduate_handbook.pdf_p28_c4 | UOL_undergraduate_handbook.pdf_p30_c11 | UOL_undergraduate_handbook.pdf_p31_c3 | UOL_undergraduate_handbook.pdf_p32_c10 | UOL_undergraduate_handbook.pdf_p4_c1 | UOL_extenuating_circumstances_policy.pdf_p13_c5,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.06666666666666667
V2Q032,What factors are considered when deciding whether conduct has the effect required for harassment?,factual,easy,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p23_c1,1,2.05835449998267,1,1.0,1.0,"UOL_diversity-equality-opportunity-policy.pdf_p23_c1 | UOL_diversity-equality-opportunity-policy.pdf_p22_c4 | UOL_diversity-equality-opportunity-policy.pdf_p20_c4 | UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_diversity-equality-opportunity-policy.pdf_p21_c3 | UOL_diversity-equality-opportunity-policy.pdf_p22_c3 | UOL_student_conduct2.pdf_p5_c1 | UOL_diversity-equality-opportunity-policy.pdf_p22_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c3 | UOL_student_conduct1.pdf_p11_c1",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q033,When might an international student need a new or updated ATAS certificate during their studies?,paraphrased,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p4_c6,1,2.102954400004819,1,1.0,1.0,UOL_UKVI_complience.pdf_p12_c4 | UOL_UKVI_complience.pdf_p12_c3 | UOL_student_guide_visa_holders.pdf_p4_c5 | UOL_student_guide_visa_holders.pdf_p4_c6 | UOL_student_guide_visa_holders.pdf_p3_c1 | UOL_student_guide_visa_holders.pdf_p11_c1 | UOL_student_guide_visa_holders.pdf_p11_c2 | UOL_student_guide_visa_holders.pdf_p11_c3 | UOL_student_guide_visa_holders.pdf_p4_c1 | UOL_UKVI_complience.pdf_p12_c2,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.2,0.43067655807339306,1,1.0,1,0.1,0.43067655807339306,0.25
V2Q034,What are Schools or Institutes expected to ensure about assessment arrangements?,procedural,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p23_c10,1,2.001641299924813,1,1.0,1.0,"UOL_postgraduate_handbook.pdf_p27_c3 | UOL_extenuating_circumstances_policy.pdf_p2_c5 | UOL_undergraduate_handbook.pdf_p23_c10 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p12_c4 | UOL_undergraduate_handbook.pdf_p23_c9 | UOL_extenuating_circumstances_policy.pdf_p5_c6 | UOL_extenuating_circumstances_policy.pdf_p8_c4 | UOL_postgraduate_handbook.pdf_p27_c4 | UOL_extenuating_circumstances_policy.pdf_p5_c2 | UOL_postgraduate_handbook.pdf_p27_c2",0,0.0,0,0.0,0.0,1,1.0,1,0.3333333333333333,0.5,1,1.0,1,0.2,0.5,1,1.0,1,0.1,0.5,0.3333333333333333
V2Q035,"If an assessment is re-taken as an uncapped first attempt because of accepted extenuating circumstances, how is the new mark treated?",reasoning,hard,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p15_c5,1,2.2671973999822512,1,1.0,1.0,UOL_extenuating_circumstances_policy.pdf_p15_c5 | UOL_extenuating_circumstances_policy.pdf_p15_c4 | UOL_extenuating_circumstances_policy.pdf_p13_c4 | UOL_undergraduate_handbook.pdf_p28_c9 | UOL_extenuating_circumstances_policy.pdf_p3_c4 | UOL_extenuating_circumstances_policy.pdf_p12_c6 | UOL_extenuating_circumstances_policy.pdf_p14_c4 | UOL_extenuating_circumstances_policy.pdf_p12_c5 | UOL_undergraduate_handbook.pdf_p28_c2 | UOL_postgraduate_handbook.pdf_p27_c5,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q036,What kind of unwanted behaviour may amount to harassment under the University's equality policy?,paraphrased,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p20_c4,1,1.9394174999324605,1,1.0,1.0,UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_diversity-equality-opportunity-policy.pdf_p20_c3 | UOL_diversity-equality-opportunity-policy.pdf_p18_c2 | UOL_diversity-equality-opportunity-policy.pdf_p22_c1 | UOL_diversity-equality-opportunity-policy.pdf_p20_c4 | UOL_diversity-equality-opportunity-policy.pdf_p9_c2 | UOL_diversity-equality-opportunity-policy.pdf_p22_c3 | UOL_student_conduct2.pdf_p9_c3 | UOL_diversity-equality-opportunity-policy.pdf_p22_c4 | UOL_diversity-equality-opportunity-policy.pdf_p6_c1,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.2,0.38685280723454163,1,1.0,1,0.1,0.38685280723454163,0.2
V2Q037,How often must postgraduate research students normally record meetings with their supervisor?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p6_c3,1,1.9603989999741316,1,1.0,1.0,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p11_c3 | UOL_postgraduate_handbook.pdf_p38_c10 | UOL_undergraduate_handbook.pdf_p42_c10 | UOL_UKVI_complience.pdf_p10_c1 | UOL_student_guide_visa_holders.pdf_p6_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p4_c3 | UOL_UKVI_complience.pdf_p2_c4 | UOL_student_guide_visa_holders.pdf_p4_c4 | UOL_student_guide_visa_holders.pdf_p12_c2 | UOL_UKVI_complience.pdf_p9_c3",0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.2,0.38685280723454163,1,1.0,1,0.1,0.38685280723454163,0.2
V2Q038,Why does the Postgraduate Handbook tell students to use the correct academic regulations and codes for their cohort and degree?,reasoning,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p22_c7,1,2.126480899984017,1,1.0,1.0,UOL_postgraduate_handbook.pdf_p22_c7 | UOL_postgraduate_handbook.pdf_p4_c1 | UOL_undergraduate_handbook.pdf_p4_c1 | UOL_undergraduate_handbook.pdf_p22_c8 | UOL_postgraduate_handbook.pdf_p27_c9 | UOL_undergraduate_handbook.pdf_p22_c7 | UOL_postgraduate_handbook.pdf_p22_c8 | UOL_UKVI_complience.pdf_p3_c3 | UOL_postgraduate_handbook.pdf_p8_c10 | UOL_postgraduate_handbook.pdf_p22_c6,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q039,How does the Student Loans Company pay a 2026–27 programme-fee loan to the University?,paraphrased,medium,University of Liverpool Payment Policy 2026-27,"UOL_payment_policy_2026,2027.pdf_p2_c3",1,4.377421199926175,1,1.0,1.0,"UOL_payment_policy_2026,2027.pdf_p2_c3 | UOL_payment_policy_2026,2027.pdf_p1_c1 | UOL_payment_policy_2026,2027.pdf_p5_c3 | UOL_payment_policy_2026,2027.pdf_p4_c4 | UOL_payment_policy_2026,2027.pdf_p4_c3 | UOL_payment_policy_2026,2027.pdf_p1_c2 | UOL_postgraduate_handbook.pdf_p33_c4 | UOL_payment_policy_2026,2027.pdf_p5_c5 | UOL_undergraduate_handbook.pdf_p37_c4 | UOL_payment_policy_2026,2027.pdf_p3_c1",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q040,Can complaints about harassment or sexual misconduct be handled under policies other than the Student Complaints Policy?,factual,easy,Student Complaints Policy and Procedure,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2",1,2.2697530000004917,1,1.0,1.0,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p4_c4 | UOL_student_conduct1.pdf_p11_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c2 | UOL_student_conduct1.pdf_p5_c1 | UOL_student_conduct1.pdf_p4_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p4_c2 | UOL_student_conduct1.pdf_p6_c1",0,0.0,0,0.0,0.0,1,1.0,1,0.3333333333333333,0.6309297535714575,1,1.0,1,0.2,0.6309297535714575,1,1.0,1,0.1,0.6309297535714575,0.5
V2Q041,What may happen if accepted extenuating circumstances affect an undergraduate student's final-year performance but enough assessed work exists to determine an award?,factual,easy,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p13_c5,1,2.5905149000464007,1,1.0,1.0,UOL_extenuating_circumstances_policy.pdf_p13_c5 | UOL_extenuating_circumstances_policy.pdf_p14_c1 | UOL_extenuating_circumstances_policy.pdf_p15_c2 | UOL_undergraduate_handbook.pdf_p30_c2 | UOL_extenuating_circumstances_policy.pdf_p14_c5 | UOL_extenuating_circumstances_policy.pdf_p15_c1 | UOL_extenuating_circumstances_policy.pdf_p12_c3 | UOL_extenuating_circumstances_policy.pdf_p13_c2 | UOL_extenuating_circumstances_policy.pdf_p13_c6 | UOL_extenuating_circumstances_policy.pdf_p12_c5,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q042,How is unauthorised use of University premises classified in the indicative student-conduct sanctions table?,factual,easy,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p9_c4,1,2.0701663999352604,0,0.0,1.0,UOL_undergraduate_handbook.pdf_p39_c8 | UOL_undergraduate_handbook.pdf_p39_c1 | UOL_student_conduct2.pdf_p2_c1 | UOL_undergraduate_handbook.pdf_p39_c5 | UOL_student_conduct2.pdf_p10_c1 | UOL_postgraduate_handbook.pdf_p35_c6 | UOL_postgraduate_handbook.pdf_p35_c1 | UOL_undergraduate_handbook.pdf_p39_c6 | UOL_postgraduate_handbook.pdf_p35_c4 | UOL_student_conduct2.pdf_p9_c3,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.07142857142857142
V2Q043,"During a Master's dissertation or PhD writing-up period, how should a Student visa holder treat that period for work and residence purposes?",procedural,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p2_c4,1,2.3395040000323206,1,1.0,1.0,"UOL_student_guide_visa_holders.pdf_p2_c4 | UOL_student_guide_visa_holders.pdf_p10_c1 | UOL_student_guide_visa_holders.pdf_p2_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p4_c3 | UOL_student_guide_visa_holders.pdf_p3_c3 | UOL_student_guide_visa_holders.pdf_p10_c4 | UOL_postgraduate_handbook.pdf_p26_c2 | UOL_UKVI_complience.pdf_p8_c1 | UOL_UKVI_complience.pdf_p10_c3 | UOL_student_guide_visa_holders.pdf_p11_c2",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q044,Can the University start a student-conduct investigation from an anonymous report?,reasoning,hard,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p3_c3,1,2.0444546000799164,1,1.0,1.0,"UOL_student_conduct1.pdf_p3_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p7_c4 | UOL_student_conduct1.pdf_p3_c2 | UOL_student_conduct1.pdf_p13_c3 | UOL_student_conduct1.pdf_p12_c1 | UOL_student_conduct1.pdf_p7_c1 | UOL_student_conduct1.pdf_p12_c3 | UOL_student_conduct1.pdf_p11_c5 | UOL_student_conduct1.pdf_p14_c1 | UOL_student_conduct1.pdf_p13_c4",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q045,What must an international student do when their personal contact details change?,paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p14_c1,1,2.1016576000256464,1,1.0,1.0,UOL_UKVI_complience.pdf_p14_c1 | UOL_UKVI_complience.pdf_p5_c6 | UOL_UKVI_complience.pdf_p4_c4 | UOL_UKVI_complience.pdf_p14_c3 | UOL_UKVI_complience.pdf_p2_c3 | UOL_student_guide_visa_holders.pdf_p9_c3 | UOL_UKVI_complience.pdf_p5_c5 | UOL_UKVI_complience.pdf_p6_c3 | UOL_student_guide_visa_holders.pdf_p12_c2 | UOL_UKVI_complience.pdf_p13_c2,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q046,How can a student contact the Student Administration Centre?,factual,easy,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p13_c1,1,2.103963000001386,1,1.0,1.0,UOL_student_guide_visa_holders.pdf_p13_c1 | UOL_postgraduate_handbook.pdf_p7_c8 | UOL_postgraduate_handbook.pdf_p34_c7 | UOL_undergraduate_handbook.pdf_p15_c2 | UOL_postgraduate_handbook.pdf_p15_c2 | UOL_undergraduate_handbook.pdf_p38_c2 | UOL_postgraduate_handbook.pdf_p34_c2 | UOL_undergraduate_handbook.pdf_p7_c8 | UOL_undergraduate_handbook.pdf_p18_c7 | UOL_undergraduate_handbook.pdf_p17_c1,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q047,"If a module affected by an accepted Personal Extenuating Circumstances claim is passed, can the student normally re-sit it simply to improve the mark?",reasoning,hard,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p1_c4",1,2.3022405999945477,1,1.0,1.0,"UOL_extenuating_circumstances_policy.pdf_p15_c3 | UOL_extenuating_circumstances_policy.pdf_p15_c1 | UOL_extenuating_circumstances_policy.pdf_p13_c2 | UOL_postgraduate_handbook.pdf_p27_c9 | UOL_extenuating_circumstances_policy.pdf_p13_c1 | UOL_undergraduate_handbook.pdf_p30_c7 | UOL_extenuating_circumstances_policy.pdf_p15_c2 | UOL_undergraduate_handbook.pdf_p28_c4 | UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p1_c4 | UOL_extenuating_circumstances_policy.pdf_p16_c3",0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.1,0.3010299956639812,0.1111111111111111
V2Q048,Which University service provides specialist immigration advice and support to international students?,factual,easy,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p14_c2,1,2.053394000045955,1,1.0,1.0,UOL_UKVI_complience.pdf_p14_c3 | UOL_UKVI_complience.pdf_p2_c3 | UOL_undergraduate_handbook.pdf_p20_c3 | UOL_UKVI_complience.pdf_p14_c2 | UOL_student_guide_visa_holders.pdf_p9_c2 | UOL_undergraduate_handbook.pdf_p20_c2 | UOL_postgraduate_handbook.pdf_p20_c3 | UOL_undergraduate_handbook.pdf_p20_c1 | UOL_postgraduate_handbook.pdf_p19_c6 | UOL_postgraduate_handbook.pdf_p19_c8,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.2,0.43067655807339306,1,1.0,1,0.1,0.43067655807339306,0.25
V2Q049,What does an Undergraduate Student Route visa holder normally need before returning to study after an interruption?,factual,easy,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p37_c10,1,2.147382099996321,1,1.0,1.0,UOL_UKVI_complience.pdf_p8_c3 | UOL_undergraduate_handbook.pdf_p37_c10 | UOL_UKVI_complience.pdf_p10_c5 | UOL_student_guide_visa_holders.pdf_p5_c2 | UOL_UKVI_complience.pdf_p9_c1 | UOL_student_guide_visa_holders.pdf_p7_c2 | UOL_UKVI_complience.pdf_p13_c6 | UOL_UKVI_complience.pdf_p10_c3 | UOL_UKVI_complience.pdf_p13_c5 | UOL_student_guide_visa_holders.pdf_p10_c1,0,0.0,0,0.0,0.0,1,1.0,1,0.3333333333333333,0.6309297535714575,1,1.0,1,0.2,0.6309297535714575,1,1.0,1,0.1,0.6309297535714575,0.5
V2Q050,A student's complaint cannot be resolved informally. What escalation route does the handbook describe?,reasoning,hard,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c4,1,2.174670199980028,0,0.0,1.0,"UOL_postgraduate_handbook.pdf_p38_c5 | UOL_undergraduate_handbook.pdf_p42_c5 | UOL_undergraduate_handbook.pdf_p42_c10 | UOL_postgraduate_handbook.pdf_p38_c10 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p4_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c1 | UOL_undergraduate_handbook.pdf_p42_c4 | UOL_postgraduate_handbook.pdf_p38_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p12_c2 | UOL_postgraduate_handbook.pdf_p38_c2",0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.1,0.31546487678572877,0.125
V2Q051,What should a Student visa holder do to protect their immigration status while studying at Liverpool?,procedural,medium,Student Guide for UK Visa Holders 2026,UOL_student_guide_visa_holders.pdf_p3_c1,1,2.401814099983312,1,1.0,1.0,UOL_UKVI_complience.pdf_p6_c2 | UOL_student_guide_visa_holders.pdf_p3_c1 | UOL_student_guide_visa_holders.pdf_p10_c4 | UOL_student_guide_visa_holders.pdf_p9_c3 | UOL_UKVI_complience.pdf_p6_c1 | UOL_student_guide_visa_holders.pdf_p2_c4 | UOL_student_guide_visa_holders.pdf_p12_c2 | UOL_student_guide_visa_holders.pdf_p8_c2 | UOL_UKVI_complience.pdf_p2_c5 | UOL_student_guide_visa_holders.pdf_p3_c4,0,0.0,0,0.0,0.0,1,1.0,1,0.3333333333333333,0.6309297535714575,1,1.0,1,0.2,0.6309297535714575,1,1.0,1,0.1,0.6309297535714575,0.5
V2Q052,What should a postgraduate student do after becoming a victim of crime if they also need ongoing support?,paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p14_c8,1,2.4404600999550894,1,1.0,1.0,UOL_postgraduate_handbook.pdf_p14_c8 | UOL_undergraduate_handbook.pdf_p14_c8 | UOL_undergraduate_handbook.pdf_p14_c1 | UOL_postgraduate_handbook.pdf_p14_c1 | UOL_undergraduate_handbook.pdf_p12_c4 | UOL_postgraduate_handbook.pdf_p12_c4 | UOL_undergraduate_handbook.pdf_p14_c7 | UOL_postgraduate_handbook.pdf_p14_c7 | UOL_undergraduate_handbook.pdf_p12_c5 | UOL_postgraduate_handbook.pdf_p12_c5,1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q053,Why is notifying the School before a missed examination or assessment important when claiming extenuating circumstances?,reasoning,hard,University of Liverpool Extenuating Circumstances Policy,UOL_extenuating_circumstances_policy.pdf_p3_c4,1,2.346486199996434,0,0.0,1.0,UOL_extenuating_circumstances_policy.pdf_p7_c2 | UOL_extenuating_circumstances_policy.pdf_p4_c2 | UOL_extenuating_circumstances_policy.pdf_p3_c3 | UOL_extenuating_circumstances_policy.pdf_p10_c6 | UOL_extenuating_circumstances_policy.pdf_p15_c5 | UOL_extenuating_circumstances_policy.pdf_p3_c4 | UOL_extenuating_circumstances_policy.pdf_p12_c2 | UOL_extenuating_circumstances_policy.pdf_p11_c1 | UOL_extenuating_circumstances_policy.pdf_p12_c6 | UOL_extenuating_circumstances_policy.pdf_p10_c5,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.1,0.3562071871080222,0.16666666666666666
V2Q054,What records should be retained or sent to the Student Conduct Team after a local conduct investigation?,procedural,medium,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p6_c4,1,1.9712940000463277,1,1.0,1.0,UOL_student_conduct1.pdf_p7_c2 | UOL_student_conduct1.pdf_p6_c4 | UOL_student_conduct1.pdf_p13_c3 | UOL_student_conduct1.pdf_p8_c3 | UOL_student_conduct1.pdf_p7_c3 | UOL_student_conduct1.pdf_p7_c1 | UOL_student_conduct1.pdf_p6_c5 | UOL_student_conduct1.pdf_p10_c1 | UOL_student_conduct1.pdf_p10_c5 | UOL_student_conduct1.pdf_p5_c1,0,0.0,0,0.0,0.0,1,1.0,1,0.3333333333333333,0.6309297535714575,1,1.0,1,0.2,0.6309297535714575,1,1.0,1,0.1,0.6309297535714575,0.5
V2Q055,What should an undergraduate student do if they are a victim of crime and need support?,paraphrased,medium,University of Liverpool Undergraduate Handbook,UOL_undergraduate_handbook.pdf_p14_c8,1,2.3311476999660954,1,1.0,1.0,UOL_postgraduate_handbook.pdf_p14_c1 | UOL_undergraduate_handbook.pdf_p14_c1 | UOL_undergraduate_handbook.pdf_p14_c8 | UOL_postgraduate_handbook.pdf_p14_c8 | UOL_postgraduate_handbook.pdf_p14_c7 | UOL_undergraduate_handbook.pdf_p14_c7 | UOL_postgraduate_handbook.pdf_p12_c4 | UOL_undergraduate_handbook.pdf_p12_c4 | UOL_postgraduate_handbook.pdf_p12_c5 | UOL_undergraduate_handbook.pdf_p12_c5,0,0.0,0,0.0,0.0,1,1.0,1,0.3333333333333333,0.5,1,1.0,1,0.2,0.5,1,1.0,1,0.1,0.5,0.3333333333333333
V2Q056,Why does the conduct policy require reliable identification before treating a substance as a Class A controlled drug?,reasoning,hard,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p10_c3,1,2.419759900076315,1,1.0,1.0,"UOL_student_conduct2.pdf_p10_c3 | UOL_student_conduct2.pdf_p10_c2 | UOL_student_conduct2.pdf_p10_c1 | UOL_postgraduate_handbook.pdf_p35_c7 | UOL_student_conduct1.pdf_p3_c2 | UOL_student_conduct1.pdf_p3_c5 | UOL_undergraduate_handbook.pdf_p39_c7 | UOL_student_conduct1.pdf_p3_c3 | UOL_student_conduct1.pdf_p17_c4 | UOL_payment_policy_2026,2027.pdf_p1_c3",1,1.0,1,1.0,1.0,1,1.0,1,0.3333333333333333,1.0,1,1.0,1,0.2,1.0,1,1.0,1,0.1,1.0,1.0
V2Q057,What happens after a disciplinary panel finds a breach and hears the reporting student's impact statement?,procedural,medium,Student Conduct Procedures — Appendix A,UOL_student_conduct1.pdf_p24_c2,1,4.677232600050047,1,1.0,1.0,UOL_student_conduct1.pdf_p20_c1 | UOL_student_conduct1.pdf_p24_c1 | UOL_student_conduct1.pdf_p21_c3 | UOL_student_conduct1.pdf_p21_c2 | UOL_student_conduct1.pdf_p16_c2 | UOL_student_conduct1.pdf_p24_c2 | UOL_student_conduct1.pdf_p24_c3 | UOL_student_conduct1.pdf_p28_c2 | UOL_student_conduct1.pdf_p16_c4 | UOL_student_conduct1.pdf_p12_c3,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.1,0.3562071871080222,0.16666666666666666
V2Q058,What route is available to a postgraduate student who wants to challenge certain decisions of the Board of Examiners?,factual,easy,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c1,1,2.3370006000623107,0,0.0,1.0,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p7_c4 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c5 | UOL_extenuating_circumstances_policy.pdf_p4_c4 | UOL_undergraduate_handbook.pdf_p42_c1 | UOL_postgraduate_handbook.pdf_p38_c1 | UOL_undergraduate_handbook.pdf_p41_c7 | UOL_postgraduate_handbook.pdf_p37_c7 | UOL_undergraduate_handbook.pdf_p30_c4 | UOL_undergraduate_handbook.pdf_p27_c9 | UOL_postgraduate_handbook.pdf_p37_c10",0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,1,1.0,1,0.2,0.38685280723454163,1,1.0,1,0.1,0.38685280723454163,0.2
